optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.021544346900318822,0.95,0.9999,1e-08,2075.1879918735794,2.2737367544323206e-13,779.5,1.0,929.599423902772,1.1430541856893908e-06
Adam,0.002154434690031882,0.95,0.999,1e-07,2083.3465250786758,3.4978510806455065,1000.0,0.0,935.8117907356473,1.775039472876241
Adam,0.002154434690031882,0.99,0.9995,1e-07,2083.3442003309196,3.368246457582895,1000.0,0.0,935.7693006114056,1.7243130741249504
Adam,0.1,0.99,0.999,1e-06,2075.1882524479956,0.00012923478451373942,1000.0,0.0,929.602150711998,0.015350550689091826
Adam,0.046415888336127774,0.9,0.9999,1e-08,2075.1879918735794,2.033691978340166e-13,378.15,1.0,929.5994250719717,7.865369155996296e-07
Adam,0.1,0.9,0.9999,1e-08,2075.187991873579,5.66155886098783e-13,295.05,1.0,929.5994241223952,1.0147903615132055e-06
Adam,0.01,0.95,0.999,1e-08,2075.190412786462,0.003782686025757844,1000.0,0.0,929.6519431999644,0.04351878481300612
Adam,0.1,0.95,0.9995,1e-08,2075.1879918735794,2.8760747774580335e-13,586.75,1.0,929.599423767457,9.339913871253086e-07
Adam,0.01,0.99,0.9995,1e-07,2075.193962428502,0.0049132004542830985,1000.0,0.0,929.4955457373813,0.06482262502851187
Adam,0.01,0.99,0.999,1e-07,2075.193949106396,0.005204047683171931,1000.0,0.0,929.5031694726442,0.06609048846699758
Adam,0.1,0.99,0.9995,1e-06,2075.1882719680575,0.0001055213784124994,1000.0,0.0,929.613568158481,0.01130607640421911
Adam,0.00021544346900318845,0.99,0.9995,1e-06,2091.9673062582888,3.7038246701573656,1000.0,0.0,939.9144355711724,1.6951192740720085
Adam,0.001,0.95,0.999,1e-08,2088.1602301923,3.556530886244911,1000.0,0.0,938.1357416704452,1.722514034539616
Adam,0.01,0.95,0.9999,1e-07,2075.190820396869,0.004214579023305712,1000.0,0.0,929.6631061310766,0.04585732286217288
Adam,0.00046415888336127773,0.95,0.9999,1e-08,2090.786213949753,3.631448625903546,1000.0,0.0,939.347210036286,1.6928992323742271
Adam,0.001,0.95,0.9999,1e-06,2088.1090313823915,3.5683476999115777,1000.0,0.0,938.1198326735323,1.7267588834452208
Adam,0.021544346900318822,0.9,0.9999,1e-06,2075.1879918735794,3.8046893065896964e-13,914.7,0.8,929.5994254222002,2.1016766604160947e-07
Adam,0.00046415888336127773,0.95,0.999,1e-08,2090.7976439903973,3.633658035508455,1000.0,0.0,939.3511729342747,1.6940658881253945
Adam,0.001,0.95,0.999,1e-07,2088.1602308721535,3.556530844241539,1000.0,0.0,938.1357419865762,1.7225140021363847
Adam,0.1,0.9,0.9995,1e-08,2075.1879918735794,5.084229945850415e-13,293.65,1.0,929.5994239946837,1.0025973009176688e-06
Adam,0.1,0.99,0.999,1e-06,2075.1882524479956,0.00012923478451373942,1000.0,0.0,929.602150711998,0.015350550689091826
Adam,0.00046415888336127773,0.9,0.9999,1e-06,2090.783489132793,3.629982685422691,1000.0,0.0,939.3467419079243,1.6920130830650821
Adam,0.001,0.99,0.999,1e-07,2088.243046904993,3.5392754600100678,1000.0,0.0,938.15581059622,1.7161196897169346
Adam,0.00021544346900318845,0.99,0.9995,1e-07,2091.9673049553717,3.7038244998308474,1000.0,0.0,939.9144347923118,1.6951192306056595
Adam,0.046415888336127774,0.99,0.9999,1e-08,2075.1884225778635,0.00013596107168020036,1000.0,0.0,929.6267570374937,0.014966765728474324
Adam,0.1,0.9,0.999,1e-07,2075.187991873579,3.050537967510249e-13,295.4,1.0,929.599423697161,9.989905856176718e-07
Adam,0.001,0.9,0.999,1e-07,2088.1486712907704,3.55861104046136,1000.0,0.0,938.1331613912586,1.7230940549121658
Adam,0.021544346900318822,0.95,0.999,1e-07,2075.1879918735794,2.2737367544323206e-13,788.15,1.0,929.5994247756,9.661381611277919e-07
Adam,0.046415888336127774,0.9,0.999,1e-08,2075.1879918735794,4.432328907937046e-13,377.45,1.0,929.5994250115051,6.693433933602188e-07
Adam,0.01,0.9,0.9995,1e-06,2075.1921758121134,0.006166529698503226,1000.0,0.0,929.6768843236401,0.0560734937236428
Adam,0.001,0.99,0.9999,1e-08,2088.1986182219543,3.5476000706239144,1000.0,0.0,938.1420671363215,1.7195999323543103
Adam,0.002154434690031882,0.9,0.999,1e-07,2083.346225388987,3.5218850969547275,1000.0,0.0,935.81862261141,1.7858138808651296
Adam,0.01,0.95,0.9995,1e-06,2075.190630010069,0.004016499612133372,1000.0,0.0,929.6580825917135,0.04482110591337731
Adam,0.001,0.9,0.999,1e-08,2088.1486705907837,3.558611087760998,1000.0,0.0,938.1331610654743,1.7230940903245866
Adam,0.1,0.9,0.999,1e-06,2075.187991873579,3.050537967510249e-13,295.4,1.0,929.5994236972765,9.990765579132441e-07
Adam,0.0001,0.9,0.999,1e-08,2092.486990766144,3.7303757646890885,1000.0,0.0,940.16932333696,1.6990169517892488
Adam,0.00046415888336127773,0.9,0.9999,1e-06,2090.783489132793,3.629982685422691,1000.0,0.0,939.3467419079243,1.6920130830650821
Adam,0.00021544346900318845,0.99,0.999,1e-06,2091.967940441368,3.7044842118220296,1000.0,0.0,939.9146137542957,1.6956910513679937
Adam,0.004641588833612777,0.95,0.9999,1e-06,2077.203070723448,1.8846307993422362,1000.0,0.0,931.9975435680341,1.1895106964515922
Adam,0.0001,0.9,0.999,1e-06,2092.486991455067,3.7303758302399905,1000.0,0.0,940.1693237418865,1.6990169881797739
Adam,0.01,0.95,0.9995,1e-07,2075.190629957168,0.004016423547198426,1000.0,0.0,929.6580819394707,0.044820659474979464
Adam,0.1,0.99,0.9995,1e-06,2075.1882719680575,0.0001055213784124994,1000.0,0.0,929.613568158481,0.01130607640421911
Adam,0.01,0.9,0.9999,1e-08,2075.192467872842,0.006475179907641981,1000.0,0.0,929.6826676561374,0.05731241154493446
Adam,0.00046415888336127773,0.95,0.999,1e-06,2090.7976476908343,3.633657980111877,1000.0,0.0,939.3511749249952,1.6940656607711801
Adam,0.01,0.9,0.9999,1e-08,2075.192467872842,0.006475179907641981,1000.0,0.0,929.6826676561374,0.05731241154493446
Adam,0.0001,0.9,0.9995,1e-08,2092.486772065466,3.7301130954695774,1000.0,0.0,940.1691427770775,1.6987840199205424
Adam,0.046415888336127774,0.95,0.9995,1e-07,2075.1879918735794,3.5224578334304324e-13,613.3,1.0,929.5994242316522,9.720280075799362e-07
Adam,0.021544346900318822,0.99,0.9999,1e-08,2075.188825672975,0.0004768644421971302,1000.0,0.0,929.5615206430042,0.02159554192270494
Adam,0.004641588833612777,0.99,0.9995,1e-08,2076.8479375195207,1.4898044685394491,1000.0,0.0,931.6866916822179,1.0589126642348548
Adam,0.01,0.9,0.9999,1e-07,2075.192467881704,0.006475192591541295,1000.0,0.0,929.6826677388251,0.057312471027016726
Adam,0.0001,0.9,0.999,1e-06,2092.486991455067,3.7303758302399905,1000.0,0.0,940.1693237418865,1.6990169881797739
Adam,0.046415888336127774,0.95,0.9995,1e-06,2075.1879918735794,3.5224578334304324e-13,613.3,1.0,929.5994242316167,9.721134231849592e-07
Adam,0.1,0.95,0.9999,1e-07,2075.1879918735794,3.050537967510249e-13,587.5,1.0,929.5994239170095,1.1603970324508862e-06
Adam,0.00046415888336127773,0.95,0.999,1e-08,2090.7976439903973,3.633658035508455,1000.0,0.0,939.3511729342747,1.6940658881253945
Adam,0.001,0.9,0.9995,1e-08,2088.1215933029857,3.5650867077899786,1000.0,0.0,938.1249489993403,1.7253550943629998
Adam,0.021544346900318822,0.9,0.999,1e-08,2075.1879918735794,0.0,862.55,1.0,929.5994253201201,3.1106064996962694e-07
Adam,0.0001,0.99,0.9999,1e-08,2092.487422522212,3.7310896873711603,1000.0,0.0,940.1696639532005,1.6996605030192942
Adam,0.001,0.95,0.9995,1e-06,2088.13344801616,3.5626365239875004,1000.0,0.0,938.1275312751835,1.724706972739366
Adam,0.01,0.99,0.999,1e-07,2075.193949106396,0.005204047683171931,1000.0,0.0,929.5031694726442,0.06609048846699758
Adam,0.1,0.9,0.9995,1e-07,2075.1879918735794,5.084229945850415e-13,293.65,1.0,929.5994239946851,1.002595011010433e-06
Adam,0.0001,0.95,0.9999,1e-06,2092.4866911771196,3.7300416354578174,1000.0,0.0,940.1690730708733,1.6987214638043167
Adam,0.01,0.95,0.9995,1e-07,2075.190629957168,0.004016423547198426,1000.0,0.0,929.6580819394707,0.044820659474979464
Adam,0.001,0.99,0.9995,1e-08,2088.2198332448465,3.5436548610578322,1000.0,0.0,938.1487608342404,1.7179605423335558
Adam,0.021544346900318822,0.95,0.999,1e-06,2075.1879918735794,2.2737367544323206e-13,788.15,1.0,929.5994247755052,9.663593653241234e-07
Adam,0.001,0.99,0.9995,1e-06,2088.2198403380194,3.5436546467444305,1000.0,0.0,938.1487641682419,1.7179603100474319
Adam,0.01,0.95,0.999,1e-08,2075.190412786462,0.003782686025757844,1000.0,0.0,929.6519431999644,0.04351878481300612
Adam,0.0001,0.9,0.9999,1e-07,2092.4865679957243,3.7298782914975264,1000.0,0.0,940.1689757196561,1.6985788852180859
Adam,0.00021544346900318845,0.9,0.999,1e-07,2091.9649427217364,3.700820532161028,1000.0,0.0,939.914429053322,1.6925757037453968
Adam,0.0001,0.95,0.9999,1e-08,2092.486690492985,3.7300415737331747,1000.0,0.0,940.1690726719529,1.698721431881169
Adam,0.1,0.95,0.999,1e-07,2075.1879918735794,3.372496615654956e-13,591.95,1.0,929.5994234573054,1.144549660213477e-06
Adam,0.00046415888336127773,0.95,0.999,1e-06,2090.7976476908343,3.633657980111877,1000.0,0.0,939.3511749249952,1.6940656607711801
Adam,0.1,0.99,0.999,1e-08,2075.1882524475377,0.00012923776673388546,1000.0,0.0,929.6021499089754,0.015350911588905171
Adam,0.021544346900318822,0.9,0.9995,1e-07,2075.1879918735794,0.0,892.0,1.0,929.5994253454859,2.893941542119653e-07
Adam,0.046415888336127774,0.9,0.9999,1e-06,2075.1879918735794,2.033691978340166e-13,378.15,1.0,929.5994250719632,7.866140393228258e-07
Adam,0.021544346900318822,0.99,0.999,1e-07,2075.188727795149,0.000624607513935614,1000.0,0.0,929.5775491837733,0.023971555350281774
Adam,0.046415888336127774,0.95,0.9995,1e-06,2075.1879918735794,3.5224578334304324e-13,613.3,1.0,929.5994242316167,9.721134231849592e-07
Adam,0.021544346900318822,0.95,0.999,1e-07,2075.1879918735794,2.2737367544323206e-13,788.15,1.0,929.5994247756,9.661381611277919e-07
Adam,0.0001,0.99,0.9995,1e-08,2092.4875585925643,3.731270974872743,1000.0,0.0,940.1697797682318,1.6998289166849498
Adam,0.01,0.99,0.9995,1e-06,2075.1939624488778,0.004913187052765894,1000.0,0.0,929.4955451230035,0.0648226095996875
Adam,0.0001,0.99,0.999,1e-06,2092.4877020748563,3.731475970895038,1000.0,0.0,940.1699020280605,1.7000214035837513
Adam,0.00021544346900318845,0.95,0.9999,1e-06,2091.963797574134,3.6999473407901737,1000.0,0.0,939.9138970514457,1.691975157791326
Adam,0.00046415888336127773,0.9,0.9995,1e-06,2090.789011252832,3.631065815944447,1000.0,0.0,939.3487109148931,1.692579277768411
Adam,0.1,0.99,0.9999,1e-06,2075.188282160462,0.00010642297120516117,1000.0,0.0,929.6169558245559,0.013680116513997309
Adam,0.046415888336127774,0.9,0.9999,1e-08,2075.1879918735794,2.033691978340166e-13,378.15,1.0,929.5994250719717,7.865369155996296e-07
Adam,0.021544346900318822,0.9,0.999,1e-08,2075.1879918735794,0.0,862.55,1.0,929.5994253201201,3.1106064996962694e-07
Adam,0.046415888336127774,0.9,0.999,1e-06,2075.1879918735794,4.432328907937046e-13,377.45,1.0,929.5994250115261,6.69442122658215e-07
Adam,0.004641588833612777,0.9,0.9995,1e-07,2077.245549053809,1.9081334551598828,1000.0,0.0,932.0301267364079,1.2051590991080599
Adam,0.00046415888336127773,0.9,0.999,1e-07,2090.7950320663945,3.6323209998743997,1000.0,0.0,939.3507602316101,1.6932576670162134
Adam,0.002154434690031882,0.99,0.9999,1e-08,2083.315150564857,3.390275821120415,1000.0,0.0,935.7634889477422,1.7319732011061382
Adam,0.046415888336127774,0.99,0.9995,1e-06,2075.18840495108,0.0001706508499888485,1000.0,0.0,929.625087652466,0.015627436807812763
Adam,0.046415888336127774,0.99,0.999,1e-08,2075.1883882013035,0.00024243544605938918,1000.0,0.0,929.6179733810479,0.016389678734390623
Adam,0.046415888336127774,0.99,0.9999,1e-06,2075.188422578918,0.00013596087507769148,1000.0,0.0,929.6267570113656,0.014966697424240758
Adam,0.00021544346900318845,0.9,0.999,1e-08,2091.9649425911716,3.700820512184342,1000.0,0.0,939.9144289769217,1.6925756957401743
Adam,0.00021544346900318845,0.95,0.999,1e-06,2091.965398092899,3.7013251691584386,1000.0,0.0,939.9144870554568,1.6929547598993169
Adam,0.0001,0.9,0.9995,1e-07,2092.4867721271457,3.730113100522601,1000.0,0.0,940.1691428129155,1.6987840223678625
Adam,0.00021544346900318845,0.9,0.999,1e-08,2091.9649425911716,3.700820512184342,1000.0,0.0,939.9144289769217,1.6925756957401743
Adam,0.004641588833612777,0.95,0.9999,1e-06,2077.203070723448,1.8846307993422362,1000.0,0.0,931.9975435680341,1.1895106964515922
