function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm
ackley,32,0,gradient_descent,first_order,22.00884085707647,10.81812684565438,639,0.05106544494628906,True,21.969894038051162,10.81812684565438,0.8307959458021504,9.650322300839461e-07
ackley,32,0,sgd,first_order,22.00884085707647,10.818133973558101,1000,0.07776832580566406,False,21.96993175682338,10.818133973558101,0.8307959458021504,0.006895724282776159
ackley,32,0,momentum,first_order,22.00884085707647,10.818126845654326,311,0.029195547103881836,True,21.969894012992253,10.818126845654326,0.8307959458021504,7.633858878141952e-07
ackley,32,0,rmsprop,first_order,22.00884085707647,10.81945834233424,1000,0.10792422294616699,False,21.968679945423094,10.81945834233424,0.8307959458021504,0.0940892204667255
ackley,32,0,adam,first_order,22.00884085707647,10.81812684583253,1000,0.09853768348693848,False,21.969896963960885,10.81812684583253,0.8307959458021504,3.428724915484883e-05
ackley,128,0,gradient_descent,first_order,24.07893055827543,6.689853768018558,1000,0.08207345008850098,False,22.84080939658199,6.689853768018558,0.44846789665990544,0.08764954697322264
ackley,128,0,sgd,first_order,24.07893055827543,6.688621825993856,1000,0.09688925743103027,False,22.840828481579265,6.688621825993856,0.44846789665990544,0.0783056475327038
ackley,128,0,momentum,first_order,24.07893055827543,6.647952798400883,349,0.04308509826660156,True,22.710238482895683,6.647952798400883,0.44846789665990544,8.413353904028529e-07
ackley,128,0,rmsprop,first_order,24.07893055827543,6.649276311335498,1000,0.10370492935180664,False,22.709790999244323,6.649276311335498,0.44846789665990544,0.04678283846207951
ackley,128,0,adam,first_order,24.07893055827543,6.647952808444508,1000,0.09886622428894043,False,22.71030985549613,6.647952808444508,0.44846789665990544,0.000124762195029849
