method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist,rel_improvement_grad
NewtonRaphson,128,0,,7415.066459056465,3.763308082586267,,5023.420921855855,,,,
NewtonRaphson,128,1,,108729816700.20694,242.31646565280818,241.93685936984122,2065896266.6958327,0.08760464837781463,-14663362.747388765,-63.38921829814169,-411251.8690772357
NewtonRaphson,128,2,,21476770765.7675,162.10929930808854,80.93884937538364,612113423.3549101,0.9999999972506982,0.8024757935076458,0.3310017176448947,0.7037056345844914
NewtonRaphson,128,3,,4241953838.6608825,108.8168277173074,54.28674423880008,181363158.69848707,0.9999999837328314,0.8024864219614308,0.32874407463509453,0.7037098815698889
NewtonRaphson,128,4,,837985834.9302319,73.54227511654211,36.99571300329177,53734410.57265716,0.999996014879263,0.8024528632789717,0.32416450047968864,0.7037192616280485
NewtonRaphson,128,5,,165302361.7862925,49.77240186475368,24.869690682343865,15917509.96673957,0.9999989204924835,0.802738477315604,0.3232137327016389,0.7037743636320964
NewtonRaphson,128,6,,32650354.35861599,34.14858085970805,16.648175651262797,4714041.025478392,0.999920055931604,0.8024810171748951,0.3139053053437158,0.7038455741300861
NewtonRaphson,128,7,,6440650.708628183,23.692388880022303,11.044575660763902,1396380.288644647,0.9999993618712946,0.8027387195285193,0.3061969697259958,0.7037827458230618
NewtonRaphson,128,8,,1269919.68160524,16.920368317415313,7.945457323905896,413545.94570089533,0.9999991577001603,0.8028274255109038,0.28583105726063934,0.7038443258875483
NewtonRaphson,128,9,,276311.1221673546,13.4407466893017,7.684752360767873,124074.05262151093,0.986743374778961,0.7824184267952411,0.20564691990375936,0.6999751686327744
NewtonRaphson,128,10,,74025.981165361,10.823293840195305,5.642187770593237,42686.207757259894,0.8575989372852508,0.732091923825906,0.19474013681024008,0.6559618481434263
NewtonRaphson,128,11,,77380.17799424076,9.789373979840787,5.920194395741513,52499.39526484996,0.2251641417585759,-0.045311075599080285,0.09552728361811348,-0.2298912933047111
NewtonRaphson,128,12,,203026.6069778355,10.186742963603503,7.676561609890559,115599.52339994781,0.01141214408060061,-1.6237547165237374,-0.04059186875289635,-1.2019210472190984
NewtonRaphson,128,13,,13376534427.88089,154.3015397475702,155.55644509889055,364406872.73282653,3.47830829912702e-05,-65884.62271220546,-14.147289010715047,-3151.321584164862
NewtonRaphson,128,14,,2646050416.9242396,104.50193595744055,55.43578404003407,107974719.62619773,0.999958736625901,0.8021871486078606,0.3227421053062683,0.7036973567033629
NewtonRaphson,128,15,,848183713.4566584,93.85551093930485,69.82612627002563,44025724.77837981,0.7264325079100644,0.6794529280199489,0.10187777786692453,0.5922589571818816
NewtonRaphson,128,16,,168265573.42024902,160.41107012046348,111.19171672698893,13024090.79820237,0.9991359435506043,0.8016165946708581,-0.7091278766166352,0.7041708940905784
NewtonRaphson,128,17,,33144125.31723794,217.1583088255408,66.80391366062217,3856692.046000249,0.9995856395878396,0.8030249168410738,-0.3537613623702029,0.703880132152291
NewtonRaphson,128,18,,8999548.751123331,155.333242643234,367.1113548393342,1150371.9770532346,0.9929664972259762,0.7284722808345541,0.2847004405066324,0.7017205513605168
NewtonRaphson,128,19,,580983317097.4905,337.72240352758973,372.9712931828254,7719623133.60371,4.284828846849843e-05,-64555.93870484025,-1.1741798328594941,-6709.545186764817
