optimizer,lr,momentum,noise_scale,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
SGD+Momentum,0.00046415888336127773,0.95,0.001,3.484098740668416,0.8629184790916126,1000.0,0.0,2.9964142097091555,0.8425642294141469
SGD+Momentum,0.01,0.9,0.001,3.3192424358245205,0.8113540583478597,1000.0,0.0,2.8360524753965413,0.7880755756991198
SGD+Momentum,0.1,0.8,0.01,3.120143495496548,0.9631210676216124,1000.0,0.0,2.654221975290977,0.9223817320802947
SGD+Momentum,0.0001,0.8,0.1,3.835329188966002,0.7550225885913633,1000.0,0.0,3.0064341932899183,0.8324710430035543
SGD+Momentum,0.00021544346900318845,0.9,0.001,3.5602459329792024,0.8599804865854678,1000.0,0.0,3.069615869096979,0.838945716754061
SGD+Momentum,0.004641588833612777,0.9,0.01,3.484112830601687,0.8629174976216859,1000.0,0.0,2.9962984762422473,0.8425374769796915
SGD+Momentum,0.021544346900318822,0.8,0.1,3.501164602633505,0.8711538918932126,1000.0,0.0,3.0108784952045378,0.8495269939981582
SGD+Momentum,0.01,0.9,0.01,3.3192664088510524,0.8113538728892981,1000.0,0.0,2.836034628332349,0.7880152487823769
SGD+Momentum,0.046415888336127774,0.95,0.1,2.8457286377693065,1.353139494031013,1000.0,0.0,2.4037965731132425,1.2244434489534095
SGD+Momentum,0.00046415888336127773,0.8,0.1,3.5602918667045507,0.859974659891874,1000.0,0.0,3.069496496044544,0.8388561078287726
SGD+Momentum,0.00021544346900318845,0.9,0.01,3.5602464623610595,0.859980461305164,1000.0,0.0,3.0696052634246027,0.838936909828431
SGD+Momentum,0.1,0.99,0.001,1.5426721756062567,1.1505875205188836,1000.0,0.0,1.213765925638707,0.9931520931006693
SGD+Momentum,0.1,0.99,0.01,1.2240323002182447,0.9641733636026031,1000.0,0.0,0.943957985946587,0.8296997463482503
SGD+Momentum,0.002154434690031882,0.9,0.01,3.484104994237376,0.8629176102686459,1000.0,0.0,2.996479486301184,0.8425989612330461
SGD+Momentum,0.0001,0.95,0.01,3.560246431917551,0.8599805662645141,1000.0,0.0,3.069572969500853,0.8388977878374306
SGD+Momentum,0.002154434690031882,0.99,0.1,2.596123065065079,1.4713829363642041,1000.0,0.0,2.200704575630935,1.3188387014709546
