function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm
ackley,2,0,gradient_descent,first_order,3.465979815389949,7.180951647715364,27,0.0012984275817871094,True,3.1277875802560753,7.180951647715364,6.741425449764759,2.5485748686384854e-07
ackley,2,0,sgd,first_order,3.465979815389949,7.18095320224829,1000,0.03710484504699707,False,3.127707053165689,7.18095320224829,6.741425449764759,0.012868065384653701
ackley,2,0,sgd_momentum,first_order,3.465979815389949,2.579929496942406,1000,0.03930234909057617,False,0.9521544892287668,2.579929496942406,6.741425449764759,0.014614405009316387
ackley,2,0,momentum,first_order,3.465979815389949,2.5799275570299263,325,0.012629032135009766,True,0.9521665500808438,2.5799275570299263,6.741425449764759,2.4528556982262093e-06
ackley,2,0,rmsprop,first_order,3.465979815389949,7.180951647715364,57,0.0037970542907714844,True,3.127787577021821,7.180951647715364,6.741425449764759,9.59364447349164e-08
ackley,2,0,adam,first_order,3.465979815389949,7.180951647715913,1000,0.04566621780395508,False,3.1277877156597533,7.180951647715913,6.741425449764759,7.447404028152678e-06
ackley,2,0,trust-exact,second_order,3.465979815389949,7.180951647798622,21,0.010280609130859375,True,3.1277867589141097,7.180951647798622,6.741425449764759,9.356877970306829e-05
ackley,2,0,trust-krylov,second_order,3.465979815389949,7.18095164780871,19,0.010753631591796875,True,3.1277867108746795,7.18095164780871,6.741425449764759,9.907532334026714e-05
rastrigin,2,0,gradient_descent,first_order,4.582057310520471,30.69228548229877,1000,0.019946813583374023,False,4.060588379436602,30.69228548229877,47.07015843474955,57.56684858429471
rastrigin,2,0,sgd,first_order,4.582057310520471,34.34839115398438,1000,0.025742292404174805,False,3.9921395962370987,34.34839115398438,47.07015843474955,35.931601022323854
rastrigin,2,0,sgd_momentum,first_order,4.582057310520471,12.338650962255343,1000,0.025029659271240234,False,3.048409775675993,12.338650962255343,47.07015843474955,41.72925711783348
rastrigin,2,0,momentum,first_order,4.582057310520471,20.187745391417458,1000,0.023217201232910156,False,4.111905341629444,20.187745391417458,47.07015843474955,40.53486641300586
rastrigin,2,0,rmsprop,first_order,4.582057310520471,17.919096256717573,1000,0.0273129940032959,False,4.21414179468565,17.919096256717573,47.07015843474955,2.7925899689466958
rastrigin,2,0,adam,first_order,4.582057310520471,17.90920282687115,1000,0.03265237808227539,False,4.221252920548462,17.90920282687115,47.07015843474955,0.01648278018593885
rastrigin,2,0,trust-exact,second_order,4.582057310520471,17.909202482975452,6,0.0037293434143066406,True,4.221223474260563,17.909202482975452,47.07015843474955,3.358591358537666e-05
rastrigin,2,0,trust-krylov,second_order,4.582057310520471,17.909202482974017,6,0.003789186477661133,True,4.221223414170608,17.909202482974017,47.07015843474955,1.4258402582398606e-08
schwefel,2,0,gradient_descent,first_order,4.83474326533506,830.4372784097023,1000,0.018347978591918945,False,,,0.9749145444568683,0.5332391382841221
schwefel,2,0,sgd,first_order,4.83474326533506,830.4299365634621,1000,0.021017789840698242,False,,,0.9749145444568683,0.5279912573094045
schwefel,2,0,sgd_momentum,first_order,4.83474326533506,830.0751993528853,1000,0.022621870040893555,False,,,0.9749145444568683,0.0014501109702912134
schwefel,2,0,momentum,first_order,4.83474326533506,830.0751967494313,293,0.0065615177154541016,True,,,0.9749145444568683,7.42414890402208e-08
schwefel,2,0,rmsprop,first_order,4.83474326533506,830.0752068349685,1000,0.021457433700561523,False,,,0.9749145444568683,0.0028541534218946263
schwefel,2,0,adam,first_order,4.83474326533506,835.0756571502586,1000,0.02667713165283203,False,,,0.9749145444568683,0.6373914768407515
schwefel,2,0,trust-exact,second_order,4.83474326533506,830.0751967617744,69,0.029051780700683594,True,,,0.9749145444568683,9.984802508075847e-05
schwefel,2,0,trust-krylov,second_order,4.83474326533506,834.0204983911234,400,0.11597776412963867,False,,,0.9749145444568683,0.0002703190421548831
