function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm
ackley,2,0,gradient_descent,first_order,4.546446289356199,8.813151774046892,33,0.0015871524810791016,True,4.093138041660888,8.813151774046892,2.6035213512500888,2.4027980769623887e-07
ackley,2,0,sgd,first_order,4.546446289356199,8.81315262164792,1000,0.03537249565124512,False,4.093008046374134,8.81315262164792,2.6035213512500888,0.009398109492326534
ackley,2,0,sgd_momentum,first_order,4.546446289356199,2.579928025906032,1000,0.03844928741455078,False,0.9521475697452556,2.579928025906032,2.6035213512500888,0.007176676328266463
ackley,2,0,momentum,first_order,4.546446289356199,2.5799275570299227,331,0.014089107513427734,True,0.9521665489238703,2.5799275570299227,2.6035213512500888,2.461853551909412e-06
ackley,2,0,rmsprop,first_order,4.546446289356199,8.814476148085548,1000,0.041773319244384766,False,4.0894662614562485,8.814476148085548,2.6035213512500888,0.37241129009633017
ackley,2,0,adam,first_order,4.546446289356199,8.813151774090606,1000,0.05016279220581055,False,4.093139307111837,8.813151774090606,2.6035213512500888,6.692495640020892e-05
ackley,2,0,trust-exact,second_order,4.546446289356199,8.813151774104396,25,0.012200117111206055,True,4.093136753173022,8.813151774104396,2.6035213512500888,7.730791203606505e-05
ackley,2,0,trust-krylov,second_order,4.546446289356199,8.813151774093654,17,0.010228872299194336,True,4.093136879255041,8.813151774093654,2.6035213512500888,6.971612002453917e-05
rastrigin,2,0,gradient_descent,first_order,3.302976036287715,35.387172876466096,1000,0.02580857276916504,False,3.79985322884561,35.387172876466096,45.36711817485485,80.69266846817733
rastrigin,2,0,sgd,first_order,3.302976036287715,33.53550505271321,1000,0.0296785831451416,False,3.17104361403083,33.53550505271321,45.36711817485485,57.29335197864446
rastrigin,2,0,sgd_momentum,first_order,3.302976036287715,12.360545702627098,1000,0.027878999710083008,False,3.0477013204410324,12.360545702627098,45.36711817485485,41.90348400191487
rastrigin,2,0,momentum,first_order,3.302976036287715,35.10545766687022,1000,0.021519899368286133,False,5.784912647453096,35.10545766687022,45.36711817485485,30.507885635045483
rastrigin,2,0,rmsprop,first_order,3.302976036287715,12.934432432041097,69,0.0020759105682373047,True,3.5873547709329014,12.934432432041097,45.36711817485485,8.970894160853517e-08
rastrigin,2,0,adam,first_order,3.302976036287715,12.93443243242795,1000,0.03488564491271973,False,3.5873536066248497,12.93443243242795,45.36711817485485,0.0005528208395793044
rastrigin,2,0,trust-exact,second_order,3.302976036287715,12.934432432041099,7,0.002802133560180664,True,3.5873547711774143,12.934432432041099,45.36711817485485,2.636862639349192e-08
rastrigin,2,0,trust-krylov,second_order,3.302976036287715,12.93443243204111,7,0.0031223297119140625,True,3.587354778715567,12.93443243204111,45.36711817485485,3.016504658727031e-06
schwefel,2,0,gradient_descent,first_order,2.975394073107736,830.4306942076992,1000,0.019724607467651367,False,,,1.4032670750827907,0.5285649310629034
schwefel,2,0,sgd,first_order,2.975394073107736,830.4702039191392,1000,0.0266726016998291,False,,,1.4032670750827907,0.5560950688612775
schwefel,2,0,sgd_momentum,first_order,2.975394073107736,830.0751976654083,1000,0.025081396102905273,False,,,1.4032670750827907,0.0008601382858170891
schwefel,2,0,momentum,first_order,2.975394073107736,830.0751967494315,293,0.0064334869384765625,True,,,1.4032670750827907,3.478352630650655e-07
schwefel,2,0,rmsprop,first_order,2.975394073107736,830.0752068443123,1000,0.022901535034179688,False,,,1.4032670750827907,0.0028555059344307476
schwefel,2,0,adam,first_order,2.975394073107736,835.9682085309432,1000,0.028493881225585938,False,,,1.4032670750827907,1.0359311571036933
schwefel,2,0,trust-exact,second_order,2.975394073107736,830.0751967617592,82,0.04292559623718262,True,,,1.4032670750827907,9.978701811159286e-05
schwefel,2,0,trust-krylov,second_order,2.975394073107736,834.0204983910405,400,0.12330746650695801,False,,,1.4032670750827907,0.00027019697413091206
sphere,2,0,gradient_descent,first_order,2.5549004881843067,2.36099974129967e-13,766,0.011443376541137695,True,4.859011979095823e-07,2.36099974129967e-13,5.109800976368613,9.718023958191646e-07
sphere,2,0,sgd,first_order,2.5549004881843067,7.767876033620581e-07,1000,0.013798713684082031,False,0.0008813555487781638,7.767876033620581e-07,5.109800976368613,0.0017627110975563275
sphere,2,0,sgd_momentum,first_order,2.5549004881843067,2.8530486594222273e-06,1000,0.015245437622070312,False,0.001689096995267657,2.8530486594222273e-06,5.109800976368613,0.003378193990535314
sphere,2,0,momentum,first_order,2.5549004881843067,8.526457503119157e-13,247,0.004272937774658203,True,9.233881904767441e-07,8.526457503119157e-13,5.109800976368613,1.8467763809534882e-06
sphere,2,0,rmsprop,first_order,2.5549004881843067,1.857497860230899e-14,239,0.005099058151245117,True,1.3629005320385266e-07,1.857497860230899e-14,5.109800976368613,2.725801064077053e-07
sphere,2,0,adam,first_order,2.5549004881843067,1.7696792576422489,1000,0.021129608154296875,False,1.330292921744023,1.7696792576422489,5.109800976368613,2.660585843488046
sphere,2,0,trust-exact,second_order,2.5549004881843067,9.860761315262648e-32,2,0.002537250518798828,True,3.1401849173675503e-16,9.860761315262648e-32,5.109800976368613,6.280369834735101e-16
sphere,2,0,trust-krylov,second_order,2.5549004881843067,0.0,2,0.0016543865203857422,True,0.0,0.0,5.109800976368613,0.0
sum_squares,2,0,gradient_descent,first_order,3.2392140763766117,2.330415893481854e-13,726,0.01670551300048828,True,,,12.349958900882376,9.654876267431271e-07
sum_squares,2,0,sgd,first_order,3.2392140763766117,6.990361845819469e-07,1000,0.01879286766052246,False,,,12.349958900882376,0.001741618644000487
sum_squares,2,0,sgd_momentum,first_order,3.2392140763766117,1.0512595391824722e-06,1000,0.024908781051635742,False,,,12.349958900882376,0.0028972947705629424
sum_squares,2,0,momentum,first_order,3.2392140763766117,1.3358810588777116e-15,293,0.006049633026123047,True,,,12.349958900882376,9.205028766804941e-08
sum_squares,2,0,rmsprop,first_order,3.2392140763766117,7.499990000005241e-05,1000,0.02068305015563965,False,,,12.349958900882376,0.02236066635859315
sum_squares,2,0,adam,first_order,3.2392140763766117,9.039867150987439,1000,0.024042844772338867,False,,,12.349958900882376,8.47420130382309
sum_squares,2,0,trust-exact,second_order,3.2392140763766117,1.925929944387236e-34,3,0.004192352294921875,True,,,12.349958900882376,2.7755575615628914e-17
sum_squares,2,0,trust-krylov,second_order,3.2392140763766117,0.0,5,0.002732515335083008,True,,,12.349958900882376,0.0
rosenbrock,2,0,gradient_descent,first_order,2.681203591841823,,1000,0.020559310913085938,False,,,1548.8051287006022,
rosenbrock,2,0,sgd,first_order,2.681203591841823,,1000,0.021187305450439453,False,,,1548.8051287006022,
rosenbrock,2,0,sgd_momentum,first_order,2.681203591841823,,1000,0.024500131607055664,False,,,1548.8051287006022,
rosenbrock,2,0,momentum,first_order,2.681203591841823,,1000,0.020908355712890625,False,,,1548.8051287006022,
rosenbrock,2,0,rmsprop,first_order,2.681203591841823,0.037261941197791824,1000,0.031180143356323242,False,0.2916150817255062,0.037261941197791824,1548.8051287006022,5.429285605047031
rosenbrock,2,0,adam,first_order,2.681203591841823,307.5054073652243,1000,0.05616569519042969,False,2.7178631213802418,307.5054073652243,1548.8051287006022,423.1780466617552
rosenbrock,2,0,trust-exact,second_order,2.681203591841823,0.09938761466403981,400,0.08014130592346191,False,0.6182793567606575,0.09938761466403981,1548.8051287006022,0.3902025218901909
rosenbrock,2,0,trust-krylov,second_order,2.681203591841823,0.09988184785075177,400,0.10964202880859375,False,0.6196555166232965,0.09988184785075177,1548.8051287006022,0.3724776743429511
michalewicz,2,0,gradient_descent,first_order,4.444196076265545,1.9692229254179387e-17,1,0.00020933151245117188,True,,,1.4954967766691273e-14,1.4954967766691273e-14
michalewicz,2,0,sgd,first_order,4.444196076265545,2.2865932509060736e-16,1000,0.04293656349182129,False,,,1.4954967766691273e-14,1.5301035462310103e-13
michalewicz,2,0,sgd_momentum,first_order,4.444196076265545,9.427473322291583e-20,1000,0.054334402084350586,False,,,1.4954967766691273e-14,9.408737056033455e-17
michalewicz,2,0,momentum,first_order,4.444196076265545,1.9692229254179387e-17,1,0.00023508071899414062,True,,,1.4954967766691273e-14,1.4954967766691273e-14
michalewicz,2,0,rmsprop,first_order,4.444196076265545,1.9692452906339302e-17,1,0.0006766319274902344,True,,,1.4954967766691273e-14,1.4955128879605424e-14
michalewicz,2,0,adam,first_order,4.444196076265545,1.969225161926097e-17,1,0.0003800392150878906,True,,,1.4954967766691273e-14,1.495498387789011e-14
michalewicz,2,0,trust-exact,second_order,4.444196076265545,1.9692229254179387e-17,0,0.002039194107055664,True,,,1.4954967766691273e-14,1.4954967766691273e-14
michalewicz,2,0,trust-krylov,second_order,4.444196076265545,1.9692229254179387e-17,0,0.0018732547760009766,True,,,1.4954967766691273e-14,1.4954967766691273e-14
