optimizer,lr,momentum,noise_scale,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
SGD+Momentum,0.01,0.9,0.1,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.99,0.01,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.99,0.01,,,1000.0,0.0,,
SGD+Momentum,0.01,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.001,0.95,0.1,,,1000.0,0.0,,
SGD+Momentum,0.00021544346900318845,0.95,0.001,0.20005659177537174,0.8564309615881454,1000.0,0.0,0.2079155587422402,0.41353589834302557
SGD+Momentum,0.001,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.95,0.001,,,1000.0,0.0,,
SGD+Momentum,0.1,0.9,0.001,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.8,0.001,,,1000.0,0.0,,
SGD+Momentum,0.0001,0.99,0.01,0.7190918677725137,1.6144475365882942,1000.0,0.0,0.8469209775969345,2.054077973910769
SGD+Momentum,0.021544346900318822,0.95,0.001,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.99,0.001,,,1000.0,0.0,,
SGD+Momentum,0.1,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.8,0.001,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.99,0.01,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.8,0.01,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.01,0.95,0.001,,,1000.0,0.0,,
SGD+Momentum,0.1,0.9,0.001,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.99,0.001,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.9,0.1,,,1000.0,0.0,,
SGD+Momentum,0.001,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.00021544346900318845,0.9,0.01,0.44313971510188094,1.1671146405266475,1000.0,0.0,0.5735332826885756,0.5035182932223238
SGD+Momentum,0.021544346900318822,0.8,0.001,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.99,0.001,,,1000.0,0.0,,
SGD+Momentum,0.004641588833612777,0.8,0.01,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.95,0.1,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.8,0.01,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.9,0.1,,,1000.0,0.0,,
SGD+Momentum,0.0001,0.99,0.01,0.6181089882349323,1.7276251169057475,1000.0,0.0,0.7906359037239017,2.395792201626574
SGD+Momentum,0.001,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.9,0.1,,,1000.0,0.0,,
SGD+Momentum,0.01,0.95,0.001,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.95,0.001,,,1000.0,0.0,,
SGD+Momentum,0.004641588833612777,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.0001,0.95,0.1,0.26454676173217057,0.8437899924085719,1000.0,0.0,0.5540860253353107,0.3511357398232886
SGD+Momentum,0.01,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.1,0.9,0.1,,,1000.0,0.0,,
SGD+Momentum,0.1,0.99,0.001,,,1000.0,0.0,,
SGD+Momentum,0.01,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.001,0.9,0.001,,,1000.0,0.0,,
SGD+Momentum,0.1,0.9,0.001,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.99,0.001,,,1000.0,0.0,,
SGD+Momentum,0.00021544346900318845,0.8,0.001,0.709952531944455,1.237504243598053,1000.0,0.0,0.9442124124498339,0.5093553682256959
SGD+Momentum,0.021544346900318822,0.99,0.01,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.8,0.01,,,1000.0,0.0,,
SGD+Momentum,0.00021544346900318845,0.95,0.1,0.20005307378779097,0.8564495561928808,1000.0,0.0,0.20734994422456837,0.41361788122469056
SGD+Momentum,0.01,0.8,0.001,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.8,0.001,,,1000.0,0.0,,
SGD+Momentum,0.1,0.99,0.001,,,1000.0,0.0,,
SGD+Momentum,0.0001,0.9,0.1,1.0652935043994902,1.5848192186755468,1000.0,0.0,1.1054746565842106,0.5793429500222188
SGD+Momentum,0.00046415888336127773,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.0001,0.95,0.001,0.26497715121044474,0.8436149125887282,1000.0,0.0,0.5550886190065403,0.35106817228059917
SGD+Momentum,0.046415888336127774,0.8,0.001,,,1000.0,0.0,,
SGD+Momentum,0.01,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.01,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.1,0.99,0.01,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.99,0.01,,,1000.0,0.0,,
SGD+Momentum,0.1,0.8,0.01,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.9,0.1,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.01,0.9,0.01,,,1000.0,0.0,,
SGD+Momentum,0.00046415888336127773,0.8,0.1,0.42228703745111973,1.1742359474778057,1000.0,0.0,0.49983418217452674,0.519032082137002
SGD+Momentum,0.1,0.95,0.1,,,1000.0,0.0,,
SGD+Momentum,0.01,0.9,0.01,,,1000.0,0.0,,
SGD+Momentum,0.01,0.9,0.01,,,1000.0,0.0,,
SGD+Momentum,0.021544346900318822,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.004641588833612777,0.8,0.1,,,1000.0,0.0,,
SGD+Momentum,0.001,0.9,0.1,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.99,0.01,,,1000.0,0.0,,
SGD+Momentum,0.021544346900318822,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.021544346900318822,0.8,0.001,,,1000.0,0.0,,
SGD+Momentum,0.0001,0.9,0.001,0.8923954632143344,1.3582613370210903,1000.0,0.0,1.0597002084158893,0.5105498952388067
SGD+Momentum,0.01,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.046415888336127774,0.99,0.1,,,1000.0,0.0,,
SGD+Momentum,0.002154434690031882,0.99,0.01,,,1000.0,0.0,,
