method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist,rel_improvement_grad
NewtonRaphson,128,0,,7729.35929347627,3.6334672938822234,,5394.295569710864,,,,
NewtonRaphson,128,1,,131897.15681248947,12.491276401842152,11.850231311806246,64377.318533459016,0.10204380624849058,-16.06443597774181,-2.437839229452838,-10.934332796841844
NewtonRaphson,128,2,,4526192067.888149,106.21484847524762,105.66392558515429,194120335.28013957,0.012049880087963212,-34315.07001447934,-7.503122103645355,-3014.35291780208
NewtonRaphson,128,3,,165031086163.44244,262.33093354858363,254.25052679793555,2832509081.257545,0.020327723821162685,-35.46135287414866,-1.4698141297044491,-13.591511379628958
NewtonRaphson,128,4,,32598511561.157146,179.74686137023275,95.56408031771842,839261087.4845387,0.9999999991119792,0.8024704780233195,0.3148087458128773,0.7037040082102992
NewtonRaphson,128,5,,6439917493.161666,198.82753656280724,133.85574754238291,248670038.39460307,0.9999974631658501,0.8024474988350336,-0.1061530368158872,0.7037036005804519
NewtonRaphson,128,6,,1272062219.5796566,261.35024042263757,97.24254810026672,73679621.47935238,0.9999970252560401,0.8024722799740187,-0.31445696577385374,0.7037052716321475
NewtonRaphson,128,7,,251265020.25127554,208.15430553429076,54.52043042735999,21830964.36965094,0.9999998156554784,0.802474268645205,0.2035427050012352,0.7037041731305752
NewtonRaphson,128,8,,49631464.543469734,205.9973716969021,17.651978830797574,6468406.600394431,0.999999715075632,0.8024736412022804,0.010362186993212766,0.7037049536214394
NewtonRaphson,128,9,,11375046.665689537,118.70278570831314,318.64845695382684,1923019.0821772725,0.9966296910496628,0.7708097721813811,0.42376553287792135,0.7027059056460657
NewtonRaphson,128,10,,1944349.237474053,20.2124480666596,124.80279339953317,567925.7397333111,0.9966018454341595,0.8290689001444911,0.8297222095837969,0.7046697326111311
NewtonRaphson,128,11,,83441690.54330842,47.0512962041914,45.66085744160466,8058663.345738279,0.02114627403416028,-41.91497069307845,-1.327837580535454,-13.189642733084256
NewtonRaphson,128,12,,23468459.09936781,36.37432631413891,24.33898698232858,2927844.3435129137,0.8150323797320249,0.7187442039278067,0.22692190760732686,0.6366836263161103
NewtonRaphson,128,13,,5619338.353529888,29.331917700523775,19.104425636318624,916956.5622073248,0.9447748175511645,0.7605578478869428,0.1936093208378601,0.6868151258659012
NewtonRaphson,128,14,,8006567.358658338,62.043332611968815,62.170443901744825,1401185.3761080068,0.18199648797938225,-0.42482385913438886,-1.115215692523947,-0.5280826092078257
NewtonRaphson,128,15,,458565.56702955137,184.249458309059,238.6406200660746,146342.12254402894,0.380940267572902,0.9427263212200848,-1.9696899014337494,0.8955583429292452
NewtonRaphson,128,16,,12398773.94518117,325.4484731322571,508.4682733989368,730554.1866279826,0.031935910736526414,-26.038170409297557,-0.7663469739289636,-3.9920977906288457
NewtonRaphson,128,17,,17311.997567382503,27.912217380039028,350.93234805575986,12615.44296420369,0.06674998211928938,0.9986037331074892,0.9142346033723873,0.9827316806951272
NewtonRaphson,128,18,,47781198.75281463,247.101165976683,273.0399865513842,5835546.148461291,-0.007665806589787668,-2759.0049368559917,-7.852795985796292,-461.57164056939166
NewtonRaphson,128,19,,490601.0506682593,444.4854788471503,689.7699330976907,154300.70590732968,0.03283877506110128,0.9897323410991365,-0.7987996013304645,0.9735584807348296
NewtonRaphson,128,20,,31106881.432837594,551.772368012314,995.6290131509155,572425.1870570509,0.04772163225670303,-62.40565596112396,-0.2413732152587543,-2.7098027756324035
NewtonRaphson,128,21,,17250.22948917779,10.828335314774138,556.9675741143632,13398.696767552463,0.0819713879013965,0.9994454529449883,0.9803753577697598,0.9765931040937634
NewtonRaphson,128,22,,7750.728601108883,20.082017462160284,13.023986423162157,13050.307370286426,0.30340400187441474,0.5506883774519389,-0.8545803097508864,0.026001737580159993
NewtonRaphson,128,23,,1110.9503133247827,25.580343217598273,6.593669257794155,1139.4027179876034,0.3048931271405749,0.8566650478297174,-0.2737934953895074,0.9126915032988533
NewtonRaphson,128,24,,1040904.7957604986,76.74211503807717,100.79920645344966,204171.15029995498,-0.011054756616607254,-935.9499097086923,-2.000042430442513,-178.19138428997178
NewtonRaphson,128,25,,13165.760517786719,25.55158594009168,99.68940083597,10544.177514214753,0.22713380110240763,0.9873516189267169,0.6670461072461484,0.948356183041904
NewtonRaphson,128,26,,65501.112356641635,26.590873026691277,49.64379627447316,7421.778522652718,0.3626246829393235,-3.9751104213198123,-0.040674073579476125,0.2961254196785558
NewtonRaphson,128,27,,11378.137772469117,6.937301917324457,24.987374310552973,13197.296853997752,-0.08189539657377727,0.8262909229614723,0.7391096595301342,-0.7781852171574541
NewtonRaphson,128,28,,69959.4422005208,7.628532206363814,5.447971149403944,53252.97736673852,0.012153934430794702,-5.148584557465701,-0.09963964337679382,-3.03514279900486
NewtonRaphson,128,29,,2713865.926122315,16.322537797024047,15.313310812922195,709982.1881439919,-0.057395661337410406,-37.79198919773709,-1.1396695138034008,-12.332253392228964
NewtonRaphson,128,30,,14161896467.199793,109.4635800500982,109.64903419317085,519193811.7663373,-0.030829430154434147,-5217.34786710886,-5.7062843665190215,-730.2772354523341
NewtonRaphson,128,31,,211739033005790.44,1230.0590979425506,1228.1040414890392,701770352050.836,0.00020321791729350537,-14950.319090363131,-10.237153922606856,-1350.6539221901728
NewtonRaphson,128,32,,7208625216796318.0,3102.208661696171,3020.2379561609014,9839039438859.416,0.021133040821080633,-33.04485755160308,-1.5219996883768088,-13.02031221482363
NewtonRaphson,128,33,,6.053597638013084e+16,5600.5341639963935,5306.833519412564,47590681415538.016,0.06125581375764963,-7.397714482239992,-0.8053376722035945,-3.8369235341793626
NewtonRaphson,128,34,,2.0825453901751552e+17,8279.4166600437,7622.238484790664,113725853038966.31,0.12398686893411177,-2.440178080383105,-0.47832624846193716,-1.3896664148590157
NewtonRaphson,128,35,,5995991793071511.0,37803993.07423192,37803610.746059716,9542541320553.195,-0.609204501815933,0.9712083500251237,-4565.021330545332,0.9160917147195757
NewtonRaphson,128,36,,1004448886855304.0,41089382.651421055,3285389.859507272,1903462241957.5718,0.5326788905649054,0.8324799430152715,-0.08690588771238904,0.8005287922769796
NewtonRaphson,128,37,,200074499994508.75,39975591.13939323,1113791.7350874546,675586704894.2606,0.9051495933898759,0.8008116663647311,0.027106552597214614,0.6450748063174244
NewtonRaphson,128,38,,42579233939619.1,38590063.52499273,1385527.6941647248,503797384055.9317,0.8056170948990755,0.7871831045896017,0.034659340235125694,0.25428167782729905
NewtonRaphson,128,39,,13661523324412.875,36845228.90360752,1744834.652599768,600359595561.0137,0.9684839978116596,0.6791505609568728,0.04521460868430996,-0.19166874335012746
NewtonRaphson,128,40,,10669078637145.033,34737422.506199665,2107806.4147010827,717836615765.9886,0.9981292032687973,0.2190418020163536,0.057207037658041984,-0.19567775891913092
NewtonRaphson,128,41,,35456873693352.77,30961266.741983347,3776155.782971623,1332607399799.8625,0.999857999240525,-2.323330429856197,0.10870569811396859,-0.8564216014223023
NewtonRaphson,128,42,,341900780706.8434,25439949.19816224,5521317.564733735,108681083749.35265,0.9999666652611177,0.9903572778676496,0.17832983352500317,0.9184447844386315
NewtonRaphson,128,43,,1180876839538.0676,26926245.92770678,1486296.7379850415,225156325362.6574,0.9999520421791944,-2.453858271679669,-0.058423730250684286,-1.071715864390233
NewtonRaphson,128,44,,9971760819042.703,30402252.820267938,3476006.906697186,700023720334.3903,0.9999989987576311,-7.444369882758841,-0.12909363235757967,-2.109056426493317
NewtonRaphson,128,45,,4106435820549.659,22332913.357032087,8069339.50174264,384780756862.26807,0.9999999975598065,0.5881935101463975,0.2654191290013993,0.4503318306435896
NewtonRaphson,128,46,,147011055628.14093,19585770.11053428,2747143.260323543,67793590021.95508,-0.9999999875957636,0.964199840919841,0.1230087271902122,0.823812420936056
NewtonRaphson,128,47,,67954677239.21127,19102314.691462148,483455.42242995393,45533254616.204025,0.9999999984894881,0.5377580485436406,0.02468401376834829,0.32835457450390226
NewtonRaphson,128,48,,34954607350.39763,18764885.063049123,337429.63078926847,32369957309.35737,0.9999999996992401,0.48561881579759625,0.017664331986104318,0.28909194868231985
NewtonRaphson,128,49,,23295590448.77385,18491041.860852577,273843.2041074691,26231492805.992702,0.9999999999380238,0.3335473571409221,0.014593385532415773,0.1896346184426442
NewtonRaphson,128,50,,16983060973.260145,18258781.287732087,232260.57474405188,22254336057.446762,0.9999999999910798,0.2709752942040566,0.012560707766943574,0.15161762915899857
NewtonRaphson,128,51,,12296877846.701468,18062826.967924595,195954.32118934262,18832055605.993553,0.9999999999987531,0.2759327740704152,0.010732059096362153,0.15378038880238995
NewtonRaphson,128,52,,9565553476.464334,17890633.176785003,172193.7923567845,16527334622.335804,0.9999999999997097,0.22211527220869218,0.009533047703184437,0.12238286843865526
NewtonRaphson,128,53,,7531175517.008787,17738497.45983672,152135.7180388383,14599289062.14966,0.9999999999998394,0.2126774958146493,0.008503651907954506,0.11665798534631797
NewtonRaphson,128,54,,6081921905.093709,17602219.4428427,136278.0179703416,13065884397.637201,0.9999999999998932,0.19243391800416956,0.00768261332745802,0.10503283125532374
NewtonRaphson,128,55,,5074027312.388361,17478055.979798503,124163.46393918073,11889004477.998117,0.999999999999911,0.16571975247844267,0.007053852694393201,0.09007273322056236
NewtonRaphson,128,56,,4408139871.918551,17362475.09068165,115580.88995231438,11042154906.940802,0.9999999999999212,0.1312345006192673,0.006612914459734209,0.07122964522593142
NewtonRaphson,128,57,,3794795351.148615,17255489.770736333,106985.32072680062,10210594787.800943,0.9999999999999274,0.13913907874774198,0.006161870320132826,0.07530777517141712
NewtonRaphson,128,58,,3108590903.2320137,17159038.74357759,96451.0278673625,9211200176.810188,0.9999999999999434,0.1808277876457553,0.005589585021360355,0.09787819728041473
NewtonRaphson,128,59,,2724356307.9959354,17068790.522583745,90248.22165767539,8597311779.471058,0.9999999999999495,0.12360410462392722,0.0052595149613274056,0.06664586433423035
NewtonRaphson,128,60,,2338648119.229828,16985367.24039752,83423.28280384046,7942108145.382707,0.9999999999999559,0.14157773255798486,0.004887474720358631,0.07621029118111872
NewtonRaphson,128,61,,2076851954.9065769,16906825.023853388,78542.21713102522,7463816675.621586,0.9999999999999597,0.11194337539307396,0.004624110590751908,0.06022223079890753
NewtonRaphson,128,62,,1824028465.1312768,16833387.327545162,73437.69686023053,6975798050.064746,0.9999999999999648,0.12173399706127479,0.004343671635840207,0.06538459433908829
