function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,computation_error
rastrigin,2,0,gradient_descent,dimension,2.5201981085984313,27.072702171728174,1000,0.1365981101989746,False,1.8963332466791545,27.072702171728174,71.22228840905899,78.70000982366771,False
rastrigin,2,1,sgd,dimension,2.5201981085984313,22.4271659351624,1000,0.15564894676208496,False,2.516088551382101,22.4271659351624,71.22228840905899,63.12933738270797,False
rastrigin,2,2,sgd_momentum,dimension,2.5201981085984313,46.571914579041945,1000,0.147841215133667,False,6.586245266308308,46.571914579041945,71.22228840905899,35.9775911564988,False
rastrigin,2,3,momentum,dimension,2.5201981085984313,68.66995311769487,1000,0.14667010307312012,False,7.885266951767267,68.66995311769487,71.22228840905899,49.50833843408036,False
rastrigin,2,4,rmsprop,dimension,2.5201981085984313,4.97479024764738,72,0.0127716064453125,True,2.2247906395427437,4.97479024764738,71.22228840905899,1.288592565984474e-07,False
rastrigin,2,5,adam,dimension,2.5201981085984313,4.974790393706135,1000,0.15262842178344727,False,2.224814853111108,4.974790393706135,71.22228840905899,0.01075531809310629,False
rastrigin,2,6,trust-exact,dimension,2.5201981085984313,4.974790247647379,7,0.0040318965911865234,True,2.2247906396531643,4.974790247647379,71.22228840905899,1.777321618020769e-07,False
rastrigin,2,7,trust-krylov,dimension,2.5201981085984313,4.97479024764764,7,0.003923892974853516,True,2.224790675343006,4.97479024764764,71.22228840905899,1.4427292211643138e-05,False
rastrigin,2,8,gradient_descent,dimension,2.928989444327549,14.075767197144444,1000,0.13929247856140137,False,3.202947793219697,14.075767197144444,50.61216434927333,51.67693032506849,False
rastrigin,2,9,sgd,dimension,2.928989444327549,23.747285346691736,1000,0.14801502227783203,False,3.1973365679464125,23.747285346691736,50.61216434927333,76.98389619869556,False
rastrigin,2,10,sgd_momentum,dimension,2.928989444327549,77.36505058902367,1000,0.14864325523376465,False,8.28270669021613,77.36505058902367,50.61216434927333,83.36626010812569,False
rastrigin,2,11,momentum,dimension,2.928989444327549,153.35894436895998,1000,0.1488170623779297,False,12.286937414307271,153.35894436895998,50.61216434927333,28.662478915129235,False
rastrigin,2,12,rmsprop,dimension,2.928989444327549,9.959441183416937,1000,0.15459632873535156,False,3.1526345840128895,9.959441183416937,50.61216434927333,2.79821419818375,False
rastrigin,2,13,adam,dimension,2.928989444327549,9.949560306669547,1000,0.15974688529968262,False,3.1463142781686133,9.949560306669547,50.61216434927333,0.0025330136629664324,False
rastrigin,2,14,trust-exact,dimension,2.928989444327549,9.949560298580305,6,0.006631612777709961,True,3.1463162991416866,9.949560298580305,50.61216434927333,1.510229517220911e-06,False
rastrigin,2,15,trust-krylov,dimension,2.928989444327549,9.949560298580431,6,0.006973981857299805,True,3.146316272493819,9.949560298580431,50.61216434927333,1.0090921953394244e-05,False
