iteration,timestamp,function_value,gradient_norm,x1,x2
0,9.059906005859375e-05,19.70512895952124,12.349958900882376,-1.1313207792980426,-3.0352299957210582
1,0.00016617774963378906,18.21043637479107,12.345468720125798,-1.1086354390860889,-2.9138774715139846
2,0.00021529197692871094,16.8303915326474,11.86490665816098,-1.086609923498845,-2.7972906898283947
3,0.001360177993774414,15.557346904903449,11.392369603435734,-1.064921058296596,-2.6854506180993076
4,0.001394510269165039,14.382701221067443,10.940901688141901,-1.043512122770342,-2.578156673933799
5,0.0014426708221435547,13.29654155118185,10.52964401321404,-1.0225824031195365,-2.474961290607605
6,0.0014712810516357422,12.297008696388003,10.084762061043882,-1.0021873578255351,-2.376197508226397
7,0.0014944076538085938,11.372526705522445,9.707026471974402,-0.9821116731861497,-2.281225916794953
8,0.0015137195587158203,10.518714315514895,9.329819514234647,-0.9625205380382197,-2.190007822973415
9,0.0015327930450439453,9.728222829192205,8.989597895267654,-0.9432290217422516,-2.102206203222624
10,0.0015501976013183594,8.99915947637683,8.628551254489922,-0.9242583112743278,-2.018031968331666
11,0.0015676021575927734,8.326917613474123,8.279235902433927,-0.9057922619786297,-1.9373252168407038
12,0.0015842914581298828,7.707147333580679,7.942223224872273,-0.8877541647057342,-1.8599784779169224
13,0.0016014575958251953,7.133245643844079,7.652092857734196,-0.8699692203705041,-1.7855530234988846
14,0.0016214847564697266,6.604470808923414,7.335382092034881,-0.8524514835084605,-1.7143216263565653
15,0.0016384124755859375,6.114024268139702,7.078648295535199,-0.83548650923893,-1.6455981528033279
16,0.0016560554504394531,5.662402775855889,6.781507533747237,-0.8188835901778196,-1.5798468978976055
17,0.0016734600067138672,5.245043334673328,6.519290070089892,-0.8024537235077654,-1.5167582794074095
18,0.0016894340515136719,4.8593519377533765,6.266869942235477,-0.7864767697203019,-1.4561604012682972
19,0.001705169677734375,4.501673385506185,6.045384276907929,-0.7705563693197097,-1.3978405250970176
20,0.0017209053039550781,4.17293974365554,5.779112652652527,-0.7552828275671771,-1.3421042422326348
21,0.0017368793487548828,3.867461161587022,5.585311894393058,-0.7400727758126991,-1.2883620314352462
22,0.0017535686492919922,3.5855687648860894,5.360473267548922,-0.7251597155470615,-1.2368735084546427
23,0.0017697811126708984,3.3242984895837973,5.167098989872274,-0.7106489255185693,-1.1872818945480261
24,0.0017871856689453125,3.0829369544791203,4.964329168749249,-0.6965819545087154,-1.13967331615949
25,0.0018041133880615234,2.8600489461122045,4.7670699880170835,-0.6826040335847033,-1.0940979570966436
26,0.001821756362915039,2.6543248030298487,4.574759972249809,-0.6689963430033106,-1.0504210336998316
27,0.0018379688262939453,2.4635302607748093,4.411069859324753,-0.655696154511633,-1.0083632316118696
28,0.0018563270568847656,2.287013348935119,4.242692869273145,-0.6425683231643723,-0.9680184138230135
29,0.001873016357421875,2.123210577931368,4.093081452089018,-0.6297160389943324,-0.9291577605995271
30,0.0018889904022216797,1.9726707873119071,3.910134762580251,-0.6172425881089257,-0.8920993147448613
31,0.0019047260284423828,1.8329002194259105,3.773057686193091,-0.6049529749760173,-0.8564263300172341
32,0.0019223690032958984,1.7038851014195577,3.619204652153112,-0.5928697606505481,-0.8223109352081241
33,0.0019390583038330078,1.5840218292451553,3.493904819272418,-0.5809034179258676,-0.7894849739821526
34,0.0019559860229492188,1.4726380118048552,3.373914701272786,-0.5693636934161269,-0.7577806399032644
35,0.0019714832305908203,1.3694844256024503,3.2467990017200834,-0.5578702278846859,-0.7274150240551603
36,0.001987934112548828,1.2743351781494667,3.11146942745623,-0.5467159438553112,-0.6983684038112917
37,0.0020046234130859375,1.186052998420766,2.998833767551368,-0.5357416423760112,-0.6704602490248844
38,0.0020203590393066406,1.1041262467034212,2.890868502692358,-0.525157252486442,-0.6435588966304143
39,0.0020360946655273438,1.0283975311260054,2.775244353620993,-0.5146649556721966,-0.6178662940025703
40,0.00205230712890625,0.9581782309169442,2.672418991031959,-0.504561406072496,-0.5931256268359554
41,0.002069234848022461,0.8935129126975436,2.554878888070953,-0.4945003390265438,-0.5696412587761603
42,0.0020852088928222656,0.8332347615524532,2.4719622814512294,-0.48457538642532644,-0.5470015797158171
43,0.002100706100463867,0.7769494535182473,2.3960241283453536,-0.47470301225342776,-0.525169736216668
44,0.0021169185638427734,0.7247849172823991,2.3052766779151534,-0.4653897582295757,-0.5040819825273545
45,0.002133607864379883,0.6762348118015572,2.22691528385027,-0.45607609903479834,-0.48385400881400065
46,0.002150297164916992,0.6313544767987034,2.1365036880089225,-0.44705939949868007,-0.4644848598816666
47,0.0021657943725585938,0.5897396484834334,2.055627298003712,-0.43830179660365665,-0.4458874205320443
48,0.002182483673095703,0.5509277908571844,1.9889714824628422,-0.42959171885612274,-0.4280062767924241
49,0.0021979808807373047,0.5149641655405471,1.9117805339923173,-0.4209843296048282,-0.4109357369271505
50,0.0022144317626953125,0.48143918989317136,1.8483679207436012,-0.41247895111034455,-0.3945252240250814
51,0.002231121063232422,0.4505431575943268,1.766479025364664,-0.4044152203845099,-0.3788083203387137
52,0.0022478103637695312,0.4216458617479224,1.7128138890903912,-0.39636410983686027,-0.36369035880894324
53,0.002263784408569336,0.39478956539625587,1.6503963779477537,-0.3886195860737318,-0.34911630061924726
54,0.002279520034790039,0.36942763872813905,1.6158226211760969,-0.3808383852355763,-0.3349550440427027
55,0.00229644775390625,0.3461605244656881,1.5366375258701048,-0.37328963485002753,-0.32157065551696506
56,0.0023131370544433594,0.3242695191401954,1.4982396297261489,-0.36565381325611546,-0.3086800997727723
57,0.002329111099243164,0.3042336477878713,1.4206266262449798,-0.35837007176492774,-0.29648316937987546
58,0.0023458003997802734,0.28528692731412225,1.3914979089731845,-0.35115415252519755,-0.2845853900663495
59,0.002371549606323242,0.26748876930658366,1.35435015082475,-0.3440872660425471,-0.27303179545059314
60,0.0023887157440185547,0.2511154967551079,1.2905336416957416,-0.3372058852188758,-0.2621141809678201
61,0.0024261474609375,0.2357090167108049,1.2577620468339952,-0.3305369151220134,-0.2514501585328868
62,0.0024597644805908203,0.22120990476895402,1.2258278052209173,-0.32378372599631083,-0.24121982044278611
63,0.0024917125701904297,0.207878505990155,1.1669932204285902,-0.31721057121289015,-0.23157715722945013
64,0.002516031265258789,0.19555510148149644,1.1163707883162037,-0.31096326031181654,-0.2223251585153397
65,0.0025336742401123047,0.18380529465739145,1.1015689078294033,-0.30473255681085054,-0.21324090071666973
66,0.0025534629821777344,0.17304934823715176,1.0432835005533034,-0.29868244409210043,-0.2047414782455195
67,0.002572774887084961,0.16275120447587724,1.0333560935655994,-0.29261544274865287,-0.19637643333771887
68,0.002589702606201172,0.15316568809783973,0.9951695256012989,-0.28666329244695166,-0.18840096186234453
69,0.0026092529296875,0.14433282069683923,0.9483718801960831,-0.28094828724673837,-0.18083263061455943
70,0.002627134323120117,0.13599418160965893,0.9256342882332289,-0.27530184741661373,-0.17349794583605083
71,0.0026433467864990234,0.12831234849645973,0.8812889817586532,-0.26982674934737366,-0.16659212741466703
72,0.0026612281799316406,0.12119974073451056,0.8430739624853252,-0.2646451763681053,-0.1599416633644983
73,0.0026781558990478516,0.11436112486236004,0.8370108939102088,-0.2592248891610468,-0.15356363778870805
74,0.002695322036743164,0.10809083103228725,0.7924298314491415,-0.254091238846239,-0.1475270710308294
75,0.0027115345001220703,0.10220314254259664,0.7682036614735612,-0.24918065804542194,-0.14161945875946416
76,0.0027298927307128906,0.09662254377834696,0.7517282752216868,-0.24434631204563628,-0.1358628418075441
77,0.00274658203125,0.09127415256592095,0.7436094399467617,-0.23941203583954065,-0.13029971155203576
78,0.002763032913208008,0.08636931831651529,0.7037720966817073,-0.2345845234876274,-0.1251787115619067
79,0.0027801990509033203,0.08172248988592709,0.6877511649723519,-0.22986309372058336,-0.12017788488555078
80,0.0027964115142822266,0.07737223568980975,0.6640821248949584,-0.225235537863874,-0.11541487809849543
81,0.0028138160705566406,0.07332595853184645,0.6367922996090561,-0.2207662846736573,-0.11087877633532073
82,0.00283050537109375,0.06956091353344232,0.6105365259723906,-0.21643353742927057,-0.10657728981658064
83,0.002846240997314453,0.06591161793357189,0.609800472687561,-0.21209260794995052,-0.10229453452301467
84,0.00286102294921875,0.06250877226037094,0.5860493034196016,-0.20789911193346372,-0.09820064031779034
85,0.0028781890869140625,0.05925399492221399,0.578154201981168,-0.2038342778950478,-0.09408927164458876
86,0.0028951168060302734,0.05611055179817229,0.5752370167341556,-0.19957708565102444,-0.09022067025137849
87,0.0029120445251464844,0.05323512164915356,0.5424793131476681,-0.19562060180218085,-0.08650925326144641
88,0.002930164337158203,0.050610877389818135,0.509574313195286,-0.19179894612880127,-0.08313856401724569
89,0.0029478073120117188,0.04801580978254473,0.5187128619228984,-0.18783242454991292,-0.07979595876435723
90,0.002966165542602539,0.04559055302729699,0.49916917214806816,-0.18395915042296965,-0.07664719173902008
91,0.002983570098876953,0.04325808210844871,0.49454541145206354,-0.1800150321980508,-0.07366366231454777
92,0.003002643585205078,0.04108555194803483,0.4737105102064505,-0.17631585120638746,-0.07070457043714312
93,0.0030198097229003906,0.03914157384491987,0.4358833777588742,-0.17290095260344052,-0.06799571469490813
94,0.0030357837677001953,0.03718502108923838,0.45195853487410426,-0.16949520270185145,-0.06502460053816814
95,0.0030527114868164062,0.03535863136323301,0.4335051843274166,-0.16606988378633092,-0.06236755992672615
96,0.0030698776245117188,0.033645337717623,0.4186858972469798,-0.16282474258057544,-0.05972202659485168
97,0.003086566925048828,0.03201403292980707,0.40975190776880926,-0.15958235126875991,-0.05721671999224173
98,0.0031037330627441406,0.03056730786932492,0.3731239110647567,-0.15655572653221256,-0.05503459075570561
99,0.00312042236328125,0.029098664294242196,0.38906703302967843,-0.15340652672874489,-0.052749890290241734
100,0.0031363964080810547,0.027682714806983092,0.385683306877088,-0.15014651370261387,-0.05068894963369175
101,0.0031528472900390625,0.026400852233547645,0.358420231539577,-0.14715926993306164,-0.04870832324313754
102,0.003170013427734375,0.02514542873667293,0.360494560835871,-0.1441585864269035,-0.04671044153114977
103,0.003184795379638672,0.024001499597776,0.33727672873426956,-0.14128427884047334,-0.04494581265425834
104,0.003201007843017578,0.022909303151736803,0.3303183773308867,-0.1385019203744585,-0.043165502454645205
105,0.0032167434692382812,0.021879367059867212,0.319542074831919,-0.13579230721200455,-0.04147177571498348
106,0.003232240676879883,0.020849534905234245,0.32792473816138673,-0.1330045500900134,-0.03974496547103393
107,0.003249645233154297,0.01990722688964343,0.3081695480952643,-0.13040859155998952,-0.0380842889981109
108,0.0032808780670166016,0.01898215052665702,0.3106513887125218,-0.1277922358557552,-0.036409442330555236
109,0.0033028125762939453,0.018104284958718152,0.3023750346743027,-0.12518899036577552,-0.03487120337696934
110,0.003322124481201172,0.01732262074402135,0.27637709762993745,-0.12269943348011915,-0.033670979846740175
111,0.0033402442932128906,0.016548206666516442,0.28010415199744043,-0.12024699541339727,-0.03231769453849437
112,0.0033652782440185547,0.01582613335692495,0.26797875652384706,-0.1179385045242785,-0.03095676426487183
113,0.0033845901489257812,0.015118988761643961,0.26875422980264485,-0.115565890821853,-0.02969439038097526
114,0.003423452377319336,0.01445907885598723,0.2570896037012086,-0.11329939503902389,-0.028480922911472147
115,0.003456592559814453,0.013889560510999911,0.22699207970395396,-0.11127086702169128,-0.02746228926401628
116,0.003476381301879883,0.013229398082711143,0.26965438139333964,-0.10888371257848595,-0.026208159205072044
117,0.0034940242767333984,0.012651034470624184,0.2421872450091192,-0.10668508790274214,-0.02519252359141862
118,0.003509998321533203,0.012099547235778862,0.23667240642903922,-0.10457526179431582,-0.024120135327451737
119,0.003525972366333008,0.011578405775935734,0.2289640666439776,-0.10247241162126426,-0.023214334283561955
120,0.0035424232482910156,0.011078625237141445,0.2248293021280104,-0.10044281590807728,-0.022247089355661148
121,0.0035610198974609375,0.010587717002717623,0.22623904200583186,-0.09839532689188654,-0.021284696950584138
122,0.0035779476165771484,0.010119869730796451,0.22132296853996816,-0.09641913040891682,-0.020288186488505357
123,0.0035941600799560547,0.009664885330678634,0.22052210641374365,-0.09443309367656536,-0.019329719984413452
124,0.0036127567291259766,0.009283314581928395,0.18907527530079465,-0.09270302505077838,-0.01856695624440302
125,0.0036306381225585938,0.008879144613152142,0.20480966800725706,-0.09081560301468844,-0.017771759370285408
126,0.0036466121673583984,0.008515289905135833,0.18885982031520082,-0.08902052584531119,-0.017184817184947243
127,0.0036635398864746094,0.008132334391084467,0.20391369253393382,-0.08705719513066962,-0.01663398880402685
128,0.003681659698486328,0.007792228762127577,0.18502290117073708,-0.08528223015906121,-0.016111641462378812
129,0.0037000179290771484,0.007448576753940776,0.19079257054869167,-0.0835122879430251,-0.015399261613175506
130,0.0037169456481933594,0.007132900930300616,0.1796261936777943,-0.08179202368677652,-0.014882301426903126
131,0.0037326812744140625,0.006813403447852889,0.18601193986447215,-0.08000946735030938,-0.014350759251215024
