optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.00021544346900318845,0.99,0.9995,1e-07,15.544953420707404,6.074923524617306,1000.0,0.0,3.4079517323497264,0.6794828688007662
Adam,0.004641588833612777,0.99,0.9995,1e-06,11.8402510315332,4.6123162789624725,1000.0,0.0,3.3630857807124657,0.685678417695605
Adam,0.00021544346900318845,0.99,0.9999,1e-06,15.50277310271446,6.01806800278453,1000.0,0.0,3.4078695499930576,0.679708841460605
Adam,0.00021544346900318845,0.9,0.9999,1e-06,15.38954028200599,5.755244431525239,986.25,0.05,3.4080126907076176,0.6812281119240621
Adam,0.004641588833612777,0.95,0.999,1e-08,11.839968087702806,4.612333028736403,677.05,1.0,3.36300041859556,0.685833788315268
Adam,0.046415888336127774,0.95,0.9995,1e-06,11.839968087702823,4.612333028736396,648.9,1.0,3.3630004187817946,0.6858337904416527
Adam,0.046415888336127774,0.99,0.9995,1e-08,11.840142631708307,4.61229375300977,1000.0,0.0,3.362985624628137,0.6860468483308493
Adam,0.001,0.99,0.9999,1e-06,11.841235515493107,4.612338806878075,1000.0,0.0,3.3638582871388225,0.685410903070746
Adam,0.021544346900318822,0.99,0.9995,1e-06,11.840162461215623,4.612383568305186,1000.0,0.0,3.3627811335409126,0.685829813758527
Adam,0.021544346900318822,0.99,0.999,1e-06,11.840170951818543,4.612313213188059,1000.0,0.0,3.363171149990211,0.6855951553876106
Adam,0.004641588833612777,0.99,0.9995,1e-07,11.840251031506156,4.612316278969422,1000.0,0.0,3.363085780882056,0.6856784174912893
Adam,0.004641588833612777,0.99,0.999,1e-06,11.840265781386258,4.612330912937142,1000.0,0.0,3.363005326990252,0.6858783695933532
Adam,0.002154434690031882,0.95,0.9995,1e-06,11.839968087702806,4.612333028736404,707.45,1.0,3.363000419492581,0.685833787808604
Adam,0.004641588833612777,0.95,0.9999,1e-06,11.83996808770281,4.612333028736402,673.05,1.0,3.36300041977418,0.6858337869119328
Adam,0.00046415888336127773,0.9,0.9995,1e-08,11.918313953656616,4.6167258221654555,967.25,0.05,3.370945104983407,0.6848338967949501
Adam,0.001,0.9,0.9995,1e-06,11.83996820425297,4.612333060446724,890.2,0.25,3.3630123669922556,0.6858347203283378
Adam,0.01,0.9,0.9999,1e-07,11.839968087702813,4.612333028736392,333.7,1.0,3.3630004211480427,0.6858337846697374
Adam,0.01,0.99,0.9999,1e-08,11.840202836395418,4.612403809591822,1000.0,0.0,3.362908751920309,0.6860673522845082
Adam,0.0001,0.95,0.9999,1e-07,22.37142823952036,9.528404310276857,1000.0,0.0,3.442471720612825,0.6875739834255378
Adam,0.0001,0.99,0.9999,1e-08,22.469847964292402,9.690227101198873,1000.0,0.0,3.4427623042915485,0.6870744466107009
Adam,0.0001,0.99,0.9995,1e-07,22.489423582128975,9.718154984992315,1000.0,0.0,3.442812577886356,0.6870043373661981
Adam,0.002154434690031882,0.95,0.9999,1e-06,11.839968087702806,4.612333028736404,712.8,1.0,3.3630004192161493,0.6858337876723504
Adam,0.1,0.99,0.9995,1e-07,11.840103998016541,4.61233868996767,1000.0,0.0,3.3630206962704725,0.6858293221778828
Adam,0.01,0.99,0.999,1e-07,11.840269618895785,4.61231752341053,1000.0,0.0,3.3630400361440898,0.6856754814733156
Adam,0.00046415888336127773,0.9,0.9995,1e-08,11.918313953656616,4.6167258221654555,967.25,0.05,3.370945104983407,0.6848338967949501
Adam,0.021544346900318822,0.99,0.9999,1e-06,11.840158226094836,4.612317721958769,1000.0,0.0,3.3627731604158484,0.6860093673055426
Adam,0.1,0.95,0.9999,1e-07,11.83996808770283,4.612333028736413,656.5,1.0,3.3630004193775114,0.6858337886734625
Adam,0.01,0.99,0.9995,1e-08,11.840193743840535,4.612384006155224,1000.0,0.0,3.363002099911128,0.6859168844738799
Adam,0.00046415888336127773,0.99,0.9999,1e-07,11.855897578007603,4.617105774262025,1000.0,0.0,3.366466082011975,0.6859583990162548
Adam,0.002154434690031882,0.9,0.9995,1e-07,11.839968087702811,4.612333028736402,475.2,1.0,3.3630004209529445,0.685833787178153
Adam,0.00021544346900318845,0.95,0.999,1e-06,15.48466948192386,5.888949590814225,986.15,0.05,3.40818874781388,0.6805848388783525
Adam,0.01,0.99,0.999,1e-07,11.840269618895785,4.61231752341053,1000.0,0.0,3.3630400361440898,0.6856754814733156
Adam,0.00021544346900318845,0.9,0.9995,1e-07,15.427895840787437,5.8015110974127015,985.0,0.05,3.4081087913540693,0.6810206499528466
Adam,0.001,0.95,0.9999,1e-08,11.83996809745957,4.612333033111503,922.65,0.3,3.3630037323287363,0.6858343816800269
Adam,0.1,0.9,0.9995,1e-06,11.839968087702816,4.612333028736407,330.65,1.0,3.3630004206246467,0.6858337886118365
Adam,0.004641588833612777,0.9,0.9999,1e-08,11.839968087702806,4.612333028736403,350.1,1.0,3.363000418990791,0.6858337883584883
Adam,0.01,0.9,0.9999,1e-06,11.839968087702815,4.612333028736393,333.7,1.0,3.363000421148017,0.6858337846697609
Adam,0.004641588833612777,0.9,0.9999,1e-06,11.839968087702806,4.612333028736403,350.1,1.0,3.3630004189907887,0.6858337883584776
Adam,0.002154434690031882,0.95,0.999,1e-06,11.839968087702806,4.612333028736403,719.25,1.0,3.3630004193816028,0.6858337878205868
Adam,0.046415888336127774,0.99,0.999,1e-08,11.840152768597783,4.612353610347195,1000.0,0.0,3.362999001309954,0.6856420171729879
Adam,0.001,0.99,0.9995,1e-08,11.841142264327894,4.61238138808106,1000.0,0.0,3.363751259827933,0.6854487079143673
Adam,0.046415888336127774,0.9,0.999,1e-07,11.839968087702832,4.612333028736376,327.45,1.0,3.3630004187605542,0.6858337899309334
Adam,0.001,0.99,0.9999,1e-07,11.841235515326506,4.612338806905835,1000.0,0.0,3.363858286996429,0.6854109032613488
Adam,0.01,0.99,0.9999,1e-08,11.840202836395418,4.612403809591822,1000.0,0.0,3.362908751920309,0.6860673522845082
Adam,0.1,0.99,0.9999,1e-07,11.840121869074874,4.612349703346752,1000.0,0.0,3.363065738378414,0.685797661757427
Adam,0.002154434690031882,0.99,0.9995,1e-08,11.840592810796636,4.612493535129729,1000.0,0.0,3.3626863968352643,0.6863970664401254
Adam,0.001,0.99,0.9999,1e-08,11.841235515309844,4.612338806908611,1000.0,0.0,3.363858286982191,0.6854109032804065
Adam,0.00046415888336127773,0.99,0.9999,1e-06,11.855897583309662,4.617105775258348,1000.0,0.0,3.3664660826354513,0.6859583988184137
Adam,0.001,0.99,0.999,1e-06,11.841032356686942,4.612454113312002,1000.0,0.0,3.3635922763030637,0.6855492558217118
Adam,0.0001,0.95,0.9999,1e-06,22.37142838701931,9.528404400628435,1000.0,0.0,3.4424717211061546,0.6875739836094524
Adam,0.046415888336127774,0.9,0.9995,1e-06,11.839968087702818,4.612333028736402,326.45,1.0,3.36300041862769,0.6858337885314617
Adam,0.046415888336127774,0.9,0.9999,1e-08,11.839968087702815,4.6123330287364,326.7,1.0,3.3630004179860458,0.6858337878308545
Adam,0.00046415888336127773,0.95,0.9995,1e-08,11.909094956508408,4.616717990019635,976.1,0.15,3.370484276933142,0.6848979619072226
Adam,0.021544346900318822,0.99,0.9995,1e-08,11.840162461228777,4.612383568408958,1000.0,0.0,3.362781134126903,0.6858298130077326
Adam,0.00046415888336127773,0.9,0.9995,1e-06,11.91831396686404,4.616725823483107,967.25,0.05,3.370945105498252,0.6848338966652417
Adam,0.046415888336127774,0.9,0.999,1e-07,11.839968087702832,4.612333028736376,327.45,1.0,3.3630004187605542,0.6858337899309334
Adam,0.021544346900318822,0.9,0.999,1e-08,11.83996808770281,4.612333028736402,328.05,1.0,3.363000419494221,0.685833788151935
Adam,0.00021544346900318845,0.9,0.9999,1e-06,15.38954028200599,5.755244431525239,986.25,0.05,3.4080126907076176,0.6812281119240621
Adam,0.021544346900318822,0.9,0.9995,1e-07,11.83996808770281,4.612333028736403,330.3,1.0,3.3630004202548642,0.6858337867970072
Adam,0.1,0.95,0.999,1e-07,11.839968087702818,4.612333028736402,665.9,1.0,3.363000417423372,0.6858337879240592
Adam,0.001,0.99,0.9999,1e-06,11.841235515493107,4.612338806878075,1000.0,0.0,3.3638582871388225,0.685410903070746
Adam,0.00046415888336127773,0.99,0.9995,1e-08,11.856844980168448,4.618370764016568,1000.0,0.0,3.3661946131301668,0.6860378216226065
Adam,0.1,0.9,0.9999,1e-06,11.839968087704317,4.612333028736762,327.2,1.0,3.363000438652704,0.6858337959066989
Adam,0.021544346900318822,0.95,0.9995,1e-07,11.839968087702811,4.612333028736401,663.85,1.0,3.3630004207887843,0.6858337874610458
Adam,0.002154434690031882,0.99,0.9999,1e-06,11.840481341734261,4.612517141483765,1000.0,0.0,3.36284046953143,0.6862917209251072
Adam,0.00046415888336127773,0.99,0.999,1e-06,11.85820647069573,4.620052606217017,1000.0,0.0,3.365815915093873,0.6861643091073868
Adam,0.01,0.9,0.9999,1e-07,11.839968087702813,4.612333028736392,333.7,1.0,3.3630004211480427,0.6858337846697374
Adam,0.002154434690031882,0.95,0.9999,1e-06,11.839968087702806,4.612333028736404,712.8,1.0,3.3630004192161493,0.6858337876723504
Adam,0.00021544346900318845,0.9,0.999,1e-07,15.471318983359922,5.85692417831746,983.5,0.05,3.4082066224601255,0.6807630504914096
