optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.01,0.95,0.9999,1e-08,4150.378315467168,0.0028538315573830766,1000.0,0.0,1314.7299722041344,0.027311986175039285
Adam,0.00046415888336127773,0.9,0.999,1e-07,4185.470029357621,4.1383624223314035,1000.0,0.0,1329.7933468620477,1.403044381445325
Adam,0.046415888336127774,0.9,0.9995,1e-06,4150.375983747157,4.067383956680332e-13,386.35,1.0,1314.6521140240106,5.297303420563571e-07
Adam,0.004641588833612777,0.95,0.9999,1e-06,4153.500866974725,1.8533795127036643,1000.0,0.0,1318.035967686427,0.7836236626154399
Adam,0.1,0.99,0.9995,1e-07,4150.376699833376,0.0002365399283031476,1000.0,0.0,1314.6835409223058,0.01582658927707989
Adam,0.046415888336127774,0.95,0.9995,1e-07,4150.375983747157,4.981507640924666e-13,636.3,1.0,1314.652112346314,9.079983741679492e-07
Adam,0.021544346900318822,0.99,0.999,1e-06,4150.377425535594,0.0006646793382193048,1000.0,0.0,1314.6243129530008,0.02800788014450664
Adam,0.00046415888336127773,0.95,0.9999,1e-06,4185.458437958879,4.143332359133427,1000.0,0.0,1329.7905599850722,1.4053580925824676
Adam,0.0001,0.99,0.9995,1e-07,4188.911371293861,4.008681619952402,1000.0,0.0,1330.9346402890135,1.3732334408971165
Adam,0.01,0.9,0.9999,1e-07,4150.379881402202,0.004481458127630837,1000.0,0.0,1314.7553051671443,0.034295651272309886
Adam,0.002154434690031882,0.9,0.9995,1e-06,4168.742916064468,3.9498647326844423,1000.0,0.0,1324.3795789542783,1.342412691652897
Adam,0.021544346900318822,0.9,0.999,1e-08,4150.375983747158,0.0,864.3,1.0,1314.6521142554416,4.5945285843390347e-07
Adam,0.0001,0.9,0.9995,1e-08,4188.909116107429,4.011288833274324,1000.0,0.0,1330.933051517276,1.3748168573837636
Adam,0.002154434690031882,0.9,0.9995,1e-06,4168.742916064468,3.9498647326844423,1000.0,0.0,1324.3795789542783,1.342412691652897
Adam,0.00021544346900318845,0.99,0.9999,1e-06,4187.823280180371,4.0330092044521795,1000.0,0.0,1330.5708354152025,1.3807319702017018
Adam,0.046415888336127774,0.9,0.999,1e-06,4150.375983747157,2.033691978340166e-13,384.5,1.0,1314.6521138447372,5.548329250229664e-07
Adam,0.004641588833612777,0.99,0.9995,1e-07,4153.0849662569,1.4457543502098527,1000.0,0.0,1317.7521719375807,0.7416566704694927
Adam,0.01,0.9,0.9999,1e-06,4150.37988147709,0.0044815384264827625,1000.0,0.0,1314.7553061861959,0.03429596322264478
Adam,0.01,0.95,0.9995,1e-08,4150.378069568651,0.0027457049069997135,1000.0,0.0,1314.7220980223697,0.027048895872233466
Adam,0.0001,0.9,0.9999,1e-06,4188.908631759112,4.011695134150927,1000.0,0.0,1330.9327392106773,1.3750599764148235
Adam,0.004641588833612777,0.95,0.999,1e-08,4153.5059620728,1.7283070578078903,1000.0,0.0,1318.0522253929573,0.7666055586969295
Adam,0.00021544346900318845,0.9,0.9999,1e-07,4187.815312986701,4.043724813632219,1000.0,0.0,1330.5687238634707,1.3865061520889606
Adam,0.021544346900318822,0.99,0.9999,1e-06,4150.377930595607,0.000625139437080795,1000.0,0.0,1314.587179610433,0.02828214441384049
Adam,0.0001,0.95,0.9995,1e-07,4188.909443911235,4.010938427499673,1000.0,0.0,1330.9332697391978,1.3746084926189428
Adam,0.004641588833612777,0.99,0.9995,1e-08,4153.08496452519,1.4457536890958265,1000.0,0.0,1317.7521708572162,0.7416564657162711
Adam,0.002154434690031882,0.99,0.999,1e-08,4169.087330299229,3.9433084108778798,1000.0,0.0,1324.4215001211574,1.3394567556461583
Adam,0.001,0.9,0.9995,1e-08,4180.334391548776,4.289530768820989,1000.0,0.0,1328.1237535016687,1.4201326086079664
Adam,0.004641588833612777,0.99,0.999,1e-06,4153.145376931056,1.4279589039126215,1000.0,0.0,1317.7743381829655,0.7565626070092469
Adam,0.01,0.99,0.999,1e-07,4150.387099251509,0.005948550234874709,1000.0,0.0,1314.4991093012952,0.06431082114356791
Adam,0.004641588833612777,0.95,0.9999,1e-07,4153.500849356263,1.8533714978631457,1000.0,0.0,1318.035957609358,0.7836213406360694
Adam,0.004641588833612777,0.99,0.9999,1e-07,4153.036006360763,1.4666134378026348,1000.0,0.0,1317.7294375827107,0.7323868352695448
Adam,0.046415888336127774,0.99,0.9995,1e-06,4150.377116829279,0.00034667940347766845,1000.0,0.0,1314.69866830801,0.020270601654057516
Adam,0.001,0.95,0.9995,1e-06,4180.3417406692715,4.281823002546327,1000.0,0.0,1328.1211676580158,1.4167526551645035
Adam,0.1,0.99,0.999,1e-08,4150.376613773077,0.00016331076983783715,1000.0,0.0,1314.6645809424087,0.017041305584593255
Adam,0.001,0.9,0.999,1e-08,4180.364250515355,4.286027430802859,1000.0,0.0,1328.1272591032814,1.4179420729688512
Adam,0.046415888336127774,0.9,0.9995,1e-08,4150.375983747157,4.067383956680332e-13,386.35,1.0,1314.6521140239317,5.297013138135202e-07
Adam,0.046415888336127774,0.95,0.999,1e-07,4150.375983747157,6.101075935020498e-13,642.5,1.0,1314.652111652495,8.383515871341013e-07
