function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm
ackley,2,0,gradient_descent,first_order,9.216467676890325,14.56474228578376,29,0.007013082504272461,True,9.205157163487375,14.56474228578376,3.016240465952578,4.29479157395261e-07
ackley,2,0,sgd,first_order,9.216467676890325,14.564743529510546,1000,0.17264223098754883,False,9.205079589558807,14.564743529510546,3.016240465952578,0.011536532582952314
ackley,2,0,momentum,first_order,9.216467676890325,14.564742285783765,307,0.05815863609313965,True,9.205157177705711,14.564742285783765,3.016240465952578,9.341772122164889e-07
ackley,2,0,rmsprop,first_order,9.216467676890325,14.566080756946793,1000,0.18040132522583008,False,9.201344399041375,14.566080756946793,3.016240465952578,0.3773698514512075
ackley,2,0,adam,first_order,9.216467676890325,14.564742285783765,909,0.18271732330322266,True,9.205157162059413,14.564742285783765,3.016240465952578,9.337518186360507e-07
ackley,2,0,BFGS,second_order,9.216467676890325,13.761700062194581,7,0.005494594573974609,True,8.229679016089806,13.761700062194581,3.016240465952578,5.817261563748236e-08
ackley,2,0,newton-cg,second_order,9.216467676890325,13.761700081353293,19,0.01421976089477539,True,8.229693670683563,13.761700081353293,3.016240465952578,0.001429278606778946
ackley,2,0,trust-exact,second_order,9.216467676890325,14.564742285826533,18,0.013941526412963867,True,9.205157848241283,14.564742285826533,3.016240465952578,6.75907961855699e-05
ackley,2,0,trust-krylov,second_order,9.216467676890325,14.564742285874805,13,0.01527714729309082,True,9.205156170319821,14.564742285874805,3.016240465952578,9.861275198576604e-05
rastrigin,2,0,gradient_descent,first_order,7.14663137361567,42.59148173807025,1000,0.13715600967407227,False,3.586024086301614,42.59148173807025,11.770831747538352,75.33688420547341
rastrigin,2,0,sgd,first_order,7.14663137361567,30.587669636807313,1000,0.1735081672668457,False,3.8321705245222484,30.587669636807313,11.770831747538352,58.844248995953734
rastrigin,2,0,momentum,first_order,7.14663137361567,74.96795450925023,1000,0.16754651069641113,False,8.478256910599741,74.96795450925023,11.770831747538352,30.996184519365855
rastrigin,2,0,rmsprop,first_order,7.14663137361567,52.741580544598,1000,0.18382668495178223,False,7.249293338294296,52.741580544598,11.770831747538352,2.767850178571999
rastrigin,2,0,adam,first_order,7.14663137361567,52.73182397322481,1000,0.18405961990356445,False,7.2431290292268855,52.73182397322481,11.770831747538352,0.0009872885102208961
rastrigin,2,0,BFGS,second_order,7.14663137361567,52.73182397199405,10,0.009263992309570312,True,7.243129714740749,52.73182397199405,11.770831747538352,6.952597376560575e-07
rastrigin,2,0,newton-cg,second_order,7.14663137361567,52.73182397199405,6,0.004400014877319336,True,7.243129715003928,52.73182397199405,11.770831747538352,3.16473377601678e-07
