function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,computation_error
ackley,2,0,gradient_descent,function,2.918630103900626,6.5596453756278805,24,0.006223201751708984,True,2.792296783719275,6.5596453756278805,7.029158559976569,3.4457223790506745e-07,False
ackley,2,1,sgd,function,2.918630103900626,6.559646388958871,1000,0.19873309135437012,False,2.792211953011614,6.559646388958871,7.029158559976569,0.010319584842898445,False
ackley,2,2,sgd_momentum,function,2.918630103900626,6.559678837783174,1000,0.19075393676757812,False,2.792566468753868,6.559678837783174,7.029158559976569,0.05949095587262228,False
ackley,2,3,momentum,function,2.918630103900626,6.559645375627888,296,0.06921863555908203,True,2.792296796561618,6.559645375627888,7.029158559976569,9.67395266124511e-07,False
ackley,2,4,rmsprop,function,2.918630103900626,6.560969235329225,1000,0.20691847801208496,False,2.792268995843133,6.560969235329225,7.029158559976569,0.3743140031565657,False
ackley,2,5,adam,function,2.918630103900626,6.559645375627884,795,0.16399741172790527,True,2.792296790582998,6.559645375627884,7.029158559976569,9.344090912923191e-07,False
ackley,2,6,trust-exact,function,2.918630103900626,6.5596453756818995,13,0.009984016418457031,True,2.7922967775418712,6.5596453756818995,7.029158559976569,7.565296325640993e-05,False
ackley,2,7,trust-krylov,function,2.918630103900626,6.559645375635295,5,0.0049169063568115234,True,2.792297310216951,6.559645375635295,7.029158559976569,2.7434435159541117e-05,False
ackley,2,8,gradient_descent,function,4.696296228244092,9.00109347829201,39,0.008059501647949219,True,4.213258927257971,9.00109347829201,2.6405651460657906,3.2276575907448643e-07,False
ackley,2,9,sgd,function,4.696296228244092,9.001094282524642,1000,0.1929328441619873,False,4.21340737613842,9.001094282524642,2.6405651460657906,0.009152336193426548,False
ackley,2,10,sgd_momentum,function,4.696296228244092,9.001104083548078,1000,0.1929490566253662,False,4.213569585339353,9.001104083548078,2.6405651460657906,0.033466108533433556,False
ackley,2,11,momentum,function,4.696296228244092,9.00109347829202,313,0.05932927131652832,True,4.213258935365707,9.00109347829202,2.6405651460657906,1.1655010203794426e-06,False
ackley,2,12,rmsprop,function,4.696296228244092,9.002421010845993,1000,0.22037196159362793,False,4.2132352354706635,9.002421010845993,2.6405651460657906,0.3753546540884123,False
ackley,2,13,adam,function,4.696296228244092,9.001093478293365,1000,0.2027139663696289,False,4.213259085893199,9.001093478293365,2.6405651460657906,1.191889009241408e-05,False
ackley,2,14,trust-exact,function,4.696296228244092,9.001093478373793,19,0.017574787139892578,True,4.2132589220728605,9.001093478373793,2.6405651460657906,9.321315040462731e-05,False
ackley,2,15,trust-krylov,function,4.696296228244092,9.00109347834536,28,0.02274465560913086,True,4.213258922072205,9.00109347834536,2.6405651460657906,7.52858227117127e-05,False
