experiment_num,timestamp,function,dimension,method,success,iterations,runtime,f_initial,f_final,x_initial,x_final,initial_distance_to_minimum,final_distance_to_minimum
1,20250115_035847,ackley,2,GradientDescent,True,384,0.05680680274963379,9.363319080870282,8.813151774046894,"[4.042298331824767, -1.1252056149134084]","[3.9709183152098144, -0.9927672062902478]",4.1959818254260774,4.093138037246495
2,20250115_035847,ackley,2,GradientDescent,True,450,0.08569169044494629,8.039163170274279,5.381864187490191,"[-2.372335268548056, 0.6804176886304611]","[-1.9646166630166526, 0.9824160349797041]",2.467983561006474,2.196556372686103
3,20250115_035847,ackley,2,GradientDescent,True,408,0.035297393798828125,5.739412156333675,5.381864187490191,"[1.854384756124182, 0.9011573671938603]","[1.9646166626861987, 0.982416035003529]",2.0617534828862327,2.1965563724011985
4,20250115_035847,ackley,2,GradientDescent,True,436,0.03812980651855469,7.4702642164703015,6.559645375627877,"[-1.8917008149773724, -1.7102798229967362]","[-1.9744519863811025, -1.974451986326472]",2.550213529557045,2.7922967773560234
5,20250115_035847,ackley,2,GradientDescent,True,456,0.034804582595825195,9.556777276543375,6.882582646801293,"[0.4135129473956951, -3.2697913936821545]","[1.606861335573609e-10, -2.9646194431970514]",3.295835055924638,2.9646194431970514
1,20250115_035847,ackley,2,NewtonRaphson,True,10,0.0028798580169677734,9.363319080870282,12.256965218418316,"[4.042298331824767, -1.1252056149134084]","[4.669784558415771, -1.5468367685265636]",4.1959818254260774,4.919308062165256
2,20250115_035847,ackley,2,NewtonRaphson,True,6,0.0019326210021972656,8.039163170274279,8.647332355267654,"[-2.372335268548056, 0.6804176886304611]","[-2.7415955354637362, 0.5309764464012705]",2.467983561006474,2.792540432421277
3,20250115_035847,ackley,2,NewtonRaphson,True,7,0.0021064281463623047,5.739412156333675,6.8825826468012945,"[1.854384756124182, 0.9011573671938603]","[2.964619443149388, 3.258193180302504e-13]",2.0617534828862327,2.964619443149388
4,20250115_035847,ackley,2,NewtonRaphson,True,6,0.0017614364624023438,7.4702642164703015,7.649233213192806,"[-1.8917008149773724, -1.7102798229967362]","[-1.9161668489971546, -1.567450252862396]",2.550213529557045,2.475600066326157
5,20250115_035847,ackley,2,NewtonRaphson,True,7,0.0020475387573242188,9.556777276543375,10.40614822203907,"[0.4135129473956951, -3.2697913936821545]","[0.521790573423004, -3.711458223656665]",3.295835055924638,3.7479577837085887
1,20250115_035847,ackley,8,GradientDescent,False,500,0.04872870445251465,4.598908254267247,2.291291628772147,"[0.4113729431222925, -0.11450890246779624, 0.5364081907668768, 1.2613557932574624, -0.19392312926460434, -0.1939095322530578, 1.3078858731795115, 0.6355806076231377]","[0.008095068861491118, -0.0010736184431999886, 0.07789782897634748, 0.9379443111100625, -0.0019709702449844674, -0.001970795984526099, 0.9387230118244058, 0.9155918702009777]",2.061753482886579,1.6141224921816555
2,20250115_035847,ackley,8,GradientDescent,False,500,0.045816659927368164,5.192704838819395,4.19412461448951,"[-0.39717454650168105, -0.3590840621897334, -0.3906803250477831, -0.6318402441317152, -1.7863264401823573, 0.6498138344447586, 0.5582430905502885, -1.0419479109767542]","[-0.047620516230870144, -0.03638788953224658, -0.04535856589078006, -0.8147411502985268, -1.7314330595868217, 0.8372956493635916, 0.4742116005324528, -0.9269174211394708]",2.4184815819554415,2.335043752379154
3,20250115_035847,ackley,8,GradientDescent,False,500,0.06868243217468262,5.846255471651073,4.604561475727628,"[-1.2793278890250246, -1.989814545230416, 2.0649731611138735, -0.31809940471845133, 0.09514143719533275, -2.0073477549749357, -0.7669884759264016, 0.15628039648316244]","[-0.9784345242367724, -1.9551672682069532, 1.9553233781600197, -0.0008389237455630553, 0.00016834839291662978, -1.9552043844474905, -0.9772532939975834, 0.00029181376697755935]",3.8226345557029062,3.658025653401943
4,20250115_035848,ackley,8,GradientDescent,False,500,0.07139825820922852,7.686413748578476,5.886934106957117,"[-1.6115690972197023, 2.5436983649579603, 0.7813717522870971, -1.7063587958375706, -2.7426761991542032, -0.4342828987787106, -1.4327470300924616, -0.014841274382877943]","[-1.8397479758105941, 2.0309040148506607, 0.9638686385216334, -1.9207709286028223, -2.8878516343974643, -0.051784530200349975, -1.0118016251993112, -0.000602598359690714]",4.727961206233659,4.636136218476323
5,20250115_035848,ackley,8,GradientDescent,False,500,0.08397698402404785,4.518681466470259,2.8780986192427602,"[0.6418656812385596, -0.9526745950817019, 0.1629848677209296, -1.529211330054579, -1.0364382911419585, 0.1536189324270575, 0.5762558949257716, 0.13372572965946738]","[0.9451891455330197, -0.953650488114152, 0.001171235579227574, -0.9660304825219347, -0.9543617617847752, 0.0010928306967368491, 0.9244733726518748, 0.000933302802535796]",2.265477506154978,2.12167563347946
1,20250115_035848,ackley,8,NewtonRaphson,True,9,0.006597042083740234,4.598908254267247,9.578803597534817,"[0.4113729431222925, -0.11450890246779624, 0.5364081907668768, 1.2613557932574624, -0.19392312926460434, -0.1939095322530578, 1.3078858731795115, 0.6355806076231377]","[-4.581036712080167, -1.5259571617560763, 5.64925444846323e-13, 5.601631879480139, 1.2533281600115019e-12, 1.3693980074043964e-12, 8.84525915111045e-13, 0.9833168930788778]",2.061753482886579,7.460538482064376
2,20250115_035848,ackley,8,NewtonRaphson,True,66,0.04453706741333008,5.192704838819395,21.710381484032087,"[-0.39717454650168105, -0.3590840621897334, -0.3906803250477831, -0.6318402441317152, -1.7863264401823573, 0.6498138344447586, 0.5582430905502885, -1.0419479109767542]","[0.5000333543768555, 1.0366299700654191e-18, 0.5000333543768555, -0.5000333543768555, 0.5000333543768555, 4.999666500484487, 0.5000333543768555, -62.99579742085095]",2.4184815819554415,63.20377618926265
3,20250115_035848,ackley,8,NewtonRaphson,True,10,0.010135173797607422,5.846255471651073,7.80079639821091,"[-1.2793278890250246, -1.989814545230416, 2.0649731611138735, -0.31809940471845133, 0.09514143719533275, -2.0073477549749357, -0.7669884759264016, 0.15628039648316244]","[-4.595671631296038, -1.9612038394118512, 1.9612038394118498, 0.9807437329177153, -1.610164802849947e-15, -1.9612038394118516, -0.5099955895433828, -1.760542234014919e-15]",3.8226345557029062,5.820748492494897
4,20250115_035848,ackley,8,NewtonRaphson,True,23,0.01213693618774414,7.686413748578476,10.829286581061211,"[-1.6115690972197023, 2.5436983649579603, 0.7813717522870971, -1.7063587958375706, -2.7426761991542032, -0.4342828987787106, -1.4327470300924616, -0.014841274382877943]","[-1.9659241494509603, 5.603537052092416, -0.5087555827548504, -1.9659241494509603, -5.603537052092417, -0.5087555827548504, -1.9659241494509603, -1.0084423792261399e-17]",4.727961206233659,8.6551425614196
5,20250115_035848,ackley,8,NewtonRaphson,True,13,0.005019187927246094,4.518681466470259,4.318590771674543,"[0.6418656812385596, -0.9526745950817019, 0.1629848677209296, -1.529211330054579, -1.0364382911419585, 0.1536189324270575, 0.5762558949257716, 0.13372572965946738]","[0.6190435441454437, -0.8210228081991741, -0.6190435441453812, -0.6190435441455023, -0.8210228081998872, -0.6190435441454086, 0.6190435441454452, 1.6465302245218338e-15]",2.265477506154978,1.8067184204818414
1,20250115_035848,ackley,32,GradientDescent,False,500,0.05509805679321289,3.2030397789947114,2.5637381944418967,"[0.2207505590150883, -0.061447658759744096, 0.28784685515123604, 0.6768675508046944, -0.10406284590863463, -0.10405554949317992, 0.7018364782111708, 0.3410646635314747, -0.20864461483557195, 0.2411254686317422, -0.2059528888509849, -0.2069804188733647, 0.10753328928711792, -0.8503033001984597, -0.766590952711862, -0.24989279176901283, -0.450124150170221, 0.13965834055434767, -0.4035456228804762, -0.6276584423431832, 0.6513661491177452, -0.1003398921545008, 0.03001100098270683, -0.633189041736931, -0.24193550763264302, 0.04929640828112359, -0.5115265472071295, 0.16696836010789587, -0.2669368806220991, -0.12963503845765595, -0.2674114884938875, 0.8231926596070925]","[0.09286483194885807, -0.02301644763683672, 0.1334371461182038, 0.7018872745425451, -0.039660895786635536, -0.039657965486436644, 0.7299642528768461, 0.1751757170085817, -0.08654282124781427, 0.10410761533487947, -0.08517005499894956, -0.08569272957242877, 0.041058396627620584, -0.8413593530265145, -0.7878091839797946, -0.10920534658443026, -0.3071128608745851, 0.054398752776918545, -0.24124553206990004, -0.6342940374387154, 0.669031314233388, -0.038169901259173605, 0.011163010232565688, -0.6427716869477635, -0.10457167464274722, 0.01840459652708248, -0.41727178383694785, 0.06644826374356738, -0.11962205622185322, -0.05015105814522407, -0.11992238226441469, 0.8258933050709998]",2.3661147045338917,2.1873744939891244
2,20250115_035848,ackley,32,GradientDescent,False,500,0.05158090591430664,4.141561511895848,3.8838792602822676,"[-0.32670820705384285, -0.003384244421509126, -0.14047318356072894, 0.23836554013117575, -0.7745258575360938, 0.6685348720659061, 1.700927025234793, 0.7307650488121855, 0.13385382243321317, 0.5398280030060075, -0.6177779482647914, -0.9693176673849364, 0.47367158730698217, -0.3294588054108623, -0.8244575524195662, -0.5391118496021983, -0.6921419363887978, 0.08229948030131025, 0.3563847481273556, 0.5434935962756586, 0.547524345555099, 0.4622215488751183, -0.12683022248234316, -0.3817026860876467, -0.9233152096333519, 0.6732212070260359, -0.10881040537917328, -0.2512431284776178, 0.7222409364250009, -0.5498970546698861, 0.5110749105211811, 0.1815595527580751]","[-0.2129646298883058, -0.0017392628079839205, -0.07526432920274204, 0.13857033408010574, -0.7901208758931327, 0.686320885203202, 1.6209582816310362, 0.7518592681402774, 0.07143933621341401, 0.5035312024741733, -0.6213827207162678, -0.915104667334508, 0.39839599084829924, -0.2156582385474728, -0.8277702526947311, -0.502385062114231, -0.7129075253763191, 0.04289831842142921, 0.24347640079279909, 0.5093894232891009, 0.5158128200690671, 0.38098343651060873, -0.06742654509621725, -0.27219727984569725, -0.8897226772037695, 0.6917769114382737, -0.057326820026482525, -0.14814988668653803, 0.7437157113019824, -0.5195835126586503, 0.45735821776330265, 0.10010556831615548]",3.4166447754852354,3.261856876659114
3,20250115_035848,ackley,32,GradientDescent,False,500,0.04011654853820801,3.752333930821632,3.0401449152365037,"[0.22992637017854706, -0.4101639030218116, 0.22977351264184115, 0.9778759316990492, -0.022778015905193103, 0.9947925856026659, -1.665620792334045, 0.5225614882996262, 0.055344089218021725, -0.19010737312541248, 0.05834104130193836, -1.2636863430674619, -0.13966628406032047, 0.22705038111733286, 0.9396376181580616, -0.3295136043031303, -0.5140361760179192, -0.319014610692382, 0.5820080733087074, 0.20901830597840554, -0.33681887942761957, 0.3263328586002171, 0.061721418778684055, 0.6158596247028331, -0.44636183446208466, -0.20832594872762575, -0.24930039631758394, -0.930495460682434, 0.18827178634306543, 0.16597763217972655, 0.0032511100759708583, -0.14914932233433775]","[0.10168243589932946, -0.26444358029962894, 0.1015942611410656, 0.9256700598476982, -0.008750209850479446, 0.9324528430948648, -1.5963212046759905, 0.4698661099774324, 0.0213968634265978, -0.0802001304374815, 0.022574924603136485, -1.0477987216554117, -0.05633596300608582, 0.10003159052407026, 0.9098238223103832, -0.17308313523710453, -0.4519064887915818, -0.16388628474911943, 0.5908837126136115, 0.09005153939676759, -0.17978637150072413, 0.17024394850809696, 0.023907442459658118, 0.6501984792116157, -0.3207456327368326, -0.08968034244056258, -0.11327706890643827, -0.9058965066064696, 0.0792739227489338, 0.06839957293811202, 0.0012473315332779981, -0.0605987039180773]",3.252233009445701,2.931589911342129
4,20250115_035848,ackley,32,GradientDescent,False,500,0.0375978946685791,4.622972490030307,3.9302857960697293,"[-0.361385370972677, -0.2641857999073683, 0.41385019949817314, -0.15173068712750248, 0.19639069004556284, -1.847799325252996, -0.8616757487951513, 1.2828041604173828, -0.01694996337951253, -1.5290895896391072, -0.9799777311888892, -0.9069309841164817, 0.0935155922809862, -0.3952772753507791, -0.6022981849498856, 0.003597534860786944, 0.43652632341249725, -0.23667577542601978, -0.5251146933710252, -0.3851250437579561, 0.31049612403278826, -0.006743280121211488, 0.7010829804782062, -1.050571260687687, -0.7084284993967667, 0.7064226883693818, -0.7326341330869395, 1.2645821229941046, 1.2839431551546245, 1.2721750433643753, -0.8046459448816504, 0.07025930124810224]","[-0.2240632284366608, -0.13551639129166346, 0.2933260031150145, -0.06832909770951978, 0.09220165801007679, -1.8284900695226598, -0.8892258829251851, 1.0938912379827477, -0.007203028136490775, -1.4048427071339733, -0.9454830659197807, -0.912164229764965, 0.04059079313316443, -0.26663229349501755, -0.6450563746901441, 0.0015277644248032221, 0.3293742660323535, -0.11665735122488051, -0.4995406511340971, -0.25308071885052347, 0.1726219599691084, -0.0028638979897331295, 0.7736706648537359, -0.9758139281288949, -0.7808799229748022, 0.7789373868672705, -0.8028890086683916, 1.0818975845627934, 1.0946682937012433, 1.0867981106020632, -0.8560124205090788, 0.030205121252788233]",4.5059074867668,4.224683916302093
