optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.00046415888336127773,0.95,0.9999,1e-06,15.254278145486783,7.690096712878145,1000.0,0.0,3.180791787112476,0.8585255762824063
Adam,0.00046415888336127773,0.95,0.999,1e-08,15.23293512941043,7.68665068711175,1000.0,0.0,3.1784209321489896,0.8588936535905629
Adam,0.0001,0.95,0.9995,1e-06,19.535489172704942,9.049416416835305,1000.0,0.0,3.6118163749777907,0.8755587343850421
Adam,0.00046415888336127773,0.9,0.9995,1e-07,15.253155266498789,7.689865992974757,1000.0,0.0,3.180668042865376,0.8585398363234472
Adam,0.046415888336127774,0.99,0.9995,1e-07,0.0004097362774999894,0.0003579865556439946,1000.0,0.0,0.015196320693154245,0.008074701042134586
Adam,0.002154434690031882,0.95,0.9999,1e-08,4.45687535523103,3.2525218556504916,1000.0,0.0,1.6585729474175674,0.729628327380862
Adam,0.046415888336127774,0.99,0.9999,1e-08,0.00038700761582354285,0.000294377182829756,1000.0,0.0,0.01528711618581852,0.006228203427735286
Adam,0.021544346900318822,0.9,0.999,1e-07,3.8469794982750946e-13,5.978177409715811e-13,709.45,0.85,4.7538059805101156e-07,3.3047479818996605e-07
Adam,0.01,0.99,0.9999,1e-06,0.0013143923516737766,0.001421952458237398,1000.0,0.0,0.027122881980022044,0.01605190912768404
Adam,0.0001,0.99,0.9999,1e-08,19.532590459785645,9.049207204000362,1000.0,0.0,3.6115327785191873,0.8756151618665805
Adam,0.004641588833612777,0.9,0.999,1e-08,0.5109736175655645,0.6101088378304674,1000.0,0.0,0.4979475988358475,0.3909088742494285
Adam,0.002154434690031882,0.9,0.999,1e-06,4.3827937235626955,3.225038118807305,1000.0,0.0,1.6424127486650462,0.7306384875954722
Adam,0.0001,0.99,0.9999,1e-07,19.532590476208917,9.04920720491666,1000.0,0.0,3.611532780334046,0.8756151614786176
Adam,0.004641588833612777,0.9,0.9999,1e-06,0.5861149361374366,0.6715181109424291,1000.0,0.0,0.5412277488408963,0.40506887314091333
Adam,0.021544346900318822,0.99,0.9995,1e-08,0.0005557913378620037,0.0003945259608777554,1000.0,0.0,0.018097060222642406,0.008030112146487734
Adam,0.002154434690031882,0.95,0.999,1e-06,4.327899006507931,3.2069047677662086,1000.0,0.0,1.6300212122458515,0.7321976553410581
Adam,0.021544346900318822,0.95,0.999,1e-08,6.294271238230555e-13,1.2251677074392626e-12,670.05,1.0,5.33803027396613e-07,5.344101042456128e-07
Adam,0.002154434690031882,0.99,0.9995,1e-06,4.013332691030182,3.1077329637894398,1000.0,0.0,1.5556023394205245,0.7443412836826396
Adam,0.00046415888336127773,0.99,0.9999,1e-06,15.1967174115212,7.681231780602442,1000.0,0.0,3.174384665754879,0.8595656287649769
Adam,0.001,0.95,0.9999,1e-08,10.488613301848432,5.957356860298091,1000.0,0.0,2.6183211487476568,0.8270237359891441
Adam,0.004641588833612777,0.9,0.999,1e-08,0.5109736175655645,0.6101088378304674,1000.0,0.0,0.4979475988358475,0.3909088742494285
Adam,0.021544346900318822,0.9,0.9995,1e-08,3.4849401963542822e-12,7.930857729257733e-12,730.8,0.75,1.0207314036136048e-06,1.3913985676707147e-06
Adam,0.021544346900318822,0.99,0.999,1e-08,0.0004125841159154998,0.000289826444294992,1000.0,0.0,0.016187510904574775,0.005815638386483923
Adam,0.00046415888336127773,0.9,0.9999,1e-06,15.262590437776163,7.6914059747622,1000.0,0.0,3.181715209326334,0.8583793351752556
Adam,0.00021544346900318845,0.99,0.9995,1e-08,18.055398035437232,8.602948789135397,1000.0,0.0,3.468827500420763,0.8710423023650936
Adam,0.00046415888336127773,0.9,0.9995,1e-07,15.253155266498789,7.689865992974757,1000.0,0.0,3.180668042865376,0.8585398363234472
Adam,0.021544346900318822,0.9,0.999,1e-06,3.8469132732140015e-13,5.97823131393877e-13,709.45,0.85,4.753758326132343e-07,3.3047099925301154e-07
Adam,0.00021544346900318845,0.95,0.9995,1e-07,18.070323569967563,8.60450124597605,1000.0,0.0,3.4703467031688837,0.8707667218458539
Adam,0.1,0.9,0.9999,1e-06,2.0693740743522824e-13,4.4190477426630417e-13,288.8,1.0,3.227401471654505e-07,2.815887204405343e-07
Adam,0.004641588833612777,0.99,0.999,1e-07,0.251508966616894,0.3843574238603131,1000.0,0.0,0.3148854270623982,0.3249552167865896
Adam,0.002154434690031882,0.9,0.999,1e-08,4.382792811105771,3.225037863392143,1000.0,0.0,1.6424125190954275,0.730638514789594
Adam,0.002154434690031882,0.95,0.9995,1e-06,4.400140511924469,3.232350267058695,1000.0,0.0,1.6461029966913796,0.7306925760029471
Adam,0.00046415888336127773,0.99,0.9995,1e-07,15.186860307862592,7.679672873551406,1000.0,0.0,3.173286738794326,0.8597408291182539
Adam,0.00046415888336127773,0.9,0.9999,1e-08,15.26258981059745,7.69140590090565,1000.0,0.0,3.181715130547137,0.8583793491430514
Adam,0.004641588833612777,0.95,0.9999,1e-06,0.5495772890534487,0.6442217756477445,1000.0,0.0,0.5194135797445141,0.4001414086330684
Adam,0.004641588833612777,0.9,0.9995,1e-06,0.552709654451472,0.6445251315493833,1000.0,0.0,0.5223370404589281,0.39900118675861435
Adam,0.01,0.9,0.9995,1e-06,0.0019007190325308163,0.0034855109028838166,1000.0,0.0,0.023198942196403043,0.03217140555721733
Adam,0.002154434690031882,0.99,0.999,1e-08,3.9359746750509084,3.08062525029195,1000.0,0.0,1.5369474220441028,0.7467240748278772
Adam,0.00021544346900318845,0.95,0.999,1e-06,18.06721384113977,8.604160281800063,1000.0,0.0,3.470030555512781,0.8708224873462345
Adam,0.0001,0.9,0.999,1e-08,19.535268229077193,9.049398200955016,1000.0,0.0,3.6117947887805,0.875562832098271
Adam,0.01,0.95,0.999,1e-07,0.0007045337099223043,0.001340019799585274,958.15,0.25,0.013248061138292664,0.02020959033437732
Adam,0.1,0.9,0.9999,1e-08,2.0696353184870413e-13,4.4197505158297436e-13,288.8,1.0,3.2275646535767253e-07,2.8160816509161117e-07
Adam,0.021544346900318822,0.95,0.9999,1e-06,1.6489270986849403e-13,2.1534857230294176e-13,673.95,1.0,2.82412314610821e-07,1.731747870295832e-07
Adam,0.00046415888336127773,0.99,0.9999,1e-06,15.1967174115212,7.681231780602442,1000.0,0.0,3.174384665754879,0.8595656287649769
Adam,0.00046415888336127773,0.99,0.9999,1e-06,15.1967174115212,7.681231780602442,1000.0,0.0,3.174384665754879,0.8595656287649769
Adam,0.001,0.9,0.999,1e-08,10.449296323708813,5.948461244486594,1000.0,0.0,2.6129375191599724,0.8278154827436272
Adam,0.1,0.9,0.999,1e-08,1.2479059163004389e-13,1.747563762245905e-13,288.9,1.0,2.480044217224661e-07,1.4156553539587228e-07
Adam,0.004641588833612777,0.95,0.9999,1e-06,0.5495772890534487,0.6442217756477445,1000.0,0.0,0.5194135797445141,0.4001414086330684
Adam,0.002154434690031882,0.95,0.9995,1e-07,4.400139691117049,3.2323500366576097,1000.0,0.0,1.6461027908573207,0.7306925999479605
Adam,0.021544346900318822,0.95,0.999,1e-08,6.294271238230555e-13,1.2251677074392626e-12,670.05,1.0,5.33803027396613e-07,5.344101042456128e-07
Adam,0.00046415888336127773,0.95,0.9999,1e-08,15.254277516278403,7.690096638883817,1000.0,0.0,3.1807917080461197,0.8585255903398225
Adam,0.0001,0.95,0.999,1e-06,19.534752824538028,9.049359995966752,1000.0,0.0,3.6117443832050142,0.8755727740553951
Adam,0.001,0.99,0.9999,1e-07,10.304484896239975,5.918848240943921,1000.0,0.0,2.5928647976908183,0.8313475768903934
Adam,0.01,0.9,0.999,1e-06,0.0012667853843835281,0.0023532647351816064,1000.0,0.0,0.018569738947724658,0.026538862521858407
Adam,0.01,0.9,0.999,1e-08,0.0012667826964543997,0.002353260550317379,1000.0,0.0,0.018569715380518746,0.026538833683123618
Adam,0.0001,0.9,0.9995,1e-06,19.536003542683446,9.049454855325138,1000.0,0.0,3.6118666749103845,0.8755488398497601
Adam,0.00021544346900318845,0.9,0.9995,1e-08,18.07250181363719,8.604735470645586,1000.0,0.0,3.470568217172579,0.8707272497959406
Adam,0.046415888336127774,0.9,0.999,1e-08,7.780832961763095e-13,1.7115584520422586e-12,327.75,1.0,5.138843000083808e-07,5.892984343374697e-07
Adam,0.0001,0.95,0.999,1e-08,19.534752644362797,9.0493599859156,1000.0,0.0,3.6117443632989854,0.875572778306089
Adam,0.046415888336127774,0.9,0.9995,1e-06,8.033897852991292e-13,1.4780199725894232e-12,326.0,1.0,5.483514782559727e-07,6.401263961626868e-07
Adam,0.00021544346900318845,0.9,0.999,1e-06,18.06940226445403,8.604393268112059,1000.0,0.0,3.470253168897127,0.8707826010275023
Adam,0.00046415888336127773,0.95,0.9995,1e-06,15.244791320240846,7.688554620200618,1000.0,0.0,3.1797384129001607,0.8586878963686627
Adam,0.1,0.9,0.9995,1e-06,1.0367351677153431e-13,1.0992588497860875e-13,291.25,1.0,2.459457866112072e-07,1.3780614629906432e-07
Adam,0.002154434690031882,0.99,0.9999,1e-08,4.073978960920812,3.1291869805725034,1000.0,0.0,1.5699891909343382,0.7426465349701404
Adam,0.021544346900318822,0.99,0.9995,1e-07,0.0005557913911757706,0.0003945259923362067,1000.0,0.0,0.018097060631579207,0.008030113524113843
