optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.00021544346900318845,0.95,0.9999,1e-07,18.072826937098977,8.604780347370705,1000.0,0.0,3.4706011056505766,0.8707222700318752
Adam,0.001,0.95,0.9995,1e-08,10.459397571244232,5.950862611690925,1000.0,0.0,2.6143180938449517,0.8276299153057677
Adam,0.021544346900318822,0.95,0.9995,1e-06,1.079704356910038e-12,3.5633736899842997e-12,662.0,1.0,5.381041478063348e-07,8.351872313061939e-07
Adam,0.021544346900318822,0.99,0.9999,1e-06,0.0006071175026614016,0.00044174861622222835,1000.0,0.0,0.019008386547192634,0.008161681230661853
Adam,0.00046415888336127773,0.95,0.999,1e-06,15.232935767327177,7.686650761426238,1000.0,0.0,3.1784210124074996,0.8588936391464346
Adam,0.01,0.95,0.999,1e-07,0.0007045337099223043,0.001340019799585274,958.15,0.25,0.013248061138292664,0.02020959033437732
Adam,0.00021544346900318845,0.95,0.999,1e-06,18.06721384113977,8.604160281800063,1000.0,0.0,3.470030555512781,0.8708224873462345
Adam,0.1,0.9,0.9995,1e-06,1.0367351677153431e-13,1.0992588497860875e-13,291.25,1.0,2.459457866112072e-07,1.3780614629906432e-07
Adam,0.002154434690031882,0.9,0.999,1e-06,4.3827937235626955,3.225038118807305,1000.0,0.0,1.6424127486650462,0.7306384875954722
Adam,0.00021544346900318845,0.99,0.9999,1e-07,18.057958137465373,8.603220711290145,1000.0,0.0,3.4690880349763056,0.8709955152163074
Adam,0.00046415888336127773,0.9,0.9995,1e-06,15.253155840126777,7.689866060240152,1000.0,0.0,3.1806681149571037,0.8585398234715403
Adam,0.021544346900318822,0.9,0.9995,1e-06,3.4849789327624084e-12,7.930944771104214e-12,730.8,0.75,1.020734120559986e-06,1.3914091565569728e-06
Adam,0.021544346900318822,0.95,0.999,1e-06,6.291047029630385e-13,1.2243950556727876e-12,670.05,1.0,5.337049824845378e-07,5.342155078694444e-07
Adam,0.002154434690031882,0.99,0.999,1e-07,3.9359747595200547,3.0806252751500924,1000.0,0.0,1.5369474452227323,0.7467240715294196
Adam,0.01,0.99,0.999,1e-07,0.0013143677027207736,0.0011118622946008918,1000.0,0.0,0.027035666709279794,0.014550095065494411
Adam,0.00046415888336127773,0.95,0.9995,1e-07,15.244790744741797,7.688554552804888,1000.0,0.0,3.179738340543711,0.8586879093029974
Adam,0.00021544346900318845,0.9,0.9999,1e-07,18.07499715065497,8.605015512205147,1000.0,0.0,3.470821753719716,0.8706831214604661
Adam,0.1,0.95,0.999,1e-08,2.717275872613813e-13,5.036855609177471e-13,576.65,1.0,3.807711116189649e-07,3.0425262345529723e-07
Adam,0.046415888336127774,0.95,0.999,1e-07,7.890632233657302e-12,2.929553985200028e-11,563.5,1.0,9.703534748884987e-07,1.8644703351194003e-06
Adam,0.021544346900318822,0.95,0.999,1e-07,6.293978086487534e-13,1.2250974555277163e-12,670.05,1.0,5.337941142948251e-07,5.343924133614611e-07
Adam,0.1,0.9,0.9995,1e-08,1.0368228772553622e-13,1.0994239058639494e-13,291.25,1.0,2.459537520643708e-07,1.378185115386008e-07
Adam,0.00021544346900318845,0.99,0.999,1e-08,18.052216352359274,8.602617303569415,1000.0,0.0,3.4685035658130956,0.8711010631631566
Adam,0.0001,0.99,0.9999,1e-07,19.532590476208917,9.04920720491666,1000.0,0.0,3.611532780334046,0.8756151614786176
Adam,0.046415888336127774,0.95,0.999,1e-08,7.890835755163038e-12,2.9296270829728824e-11,563.5,1.0,9.703675166518088e-07,1.8645047368962523e-06
Adam,0.021544346900318822,0.95,0.9995,1e-07,1.0801620387528952e-12,3.565069684966761e-12,662.0,1.0,5.381845558462955e-07,8.353714947276894e-07
Adam,0.046415888336127774,0.99,0.9995,1e-06,0.0004097364158310608,0.0003579865264451972,1000.0,0.0,0.015196337632810988,0.008074670587199245
Adam,0.001,0.95,0.9999,1e-07,10.488613385946644,5.957356873573247,1000.0,0.0,2.6183211617889377,0.8270237336919479
Adam,0.00021544346900318845,0.95,0.9999,1e-08,18.0728269050176,8.604780344757149,1000.0,0.0,3.4706011019633225,0.8707222707551026
Adam,0.01,0.99,0.999,1e-06,0.001314368661261777,0.0011118634498731269,1000.0,0.0,0.027035672949505696,0.014550114637987855
Adam,0.0001,0.9,0.9999,1e-06,19.53659747918311,9.049501340616713,1000.0,0.0,3.6119247251064692,0.8755376030008043
Adam,0.00021544346900318845,0.99,0.9999,1e-07,18.057958137465373,8.603220711290145,1000.0,0.0,3.4690880349763056,0.8709955152163074
Adam,0.046415888336127774,0.9,0.999,1e-07,7.780668440615188e-13,1.7115226850216842e-12,327.75,1.0,5.1387998289136e-07,5.892897741771509e-07
Adam,0.046415888336127774,0.99,0.9999,1e-06,0.0003870071367103509,0.0002943762988637058,1000.0,0.0,0.015287109075616168,0.00622818956074422
Adam,0.0001,0.95,0.999,1e-08,19.534752644362797,9.0493599859156,1000.0,0.0,3.6117443632989854,0.875572778306089
Adam,0.046415888336127774,0.99,0.999,1e-06,0.0003556909066434183,0.00030702413650732495,1000.0,0.0,0.014517982440180202,0.007395307652316814
