optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.002154434690031882,0.99,0.999,1e-07,6.995765887035299,1.5996969417435012,1000.0,0.0,3.0810605410204808,0.891947334876241
Adam,0.021544346900318822,0.9,0.9995,1e-08,6.995647884457021,1.5997228738283182,293.85,1.0,3.081186280082442,0.8928548147154834
Adam,0.046415888336127774,0.99,0.9999,1e-07,6.179957226164963,2.9613775951395622,1000.0,0.0,2.7457587238334598,1.4061478463677761
Adam,0.021544346900318822,0.99,0.999,1e-08,6.751767655790443,2.1724382893863536,1000.0,0.0,2.983294972642557,1.0947291034539064
Adam,0.00046415888336127773,0.9,0.9999,1e-06,7.0003876129119025,1.5963744144844643,1000.0,0.0,3.0892566663294683,0.8891925230103105
Adam,0.01,0.95,0.9995,1e-06,6.9956478844569885,1.5997228738283047,592.9,1.0,3.081186288721955,0.8928548218830824
Adam,0.021544346900318822,0.99,0.9999,1e-06,6.75184300682794,2.1722183358029077,1000.0,0.0,2.9837042386368435,1.094563369786519
Adam,0.001,0.95,0.9995,1e-06,6.995647884457435,1.5997228738277054,822.6,0.95,3.081186315718395,0.8928547804111239
Adam,0.01,0.9,0.9999,1e-08,6.995647884457009,1.599722873828291,297.65,1.0,3.0811862883742016,0.8928548173663643
Adam,0.0001,0.9,0.9999,1e-07,8.55237226637467,1.6927122664163068,1000.0,0.0,3.28824691835545,0.8563428710934805
Adam,0.00021544346900318845,0.95,0.9999,1e-08,7.704989707919607,1.5987222852010996,1000.0,0.0,3.1995698900268605,0.8672175917346833
Adam,0.046415888336127774,0.99,0.999,1e-06,6.1797610520419175,2.9617922478104552,1000.0,0.0,2.745722415681798,1.406308939058256
Adam,0.0001,0.9,0.9999,1e-08,8.552372234940208,1.6927122594144017,1000.0,0.0,3.288246914532946,0.8563428705667887
Adam,0.0001,0.95,0.9995,1e-07,8.56128538192267,1.6942705428545262,1000.0,0.0,3.2894311740769715,0.8563096338090106
Adam,0.021544346900318822,0.99,0.9995,1e-08,6.751790822976925,2.172396042777954,1000.0,0.0,2.9836088936077445,1.094630451971042
Adam,0.001,0.99,0.9999,1e-06,6.996200680174686,1.599536823090405,1000.0,0.0,3.083267956364682,0.8923889364692108
Adam,0.0001,0.9,0.999,1e-06,8.563248566507117,1.6944840524503604,1000.0,0.0,3.289633352713195,0.8563008894924508
Adam,0.00046415888336127773,0.9,0.999,1e-08,7.003110906476065,1.5947121738615773,1000.0,0.0,3.091073765841695,0.8884773960554775
Adam,0.00046415888336127773,0.95,0.9999,1e-07,7.000250491993515,1.5963332804460717,993.6,0.05,3.088961390083988,0.8891890563459022
Adam,0.00021544346900318845,0.99,0.9995,1e-08,7.850036516351613,1.6445024823700205,1000.0,0.0,3.2164088447067565,0.8665059472114877
Adam,0.046415888336127774,0.9,0.9995,1e-07,6.995647884457044,1.5997228738282612,292.3,1.0,3.0811862892737745,0.892854819940901
Adam,0.001,0.95,0.9999,1e-06,6.995647884458781,1.5997228738259293,827.75,0.9,3.0811863463706275,0.8928547383319142
Adam,0.001,0.99,0.9995,1e-08,6.996230698729247,1.5995385004198446,1000.0,0.0,3.0832952189893597,0.8923714841584469
Adam,0.004641588833612777,0.95,0.9999,1e-08,6.995647884456986,1.5997228738283034,621.9,1.0,3.0811862840885844,0.8928548176961796
Adam,0.004641588833612777,0.99,0.9995,1e-08,6.995699749264242,1.5997297564805941,1000.0,0.0,3.081760648974879,0.8928996753322258
Adam,0.001,0.99,0.9995,1e-07,6.996230698815005,1.5995385004886402,1000.0,0.0,3.0832952194006578,0.8923714843480545
Adam,0.004641588833612777,0.99,0.9999,1e-06,6.995698766884184,1.599730492328974,1000.0,0.0,3.0815210517727754,0.8930047583113039
Adam,0.00021544346900318845,0.99,0.9995,1e-06,7.8500371567451905,1.6445027427643168,1000.0,0.0,3.216408915970696,0.8665059458632034
Adam,0.00046415888336127773,0.95,0.999,1e-08,7.0033535126035344,1.5944079793412755,987.4,0.05,3.0910234011926065,0.8883780285079068
Adam,0.00021544346900318845,0.99,0.9995,1e-06,7.8500371567451905,1.6445027427643168,1000.0,0.0,3.216408915970696,0.8665059458632034
Adam,0.004641588833612777,0.9,0.9995,1e-06,6.995647884456995,1.5997228738282876,320.95,1.0,3.081186279009474,0.8928548318485247
Adam,0.002154434690031882,0.99,0.999,1e-06,6.995765887039527,1.599696941398883,1000.0,0.0,3.081060544164835,0.8919473315916262
Adam,0.001,0.99,0.9995,1e-07,6.996230698815005,1.5995385004886402,1000.0,0.0,3.0832952194006578,0.8923714843480545
Adam,0.004641588833612777,0.99,0.999,1e-07,6.995704740595498,1.5997170470317892,1000.0,0.0,3.081803228522855,0.8927186646867746
Adam,0.046415888336127774,0.99,0.999,1e-07,6.17983530169454,2.9616374240630483,1000.0,0.0,2.745747969095416,1.4062590553050363
Adam,0.004641588833612777,0.9,0.9995,1e-08,6.995647884456995,1.5997228738282874,320.95,1.0,3.081186279009159,0.8928548318489103
Adam,0.1,0.95,0.9995,1e-08,6.752449220989705,2.170241375158484,598.85,0.95,2.9835744664047126,1.094219346841721
Adam,0.00021544346900318845,0.9,0.9999,1e-08,7.683579310157029,1.5914833679771108,1000.0,0.0,3.1970681594327734,0.8673649242825031
Adam,0.021544346900318822,0.99,0.999,1e-08,6.751767655790443,2.1724382893863536,1000.0,0.0,2.983294972642557,1.0947291034539064
Adam,0.021544346900318822,0.9,0.9995,1e-07,6.995647884457021,1.5997228738283176,293.85,1.0,3.0811862800824557,0.8928548147155858
Adam,0.00046415888336127773,0.95,0.9995,1e-06,7.001484069097488,1.5955455180864495,990.55,0.05,3.0898519733054557,0.8888319905406653
Adam,0.002154434690031882,0.99,0.999,1e-07,6.995765887035299,1.5996969417435012,1000.0,0.0,3.0810605410204808,0.891947334876241
Adam,0.0001,0.95,0.9999,1e-08,8.556366497192489,1.693481334362379,1000.0,0.0,3.288808241540115,0.8563262352485895
Adam,0.004641588833612777,0.9,0.9999,1e-08,6.995647884456996,1.5997228738282878,321.35,1.0,3.0811862792908005,0.8928548305516736
Adam,0.00021544346900318845,0.95,0.9995,1e-06,7.731230868942106,1.6058271338273804,1000.0,0.0,3.2024479484505393,0.8669574876454297
Adam,0.002154434690031882,0.95,0.9999,1e-06,6.995647884456983,1.5997228738283027,660.75,1.0,3.081186282937847,0.8928548240064914
Adam,0.0001,0.9,0.9999,1e-08,8.552372234940208,1.6927122594144017,1000.0,0.0,3.288246914532946,0.8563428705667887
Adam,0.0001,0.95,0.999,1e-08,8.566897034575083,1.6952060806842115,1000.0,0.0,3.290147944920495,0.856291369453534
Adam,0.021544346900318822,0.95,0.9999,1e-08,6.995647884457203,1.5997228738285034,575.05,1.0,3.0811862600169717,0.8928548182392276
Adam,0.002154434690031882,0.9,0.9995,1e-07,6.995647884456993,1.5997228738282951,396.75,1.0,3.0811862827190195,0.8928548295887987
Adam,0.046415888336127774,0.95,0.9995,1e-06,6.995647884457069,1.5997228738283835,578.35,1.0,3.0811862965471226,0.8928548467393309
