optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.021544346900318822,0.99,0.9995,1e-08,11.541621283593607,6.617758203531648,1000.0,0.0,3.2559857414685474,0.9384527769813542
Adam,0.002154434690031882,0.99,0.999,1e-07,11.541976924973554,6.617677407573219,1000.0,0.0,3.2558380242306724,0.9386578204824154
Adam,0.046415888336127774,0.9,0.999,1e-08,11.541472985588133,6.6177292720617205,328.15,1.0,3.2560893944457243,0.9386209440030348
Adam,0.00021544346900318845,0.9,0.999,1e-08,14.540766710064997,7.322117295636581,994.0,0.05,3.243200255810808,0.927652428854915
Adam,0.1,0.99,0.9995,1e-07,11.541609698539979,6.617717580705602,1000.0,0.0,3.2559773828669707,0.938368610873201
Adam,0.046415888336127774,0.95,0.9995,1e-08,11.541472985588141,6.617729272061735,647.55,1.0,3.2560893938619677,0.9386209422172826
Adam,0.001,0.9,0.9995,1e-08,11.541473051425188,6.617729294341308,887.9,0.2,3.256094807712445,0.9386228818515335
Adam,0.0001,0.99,0.9995,1e-06,20.725906090551653,10.066313126968502,1000.0,0.0,3.2197450934343292,0.9202818215916654
Adam,0.1,0.99,0.9999,1e-06,11.541591621644454,6.617720257588649,1000.0,0.0,3.2561110035456067,0.9387859546151072
Adam,0.00021544346900318845,0.99,0.9995,1e-06,14.671672224503144,7.607318699848464,1000.0,0.0,3.2466288749114667,0.9300015118267271
Adam,0.021544346900318822,0.99,0.9995,1e-07,11.541621283579646,6.617758203529461,1000.0,0.0,3.2559857414881774,0.9384527769189526
Adam,0.01,0.95,0.9999,1e-07,11.541472985588133,6.617729272061721,656.15,1.0,3.256089395834388,0.938620944954849
Adam,0.00046415888336127773,0.9,0.9999,1e-08,11.599040156224268,6.617945654357694,955.9,0.1,3.2567917413519702,0.9374902293092834
Adam,0.1,0.9,0.999,1e-08,11.54147298558813,6.617729272061722,331.8,1.0,3.256089394518586,0.93862094323494
Adam,0.046415888336127774,0.9,0.9999,1e-06,11.541472985588152,6.617729272061714,322.55,1.0,3.2560893947100444,0.9386209425936115
Adam,0.002154434690031882,0.95,0.9995,1e-08,11.541472985588127,6.617729272061721,713.65,1.0,3.256089395604745,0.9386209435899295
Adam,0.002154434690031882,0.9,0.9999,1e-07,11.541472985588149,6.617729272061767,468.7,1.0,3.2560893982027324,0.9386209480005006
Adam,0.00046415888336127773,0.99,0.9995,1e-08,11.559786492414776,6.625100291173244,1000.0,0.0,3.259323920330943,0.9410710040465811
Adam,0.002154434690031882,0.9,0.999,1e-07,11.541472985588129,6.61772927206172,450.25,1.0,3.256089394698312,0.9386209441772653
Adam,0.004641588833612777,0.9,0.999,1e-08,11.541472985588127,6.617729272061722,350.85,1.0,3.256089395197324,0.9386209426764218
Adam,0.004641588833612777,0.9,0.9999,1e-07,11.541472985588127,6.6177292720617205,354.15,1.0,3.256089395584749,0.938620943551329
Adam,0.1,0.9,0.999,1e-07,11.54147298558813,6.6177292720617205,331.8,1.0,3.256089394518586,0.93862094323494
Adam,0.1,0.9,0.9999,1e-07,11.54147298558816,6.617729272061734,325.5,1.0,3.2560893986646633,0.9386209463239826
Adam,0.021544346900318822,0.99,0.9999,1e-07,11.541623365952008,6.617714881557556,1000.0,0.0,3.256031899286126,0.9385500542518525
Adam,0.001,0.99,0.9999,1e-07,11.542653934005646,6.617590354630011,1000.0,0.0,3.2568009682464165,0.9392136655072777
Adam,0.004641588833612777,0.95,0.9999,1e-07,11.541472985588127,6.6177292720617205,679.8,1.0,3.256089395087364,0.9386209431777728
Adam,0.021544346900318822,0.99,0.999,1e-07,11.541678161312612,6.617712433229512,1000.0,0.0,3.256084188533344,0.938522204754412
Adam,0.002154434690031882,0.95,0.999,1e-08,11.541472985588126,6.617729272061721,713.85,1.0,3.2560893953053265,0.9386209432162056
Adam,0.046415888336127774,0.99,0.9999,1e-06,11.54159586591141,6.617746123994404,1000.0,0.0,3.2561165593238273,0.9384165314190532
Adam,0.00021544346900318845,0.99,0.999,1e-08,14.726068068789042,7.686766389905499,1000.0,0.0,3.24715824956136,0.930360011659906
Adam,0.004641588833612777,0.95,0.9995,1e-06,11.541472985588133,6.61772927206172,675.3,1.0,3.2560893941760973,0.9386209436367501
Adam,0.001,0.99,0.9995,1e-07,11.542659181518692,6.617706102994677,1000.0,0.0,3.256881887727978,0.9393945089891614
Adam,0.004641588833612777,0.95,0.9999,1e-07,11.541472985588127,6.6177292720617205,679.8,1.0,3.256089395087364,0.9386209431777728
Adam,0.001,0.9,0.9999,1e-08,11.541473103185837,6.617729303431134,890.45,0.2,3.2560965292355077,0.9386230702770603
Adam,0.01,0.95,0.999,1e-08,11.541472985588129,6.617729272061721,668.35,1.0,3.256089395281419,0.9386209429798249
Adam,0.00046415888336127773,0.99,0.999,1e-06,11.563295342056136,6.6272792902888895,1000.0,0.0,3.2594666264690053,0.9415915126156691
Adam,0.002154434690031882,0.95,0.9999,1e-06,11.54147298558813,6.617729272061723,709.4,1.0,3.256089395892908,0.9386209442554204
Adam,0.0001,0.9,0.9999,1e-06,20.56594863742217,9.773175556044183,1000.0,0.0,3.2192621011521174,0.918149684675894
Adam,0.021544346900318822,0.95,0.9995,1e-06,11.541472985588133,6.61772927206172,649.9,1.0,3.2560893958415775,0.9386209419265705
Adam,0.021544346900318822,0.95,0.999,1e-06,11.541472985588133,6.617729272061723,653.65,1.0,3.2560893933212585,0.9386209420787481
Adam,0.00046415888336127773,0.9,0.9995,1e-08,11.597672143295078,6.6183803232232625,954.35,0.1,3.2569604593564905,0.9377029153069311
Adam,0.01,0.95,0.999,1e-08,11.541472985588129,6.617729272061721,668.35,1.0,3.256089395281419,0.9386209429798249
Adam,0.046415888336127774,0.9,0.9999,1e-06,11.541472985588152,6.617729272061714,322.55,1.0,3.2560893947100444,0.9386209425936115
Adam,0.046415888336127774,0.95,0.9999,1e-08,11.541472985588133,6.617729272061721,653.0,1.0,3.256089395162055,0.9386209450208868
