function,dimension,method,initial_value_mean,initial_value_std,final_value_mean,final_value_std,iterations_mean,iterations_std,runtime_mean,runtime_std,success_rate,best_so_far_mean,best_so_far_std,initial_distance_to_minimum_mean,initial_distance_to_minimum_std,final_distance_to_minimum_mean,final_distance_to_minimum_std,mean_distance_to_minimum,std_distance_to_minimum,improvements_mean,improvements_std,relative_improvements_mean,relative_improvements_std,step_sizes_mean,step_sizes_std,gradient_norm_mean,gradient_norm_std,cosine_similarity_mean,cosine_similarity_std,gradient_angle_mean,gradient_angle_std
ackley,2,gradient_descent,16.955320570448514,0.050783517103013764,15.280273854640873,0.14702766918563803,28.0,2.0,0.006800532341003418,0.0005067586898803711,1.0,15.547583710962385,0.05697797812144412,10.284685935788403,0.04068201762992274,10.207674700750953,0.22054209014305304,10.225830889972734,0.17309375499647484,0.3545908792435186,0.018684986031524076,8.300796902962261,0.6106995039069032,0.012949041762757275,0.0007850198011000653,1.29490418838125,0.07850197522136193,0.9996500685653541,0.0003406770185405694,0.7191848392709127,0.4879323925155187
ackley,2,sgd,16.955320570448514,0.050783517103013764,15.280274527064156,0.14702708805667974,1000.0,0.0,0.18227291107177734,0.0021924972534179688,0.0,15.288189040053975,0.14389092362394873,10.284685935788403,0.04068201762992274,10.207714519654386,0.22045891314065713,10.208299147048429,0.21912485855783892,0.010310150551719906,0.0012498149773606405,9.829147123662109,1.1187217211742464,0.0005214689925960665,5.0619647738640486e-05,0.04499525060190204,0.0048798423510374965,0.36797868509695897,0.0001018226362275998,62.825185337112075,0.17898219140667138
ackley,2,sgd_momentum,16.955320570448514,0.050783517103013764,15.2802752796264,0.1470278514338954,1000.0,0.0,0.18688154220581055,0.0027680397033691406,0.0,15.28639153273025,0.14567583323264888,10.284685935788403,0.04068201762992274,10.207697632973264,0.22036968319387285,10.207723378706152,0.2200985543599261,0.009969919361307306,0.0011796202564495345,9.839717123467565,1.129217198293948,0.0027549322437510843,0.00012121541075160312,0.17819001977372112,0.0021912651064885658,0.6154510853606108,0.0190346729398711,43.85742832750651,0.11060832848650293
ackley,2,momentum,16.955320570448514,0.050783517103013764,15.280273854640892,0.1470276691856247,304.0,2.0,0.05490422248840332,0.0002772808074951172,1.0,15.300369662776504,0.14240809392952158,10.284685935788403,0.04068201762992274,10.207674713358312,0.22054208014145704,10.207832002645581,0.2191264090934304,0.032746271242104934,0.004084185362123448,9.75733314276614,1.1101913013385092,0.008082306076239425,0.00046962844805213417,0.5161824397984389,0.01241646892346654,0.6386070595548343,0.047966593325350804,43.21885777297913,0.2852954874075522
ackley,2,rmsprop,16.955320570448514,0.050783517103013764,15.280943382935764,0.14635814089074461,522.0,478.0,0.10261976718902588,0.0913013219833374,0.5,15.380029497586275,0.22396338828323525,10.284685935788403,0.04068201762992274,10.207169417307746,0.22104737792169615,10.192861908928203,0.2012228689558473,0.10699258019152189,0.09537193832599633,9.28606619965319,1.5926040044338028,0.010617345570811586,0.0033314309356466108,1.0948182546348075,0.5895953902323906,0.0401508551757746,0.9595117041734462,86.94619327546688,85.78409664079338
ackley,2,adam,16.955320570448514,0.050783517103013764,15.280273854640892,0.1470276691856256,847.5,152.5,0.1670445203781128,0.031262993812561035,0.5,15.546509419253177,0.08584035830810155,10.284685935788403,0.04068201762992274,10.207674707741987,0.2205420734732746,10.221535079208854,0.17098389413039428,0.012394717796244273,0.0007407585568390239,8.306623119981685,0.7809081490860508,0.0004515121648514795,1.8524668116858808e-05,1.703027058561055,0.030438551969072414,0.9407242972635228,0.05927451377494364,5.976030671122692,5.901766981497636
ackley,2,BFGS,16.955320570448514,0.050783517103013764,13.47629383922142,1.9510076846051492,7.5,0.5,0.0048732757568359375,0.0005006790161132812,1.0,13.914368377359843,1.7331535825118465,10.284685935788403,0.04068201762992274,8.244211541697203,2.1840052953188676,8.451393219935369,1.941425051497153,2.373048764531011,1.2665935806668047,17.90373868626252,10.467775846777124,0.5546203886272276,0.5020512941423174,1.4474803933644824,0.05904427258341349,-0.047017334967161116,0.008640699929488162,95.23487932696867,0.21753100585920038
ackley,2,newton-cg,16.955320570448514,0.050783517103013764,15.280273873155332,0.14702766800752443,13.5,4.5,0.009758234024047852,0.002515554428100586,1.0,15.418553161953678,0.09617516057361541,10.284685935788403,0.04068201762992274,10.207666160172405,0.22053736692390216,10.216017531980846,0.19788532620729082,0.7833916892110538,0.31921612877031064,9.061114609674366,0.8396014949856756,0.034450814094002996,0.013048059855604062,0.4889537647321851,0.11335716877378502,0.7923055436110481,0.08189178295278787,18.849414998191797,6.278893302759739
ackley,2,trust-exact,16.955320570448514,0.050783517103013764,15.280273854714325,0.14702766919223542,24.5,3.5,0.01758110523223877,0.0037957429885864258,1.0,15.441391919928028,0.09616942732492717,10.284685935788403,0.04068201762992274,10.207674178778875,0.22054179613120084,10.216723026192666,0.19536580527649505,0.4101047584674048,0.10617940652813893,8.926413849565943,0.8399711284266971,0.02056378101340091,0.009339955105102703,0.7244982956127851,0.03968599085615776,0.8791419117306678,0.12072317021905704,10.57151240200197,10.33702671371981
ackley,2,trust-krylov,16.955320570448514,0.050783517103013764,15.2802738546814,0.14702766922513533,17.0,11.0,0.014201045036315918,0.007306218147277832,1.0,15.66826194154321,0.1306071687759056,10.284685935788403,0.04068201762992274,10.207674281869876,0.22054169316767513,10.253352588519972,0.15858924303220334,0.9632525554121372,0.6592998398394194,7.592361669771616,0.4935283860443591,0.05228378932751344,0.04106029938726196,1.526702144857465,0.8401884326958332,0.4347475401524636,0.5650592635462943,49.25396096845119,48.80236022796296
