optimizer,lr,momentum,noise_scale,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
SGD+Momentum,0.0001,0.9,0.01,0.02241235363945423,0.035784514627438334,1000.0,0.0,0.1178526037984001,0.08944302973084074
SGD+Momentum,0.002154434690031882,0.95,0.01,1.0134113521152356e-05,4.5248038265059594e-06,1000.0,0.0,0.0016420228469989392,0.0005081853259448704
SGD+Momentum,0.0001,0.9,0.01,0.022437569384272875,0.03583101196183821,1000.0,0.0,0.11788679925301641,0.08952658164816645
SGD+Momentum,0.00021544346900318845,0.9,0.01,0.00016274074466856938,0.00026838559293078737,1000.0,0.0,0.010058511268278544,0.007821893214724974
SGD+Momentum,0.00046415888336127773,0.8,0.01,9.604615306912139e-05,0.00016074464087901887,1000.0,0.0,0.0076673062821662795,0.006067004732367805
SGD+Momentum,0.002154434690031882,0.99,0.1,0.006094368183667784,0.0025294543055562196,1000.0,0.0,0.039484409596316786,0.010109200458323095
SGD+Momentum,0.046415888336127774,0.99,0.01,0.0038382388991918316,0.002059805782290267,1000.0,0.0,0.025624779891416472,0.005528374490578872
SGD+Momentum,0.002154434690031882,0.8,0.001,2.9901304134613925e-08,1.5701249747245792e-08,1000.0,0.0,8.753861571991642e-05,2.2502493979649824e-05
SGD+Momentum,0.00046415888336127773,0.95,0.1,0.0002545410344565342,0.00011365747235548188,1000.0,0.0,0.008913065269437274,0.002405569859396569
SGD+Momentum,0.004641588833612777,0.99,0.1,0.01246037096689365,0.004559051967925948,1000.0,0.0,0.05440452296311824,0.011116289507731369
SGD+Momentum,0.1,0.9,0.001,3.5818709048521137e-06,1.5951374625171466e-06,1000.0,0.0,0.0008926800370364051,0.00019438818683484166
SGD+Momentum,0.002154434690031882,0.99,0.1,0.0062947955010163705,0.0027371141989885866,1000.0,0.0,0.04117352439580458,0.011584212240584507
SGD+Momentum,0.001,0.9,0.1,0.0002402198446934185,0.00012710986874714457,1000.0,0.0,0.007748608741802723,0.0021790128610459807
SGD+Momentum,0.046415888336127774,0.9,0.01,0.00013547381937551305,5.913653164639114e-05,1000.0,0.0,0.005529596227019585,0.0011961892685945156
SGD+Momentum,0.00046415888336127773,0.95,0.1,0.00022969571478838438,9.462794893953001e-05,1000.0,0.0,0.007950199326923424,0.0018187939748077798
SGD+Momentum,0.004641588833612777,0.95,0.001,2.4081926744871877e-07,9.255254139735206e-08,1000.0,0.0,0.0002330745152646692,4.802164691596774e-05
SGD+Momentum,0.0001,0.8,0.01,0.24431648050011373,0.2900988453911046,1000.0,0.0,0.3797373574070197,0.24196499578312167
SGD+Momentum,0.021544346900318822,0.99,0.01,0.0016999732437918975,0.0009386145721039811,1000.0,0.0,0.019724735252361993,0.0058971892932925965
SGD+Momentum,0.046415888336127774,0.8,0.01,7.504424939610236e-05,4.08243638280998e-05,1000.0,0.0,0.004623544162915857,0.0011140639926138487
SGD+Momentum,0.001,0.95,0.01,5.247875592971023e-06,2.2384863235531e-06,1000.0,0.0,0.0012596577298957265,0.00034909618246190953
SGD+Momentum,0.01,0.8,0.01,1.483824435986325e-05,6.492391950924666e-06,1000.0,0.0,0.0020593721271395314,0.0006088594652045289
SGD+Momentum,0.002154434690031882,0.95,0.001,1.1194084219900678e-07,4.226517143769914e-08,1000.0,0.0,0.0001723921726168435,4.122659615832349e-05
SGD+Momentum,0.046415888336127774,0.9,0.1,0.013419846206857742,0.005896638704678515,1000.0,0.0,0.057388818043553426,0.015005261916734862
SGD+Momentum,0.001,0.8,0.01,1.36829420076694e-06,6.283650422871961e-07,1000.0,0.0,0.0006137183158619921,0.00017867464716725406
SGD+Momentum,0.002154434690031882,0.95,0.1,0.0011496564067231966,0.0005034220167608239,1000.0,0.0,0.018488694296416152,0.005563813222091044
SGD+Momentum,0.00021544346900318845,0.99,0.01,0.0015375495010900933,0.001066671240832584,1000.0,0.0,0.01612370040768376,0.004801673254856317
SGD+Momentum,0.00021544346900318845,0.99,0.01,0.0015219498833475274,0.001056985757064265,1000.0,0.0,0.016027556160312643,0.004690802117168402
SGD+Momentum,0.1,0.9,0.1,0.03892382451597049,0.015393025782433236,1000.0,0.0,0.09866986320112692,0.02713731768060301
SGD+Momentum,0.002154434690031882,0.8,0.1,0.00023706780720207277,0.00010096303982707553,1000.0,0.0,0.007741918737632368,0.0019923200202818974
SGD+Momentum,0.021544346900318822,0.9,0.001,5.779628803575588e-07,2.605178035241316e-07,1000.0,0.0,0.0003937393990110764,0.00012540130796439737
SGD+Momentum,0.00021544346900318845,0.8,0.01,0.01658853734053598,0.026711778247974834,1000.0,0.0,0.10139673334640172,0.07740651493379337
SGD+Momentum,0.00046415888336127773,0.8,0.1,0.00014600375204001085,0.00012897193253667068,1000.0,0.0,0.008815977198088517,0.005001810509973166
SGD+Momentum,0.00046415888336127773,0.9,0.01,1.0363141142847e-06,4.515450973047199e-07,1000.0,0.0,0.0005261770687113583,0.0001702156090903706
SGD+Momentum,0.1,0.9,0.1,0.03808034220611638,0.01580772923881452,1000.0,0.0,0.08884360942474111,0.01885313562192357
SGD+Momentum,0.01,0.95,0.1,0.0055897899900496945,0.002333778156856757,1000.0,0.0,0.03563742214880054,0.008696080409624796
SGD+Momentum,0.01,0.95,0.001,5.064549009698046e-07,2.2843296857980002e-07,1000.0,0.0,0.0003729837731438925,9.115278457404127e-05
SGD+Momentum,0.00046415888336127773,0.95,0.01,2.522661676371163e-06,8.289503055738729e-07,1000.0,0.0,0.0008351582903658717,0.0001574982868432654
SGD+Momentum,0.001,0.8,0.01,1.1818457169746843e-06,4.7330759406205014e-07,1000.0,0.0,0.0005664210217657581,0.00013811566956216622
SGD+Momentum,0.001,0.95,0.001,5.997747816096556e-08,1.954296236901938e-08,1000.0,0.0,0.00012160727615828214,2.1251548044200808e-05
SGD+Momentum,0.0001,0.95,0.001,0.0002343249433030096,0.0003913649881907291,1000.0,0.0,0.012054470770238841,0.009434170881835534
SGD+Momentum,0.1,0.95,0.001,8.079678529800135e-06,3.5466889284164505e-06,1000.0,0.0,0.0013646169835125526,0.0002481708927786591
SGD+Momentum,0.0001,0.95,0.001,0.00023438000440272012,0.00039138573993054956,1000.0,0.0,0.012054280690514639,0.009437297366142294
SGD+Momentum,0.00046415888336127773,0.8,0.001,9.630383709196885e-05,0.00016102334598872508,1000.0,0.0,0.0077253449416722865,0.006050746373012547
