function,dimension,method,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,start_distance,convergence_rate
michalewicz,2,gradient_descent,1.9692229254179387e-17,1,0.00020933151245117188,True,,,1.4954967766691273e-14,1.4954967766691273e-14,4.444196076265545,0.0
michalewicz,2,sgd,2.2865932509060736e-16,1000,0.04293656349182129,False,,,1.4954967766691273e-14,1.5301035462310103e-13,4.444196076265545,2.0875833749892903e-19
michalewicz,2,sgd_momentum,9.427473322291583e-20,1000,0.054334402084350586,False,,,1.4954967766691273e-14,9.408737056033455e-17,4.444196076265545,-1.9578376144811658e-20
michalewicz,2,momentum,1.9692229254179387e-17,1,0.00023508071899414062,True,,,1.4954967766691273e-14,1.4954967766691273e-14,4.444196076265545,0.0
michalewicz,2,rmsprop,1.9692452906339302e-17,1,0.0006766319274902344,True,,,1.4954967766691273e-14,1.4955128879605424e-14,4.444196076265545,1.1182607995719345e-22
michalewicz,2,adam,1.969225161926097e-17,1,0.0003800392150878906,True,,,1.4954967766691273e-14,1.495498387789011e-14,4.444196076265545,1.1182540791857642e-23
michalewicz,2,trust-exact,1.9692229254179387e-17,0,0.002039194107055664,True,,,1.4954967766691273e-14,1.4954967766691273e-14,4.444196076265545,0.0
michalewicz,2,trust-krylov,1.9692229254179387e-17,0,0.0018732547760009766,True,,,1.4954967766691273e-14,1.4954967766691273e-14,4.444196076265545,0.0
