function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm
ackley,4,0,gradient_descent,first_order,11.9671899570079,13.81482819045121,64,0.015593290328979492,True,11.724133001770088,13.81482819045121,2.863837158217619,6.178696424612106e-07
ackley,4,0,sgd,first_order,11.9671899570079,13.814830585263167,1000,0.20004558563232422,False,11.724036439248998,13.814830585263167,2.863837158217619,0.011312396629057902
ackley,4,0,momentum,first_order,11.9671899570079,13.814828190451212,304,0.053456783294677734,True,11.724132987716404,13.814828190451212,2.863837158217619,7.585142338182013e-07
ackley,4,0,rmsprop,first_order,11.9671899570079,13.814828190451204,59,0.012439250946044922,True,11.72413299911567,13.814828190451204,2.863837158217619,2.901956708516707e-07
ackley,4,0,adam,first_order,11.9671899570079,13.81482819045122,924,0.1808488368988037,True,11.724132996999403,13.81482819045122,2.863837158217619,9.409694269101732e-07
ackley,4,0,BFGS,second_order,11.9671899570079,10.825519957283376,16,0.007965326309204102,True,7.775707241608552,10.825519957283376,2.863837158217619,5.8458533983422334e-06
ackley,4,0,newton-cg,second_order,11.9671899570079,13.814828262576135,30,0.03652453422546387,True,11.724081931780397,13.814828262576135,2.863837158217619,0.0019593309330826142
ackley,4,0,trust-exact,second_order,11.9671899570079,13.788367108591663,50,0.06641387939453125,True,11.681393668164537,13.788367108591663,2.863837158217619,9.676670534567537e-05
ackley,4,0,trust-krylov,second_order,11.9671899570079,13.814828190587471,43,0.06324434280395508,True,11.72413080921618,13.814828190587471,2.863837158217619,8.517630299166428e-05
ackley,8,0,gradient_descent,first_order,17.25893214184474,14.006841445526073,138,0.02812480926513672,True,17.026950083801538,14.006841445526073,1.711546178089109,7.661287906307154e-07
ackley,8,0,sgd,first_order,17.25893214184474,14.006843694269614,1000,0.18651628494262695,False,17.02693072685309,14.006843694269614,1.711546178089109,0.007760212669482391
ackley,8,0,momentum,first_order,17.25893214184474,14.006841445526073,299,0.05569648742675781,True,17.026950058658812,14.006841445526073,1.711546178089109,7.75150787919182e-07
ackley,8,0,rmsprop,first_order,17.25893214184474,14.0081784055213,1000,0.19174909591674805,False,17.02663119750755,14.0081784055213,1.711546178089109,0.18898971072211632
ackley,8,0,adam,first_order,17.25893214184474,14.006841445526083,924,0.18160128593444824,True,17.026950108772958,14.006841445526083,1.711546178089109,9.485938556519495e-07
ackley,8,0,BFGS,second_order,17.25893214184474,13.707711825207975,20,0.011305093765258789,True,16.33733745227477,13.707711825207975,1.711546178089109,7.68098519221177e-06
ackley,8,0,newton-cg,second_order,17.25893214184474,14.006841776160183,38,0.13268566131591797,True,17.026982609171625,14.006841776160183,1.711546178089109,0.0029734126547628654
ackley,8,0,trust-exact,second_order,17.25893214184474,13.89297570476244,90,0.32346105575561523,True,16.760470920530707,13.89297570476244,1.711546178089109,9.481157205159209e-05
ackley,8,0,trust-krylov,second_order,17.25893214184474,14.006841445860694,89,0.3426830768585205,True,17.026951126243056,14.006841445860694,1.711546178089109,9.45958374072401e-05
ackley,16,0,gradient_descent,first_order,23.302948878360077,13.700900875085239,301,0.057120323181152344,True,23.082807630802193,13.700900875085239,1.1520759084818948,8.89750073739195e-07
ackley,16,0,sgd,first_order,23.302948878360077,13.700905584940365,1000,0.1860969066619873,False,23.082901519009322,13.700905584940365,1.1520759084818948,0.00793750012298026
ackley,16,0,momentum,first_order,23.302948878360077,13.700900875085212,294,0.060339927673339844,True,23.082807610997158,13.700900875085212,1.1520759084818948,6.503084563160219e-07
ackley,16,0,rmsprop,first_order,23.302948878360077,13.702235786493972,1000,0.18764781951904297,False,23.085578198403283,13.702235786493972,1.1520759084818948,0.13356394755058817
ackley,16,0,adam,first_order,23.302948878360077,13.700900875088609,1000,0.19382262229919434,False,23.082808096650087,13.700900875088609,1.1520759084818948,6.753987628546996e-06
ackley,16,0,BFGS,second_order,23.302948878360077,13.547525666123796,21,0.013557910919189453,True,22.601077842796357,13.547525666123796,1.1520759084818948,3.5675817593776077e-06
ackley,16,0,newton-cg,second_order,23.302948878360077,13.700900892827875,23,0.30132126808166504,True,23.082800286004748,13.700900892827875,1.1520759084818948,0.00048693489493582283
ackley,16,0,trust-exact,second_order,23.302948878360077,13.841082506666881,168,2.189323663711548,True,23.533453494338477,13.841082506666881,1.1520759084818948,9.676280522554192e-05
ackley,16,0,trust-krylov,second_order,23.302948878360077,13.70090087582391,162,2.1102135181427,True,23.082806457867775,13.70090087582391,1.1520759084818948,9.937125086755277e-05
ackley,32,0,gradient_descent,first_order,24.52202812615577,11.543728379786671,572,0.1124119758605957,True,24.30238158651095,11.543728379786671,0.7552750215456057,9.657270043538478e-07
ackley,32,0,sgd,first_order,24.52202812615577,11.543737825739838,1000,0.18325114250183105,False,24.302486494299323,11.543737825739838,0.7552750215456057,0.00794025431071987
ackley,32,0,momentum,first_order,24.52202812615577,11.54372837978664,301,0.05585432052612305,True,24.30238165557912,11.54372837978664,0.7552750215456057,8.523761533014358e-07
ackley,32,0,rmsprop,first_order,24.52202812615577,11.545061913979032,1000,0.18939208984375,False,24.298820813690654,11.545061913979032,0.7552750215456057,0.09416982689925302
ackley,32,0,adam,first_order,24.52202812615577,11.543728393530944,1000,0.1844937801361084,False,24.302352128482415,11.543728393530944,0.7552750215456057,0.00030052684745151046
ackley,32,0,BFGS,second_order,24.52202812615577,11.054197529763512,20,0.012895345687866211,True,22.707972039344824,11.054197529763512,0.7552750215456057,8.700178385852391e-06
ackley,32,0,newton-cg,second_order,24.52202812615577,11.543728520533598,29,1.4608712196350098,True,24.30240451251106,11.543728520533598,0.7552750215456057,0.0009682180124389869
ackley,32,0,trust-exact,second_order,24.52202812615577,11.776065683521011,322,17.302974700927734,True,25.09168533884777,11.776065683521011,0.7552750215456057,9.816568685811545e-05
ackley,32,0,trust-krylov,second_order,24.52202812615577,11.54372838123436,228,12.65846300125122,True,24.302378839940104,11.54372838123436,0.7552750215456057,9.822481836492167e-05
ackley,64,0,gradient_descent,first_order,58.682166427780786,15.323657123765049,1000,0.17148160934448242,False,58.09358058600157,15.323657123765049,0.5824330029946927,1.689771945009619e-05
ackley,64,0,sgd,first_order,58.682166427780786,15.323670837464574,1000,0.18972063064575195,False,58.09339534398083,15.323670837464574,0.5824330029946927,0.006772209105166939
ackley,64,0,momentum,first_order,58.682166427780786,15.323657123680011,308,0.05609631538391113,True,58.093579053495546,15.323657123680011,0.5824330029946927,8.974830981327683e-07
ackley,64,0,rmsprop,first_order,58.682166427780786,15.324995057125008,1000,0.18799901008605957,False,58.09704716611264,15.324995057125008,0.5824330029946927,0.0669018430909426
ackley,64,0,adam,first_order,58.682166427780786,15.323657123680862,1000,0.20383095741271973,False,58.09357940422859,15.323657123680862,0.5824330029946927,1.907270375194794e-06
ackley,64,0,BFGS,second_order,58.682166427780786,15.323657123691024,16,0.010156631469726562,True,58.09357967659767,15.323657123691024,0.5824330029946927,6.138643432782744e-06
ackley,64,0,newton-cg,second_order,58.682166427780786,15.323657143450744,20,4.416780233383179,True,58.09357231828414,15.323657143450744,0.5824330029946927,0.0002572546031767803
ackley,64,0,trust-exact,second_order,58.682166427780786,15.363602387145816,599,140.75740242004395,True,58.43702643235555,15.363602387145816,0.5824330029946927,9.886079485845412e-05
ackley,64,0,trust-krylov,second_order,58.682166427780786,15.373498893720127,572,130.09805607795715,True,58.522573205820485,15.373498893720127,0.5824330029946927,9.926273712574419e-05
ackley,128,0,gradient_descent,first_order,58.9372035267374,12.932481027237854,1000,0.21560883522033691,False,58.76153518278065,12.932481027237854,0.40728514460856446,0.027025729481145892
ackley,128,0,sgd,first_order,58.9372035267374,12.93253393204258,1000,0.20069360733032227,False,58.76236717124385,12.93253393204258,0.40728514460856446,0.02862714403852374
ackley,128,0,momentum,first_order,58.9372035267374,12.932041589468199,333,0.0634613037109375,True,58.76491847475162,12.932041589468199,0.40728514460856446,9.760500286192095e-07
ackley,128,0,rmsprop,first_order,58.9372035267374,12.919546607781346,1000,0.20667004585266113,False,58.654913041756465,12.919546607781346,0.40728514460856446,0.04718579265512686
ackley,128,0,adam,first_order,58.9372035267374,12.918211705555196,1000,0.21544122695922852,False,58.65418695295643,12.918211705555196,0.40728514460856446,1.8786175143452569e-06
ackley,128,0,BFGS,second_order,58.9372035267374,12.932041589793364,15,0.019690275192260742,True,58.764922988949884,12.932041589793364,0.40728514460856446,2.331766072446902e-05
ackley,128,0,newton-cg,second_order,58.9372035267374,12.6678215199799,24,26.025623321533203,True,56.685982758442265,12.6678215199799,0.40728514460856446,0.00048153767558515665
ackley,128,0,trust-exact,second_order,58.9372035267374,12.919277631367637,1191,1372.1733901500702,True,58.662726597680084,12.919277631367637,0.40728514460856446,9.926107681602778e-05
ackley,128,0,trust-krylov,second_order,58.9372035267374,12.923537331330184,1164,1237.450070142746,True,58.69681435606345,12.923537331330184,0.40728514460856446,9.945447568785563e-05
