function,dimension,method,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,start_distance,convergence_rate
rastrigin,2,gradient_descent,35.387172876466096,1000,0.02580857276916504,False,3.79985322884561,35.387172876466096,45.36711817485485,80.69266846817733,3.302976036287715,0.002572697464651787
rastrigin,2,sgd,33.53550505271321,1000,0.0296785831451416,False,3.17104361403083,33.53550505271321,45.36711817485485,57.29335197864446,3.302976036287715,0.0007228794589046508
rastrigin,2,sgd_momentum,12.360545702627098,1000,0.027878999710083008,False,3.0477013204410324,12.360545702627098,45.36711817485485,41.90348400191487,3.302976036287715,-0.02043092608563692
rastrigin,2,momentum,35.10545766687022,1000,0.021519899368286133,False,5.784912647453096,35.10545766687022,45.36711817485485,30.507885635045483,3.302976036287715,0.0022912636888317343
rastrigin,2,rmsprop,12.934432432041097,69,0.0020759105682373047,True,3.5873547709329014,12.934432432041097,45.36711817485485,8.970894160853517e-08,3.302976036287715,-0.28396386117583655
rastrigin,2,adam,12.93443243242795,1000,0.03488564491271973,False,3.5873536066248497,12.93443243242795,45.36711817485485,0.0005528208395793044,3.302976036287715,-0.019857612669252452
rastrigin,2,trust-exact,12.934432432041099,7,0.002802133560180664,True,3.5873547711774143,12.934432432041099,45.36711817485485,2.636862639349192e-08,3.302976036287715,-2.4846837852885697
rastrigin,2,trust-krylov,12.93443243204111,7,0.0031223297119140625,True,3.587354778715567,12.93443243204111,45.36711817485485,3.016504658727031e-06,3.302976036287715,-2.4846837852885684
