function,dimension,method,initial_value_mean,initial_value_std,final_value_mean,final_value_std,iterations_mean,iterations_std,runtime_mean,runtime_std,success_rate,distance_to_minimum_mean,distance_to_minimum_std,f_error_mean,f_error_std,initial_gradient_norm_mean,initial_gradient_norm_std,final_gradient_norm_mean,final_gradient_norm_std,mean_cosine_similarity,std_cosine_similarity,mean_gradient_angle,std_gradient_angle,convergence_rate_mean,convergence_rate_std,early_convergence_rate_mean,time_to_improvement_mean
sphere,2,gradient_descent,12.589066778748546,6.82524838272687,2.3560810920204924e-13,2.648326834427384e-16,778.0,15.0,0.0806117057800293,0.004265785217285156,1.0,4.853947205949661e-07,2.728013637211733e-10,2.3560810920204924e-13,2.648326834427384e-16,6.806963221814751,2.00537248705958,9.707894411899321e-07,5.456027274423466e-10,1.0,0.0,2.2862927852633415e-07,9.12114010404447e-09,-0.01599777172857958,0.00845350681232115,-0.4184505440298788,3.0
sphere,2,sgd,12.589066778748546,6.82524838272687,6.078116162406839e-07,1.5150450377928032e-07,1000.0,0.0,0.10717248916625977,0.008490800857543945,0.0,0.000773446273942978,9.794119441995652e-05,6.078116162406839e-07,1.5150450377928032e-07,6.806963221814751,2.00537248705958,0.001546892547885956,0.00019588238883991305,0.9721622025538975,4.9707556462386115e-05,6.874739409790479,0.16863670550672483,-0.012576489681255673,0.006818430104127246,-0.41869223032816055,3.0
sphere,2,sgd_momentum,12.589066778748546,6.82524838272687,6.024791070142391e-06,2.2019400085566666e-06,1000.0,0.0,0.10659158229827881,0.007303833961486816,0.0,0.0024117195606685226,0.00045650830313502424,6.024791070142391e-06,2.2019400085566666e-06,6.806963221814751,2.00537248705958,0.004823439121337045,0.0009130166062700485,0.9636624119816344,0.0037746651262458575,8.370146622882555,0.5295109165701124,-0.012576484269687787,0.006818432152514364,-1.14018010342788,2.0
sphere,2,momentum,12.589066778748546,6.82524838272687,1.6444254536702578e-12,8.915364709260385e-13,247.0,0.0,0.027008056640625,0.0017740726470947266,1.0,1.2300810699089326e-06,3.623893143043174e-07,1.6444254536702578e-12,8.915364709260385e-13,6.806963221814751,2.00537248705958,2.460162139817865e-06,7.247786286086348e-07,0.9109311740890689,0.0,8.0161945286893,2.3732920517716155e-08,-0.05076236604333427,0.02752116283357249,-1.1401633927529848,2.0
sphere,2,rmsprop,12.589066778748546,6.82524838272687,4.9999900003057994e-05,3.0079800141595906e-15,1000.0,0.0,0.11326301097869873,0.008817315101623535,0.0,0.007071060741010361,2.1269661379430343e-13,4.9999900003057994e-05,3.0079800141595906e-15,6.806963221814751,2.00537248705958,0.014142121482020723,4.2539322758860686e-13,-0.25305820867714784,0.2108315022323654,112.84599422291754,18.93912891425734,-0.01257644033851003,0.006818429952774092,-0.12044603984379298,10.5
sphere,2,adam,12.589066778748546,6.82524838272687,7.025341819874036,4.91109964492291,1000.0,0.0,0.12197363376617432,0.013335824012756348,0.0,2.454479469649937,1.0004360813870121,7.025341819874036,4.91109964492291,6.806963221814751,2.00537248705958,4.908958939299874,2.0008721627740242,0.9999999872556009,1.0313970899566982e-08,0.0064075542798352585,0.004539114156202555,-0.0055581667920824255,0.0019122365013026575,-0.007350882463433051,167.5
sphere,2,trust-exact,12.589066778748546,6.82524838272687,5.094084702904239e-32,1.4444474582904269e-33,2.5,0.5,0.002477407455444336,0.0008785724639892578,1.0,2.2567810151441523e-16,3.2002384116966696e-18,5.094084702904239e-32,1.4444474582904269e-33,6.806963221814751,2.00537248705958,4.513562030288305e-16,6.400476823393339e-18,0.9996408995145247,0.00021102324835259312,0.9687456497043236,0.3994508289459308,-3.3874257945213726,1.466152995847481,-3.3874257945213726,1.0
sphere,2,trust-krylov,12.589066778748546,6.82524838272687,0.0,0.0,2.5,0.5,0.002347707748413086,0.0006911754608154297,1.0,0.0,0.0,0.0,0.0,6.806963221814751,2.00537248705958,0.0,0.0,0.5833333333333333,0.08333333333333331,0.0,0.0,-3.3874257945213726,1.466152995847481,-3.3874257945213726,1.0
