optimizer,lr,beta1,beta2,epsilon,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
Adam,0.0001,0.9,0.9995,1e-06,11.975214515322284,5.419246687321271,1000.0,0.0,3.3659595602341357,0.8034492853881378
Adam,0.00046415888336127773,0.9,0.9995,1e-07,8.328755931307168,4.4515936540958965,1000.0,0.0,2.7732291888696285,0.7987213514791427
Adam,0.01,0.95,0.9995,1e-07,4.235732470676963e-05,9.120230008313847e-05,909.1,0.45,0.0031426090523234266,0.005699239690610011
Adam,0.002154434690031882,0.99,0.999,1e-07,1.3196258040454147,1.3617455228591235,1000.0,0.0,0.9611433850281689,0.6291495827400734
Adam,0.00046415888336127773,0.95,0.9995,1e-07,8.318523625633574,4.450532237113393,1000.0,0.0,2.7712729707568666,0.7991055920127101
Adam,0.0001,0.95,0.9999,1e-08,11.975330384098799,5.41925334747657,1000.0,0.0,3.3659776190099855,0.803445737074175
Adam,0.1,0.99,0.999,1e-06,0.00014533809737956484,0.00010666005200199852,1000.0,0.0,0.011214505757925037,0.004424133585803105
Adam,0.01,0.95,0.9999,1e-07,6.972704705212682e-05,0.00014792012200450527,911.05,0.35,0.004104068070700871,0.007272116082900523
Adam,0.004641588833612777,0.9,0.999,1e-06,0.11573391710164185,0.1710167881200213,1000.0,0.0,0.2366548284878398,0.24439396321315507
Adam,0.004641588833612777,0.99,0.9999,1e-07,0.05470328153898252,0.0953142320378363,1000.0,0.0,0.1444842819428505,0.1839227386987302
Adam,0.002154434690031882,0.95,0.9995,1e-06,1.5760632983960703,1.4856928275414543,1000.0,0.0,1.0896194902984846,0.6235324087469237
Adam,0.01,0.9,0.999,1e-07,5.7088205310029455e-05,0.00012013022805600627,960.25,0.3,0.003766747613763854,0.0065497952429243
Adam,0.1,0.9,0.9999,1e-08,1.467515870733087e-13,6.887079407164972e-14,288.95,1.0,3.73092409262683e-07,8.691168634812807e-08
Adam,0.046415888336127774,0.95,0.9995,1e-08,1.8100474040227874e-13,4.305482135840873e-14,590.35,1.0,4.2232116886555813e-07,5.14739811002364e-08
Adam,0.001,0.99,0.9999,1e-06,4.741522944803722,3.213838661237111,1000.0,0.0,2.0342707540521876,0.7767016441412159
