optimizer,lr,momentum,noise_scale,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
SGD+Momentum,0.1,0.95,0.001,2.6609209474533435e-06,1.720733914689039e-06,1000.0,0.0,0.0015583993738451996,0.00048198790342936324
SGD+Momentum,0.00021544346900318845,0.9,0.01,0.001777893374707543,0.0007710455869989748,1000.0,0.0,0.041114713647535515,0.009352737374089995
SGD+Momentum,0.046415888336127774,0.95,0.001,1.157915337317074e-06,5.098912735000563e-07,1000.0,0.0,0.0010454184657619123,0.0002549815067040807
SGD+Momentum,0.01,0.95,0.01,2.511652987210535e-05,1.3460812517351213e-05,1000.0,0.0,0.004831503141927243,0.0013315807379398834
SGD+Momentum,0.002154434690031882,0.95,0.01,5.4535772161559135e-06,3.86847972887144e-06,1000.0,0.0,0.0021819404174009548,0.0008322939571257636
SGD+Momentum,0.001,0.95,0.1,0.000266260597735556,0.00013371979600309268,1000.0,0.0,0.015808878864711783,0.004042270002909892
SGD+Momentum,0.01,0.95,0.1,0.002329822889728779,0.002044353165825522,1000.0,0.0,0.0450965765088272,0.017208186334192032
SGD+Momentum,0.00046415888336127773,0.8,0.01,0.0010447090693750643,0.00044777882333080503,1000.0,0.0,0.03153221730079197,0.007101291535396912
SGD+Momentum,0.00021544346900318845,0.9,0.01,0.0017777143293461087,0.0007567299262369849,1000.0,0.0,0.04115241213834948,0.009175690957172394
SGD+Momentum,0.002154434690031882,0.95,0.001,5.2664506008838044e-08,2.7471524540862267e-08,1000.0,0.0,0.0002213928124550845,6.0412983720933945e-05
SGD+Momentum,0.001,0.9,0.001,1.2895432602544053e-08,9.522715214570744e-09,1000.0,0.0,0.00010721401764644772,3.7424417465756916e-05
SGD+Momentum,0.002154434690031882,0.8,0.001,1.3706794907095994e-08,8.769264046284127e-09,1000.0,0.0,0.0001117594297906075,3.488014850848931e-05
SGD+Momentum,0.002154434690031882,0.8,0.1,0.00012318492462595976,7.321855665734957e-05,1000.0,0.0,0.010642646332029226,0.003149444979247069
SGD+Momentum,0.0001,0.95,0.01,0.0025498446464794476,0.0011051574526354136,1000.0,0.0,0.04923664863311011,0.011207010210538028
SGD+Momentum,0.00046415888336127773,0.95,0.1,0.00013359835879243415,7.981071825933677e-05,1000.0,0.0,0.011038195698248265,0.00342878907482039
SGD+Momentum,0.001,0.99,0.1,0.0016358551857950502,0.001027199789132289,1000.0,0.0,0.03844594829413904,0.012560423781044858
SGD+Momentum,0.1,0.95,0.01,0.00025977257110448143,0.0001515408215565869,1000.0,0.0,0.01535204893785497,0.0049078676137593105
SGD+Momentum,0.01,0.9,0.1,0.0014483060478520293,0.0012173757439016269,1000.0,0.0,0.03550134884263059,0.013709860619491396
SGD+Momentum,0.002154434690031882,0.95,0.01,5.148628539836603e-06,2.9778628023976907e-06,1000.0,0.0,0.0021620028449507245,0.0006887468607997996
SGD+Momentum,0.00046415888336127773,0.95,0.01,1.1514998239841212e-06,7.019038419916679e-07,1000.0,0.0,0.0010246563409698913,0.0003187149304540259
SGD+Momentum,0.021544346900318822,0.99,0.001,9.717294750578172e-05,4.123768529449113e-05,1000.0,0.0,0.009647069156212764,0.0020265744992548564
SGD+Momentum,0.001,0.95,0.001,2.2454799138675318e-08,1.674348260412599e-08,1000.0,0.0,0.00013919080799649694,5.5504217028597434e-05
SGD+Momentum,0.046415888336127774,0.9,0.1,0.004505866554272022,0.002293995166617529,1000.0,0.0,0.0646106433436279,0.018202508645638212
SGD+Momentum,0.01,0.9,0.01,1.0480496156085419e-05,5.850413204960073e-06,1000.0,0.0,0.0030692043715228315,0.0010297964274120191
SGD+Momentum,0.00046415888336127773,0.99,0.001,1.0555912672158334e-05,4.84814992392803e-06,1000.0,0.0,0.0031627018807260736,0.0007437939807568284
SGD+Momentum,0.001,0.8,0.01,6.729003470294386e-07,4.225776413546489e-07,1000.0,0.0,0.0007856535872425641,0.00023589995312065884
SGD+Momentum,0.001,0.95,0.001,2.420851280549422e-08,1.6318212684378857e-08,1000.0,0.0,0.00014612662540058866,5.3437085947217005e-05
SGD+Momentum,0.1,0.99,0.1,0.12484613275594077,0.061579991502563144,1000.0,0.0,0.34216930430979237,0.08812661314321284
SGD+Momentum,0.0001,0.9,0.1,0.23212454814737185,0.09975408703307469,1000.0,0.0,0.4699723188993845,0.10606869291033585
SGD+Momentum,0.004641588833612777,0.8,0.1,0.00028772738743401986,0.0001497505218083872,1000.0,0.0,0.016284870962474614,0.0047466161809831525
SGD+Momentum,0.00046415888336127773,0.99,0.001,1.053920925636886e-05,4.44935139670111e-06,1000.0,0.0,0.00317028899549266,0.0006989112543284724
SGD+Momentum,0.001,0.95,0.001,2.3240478374789952e-08,1.3179560426379316e-08,1000.0,0.0,0.0001473139795121397,3.923098029729607e-05
SGD+Momentum,0.021544346900318822,0.99,0.1,0.020131405906529422,0.010204350492528548,1000.0,0.0,0.1370371011541339,0.03677279991788892
SGD+Momentum,0.002154434690031882,0.9,0.1,0.0003094776218398849,0.0001993669405037,1000.0,0.0,0.01660444228804985,0.005811206255391968
SGD+Momentum,0.1,0.8,0.1,0.0070467489045142415,0.004460374906575337,1000.0,0.0,0.07964480269326621,0.026522713067575365
SGD+Momentum,0.001,0.99,0.01,0.00046953705452989526,0.0002178162382231511,1000.0,0.0,0.02105243362451223,0.005131480587062777
SGD+Momentum,0.1,0.99,0.001,0.0006043143567030567,0.0002779930827331807,1000.0,0.0,0.023897191027418982,0.005765294242456529
SGD+Momentum,0.01,0.95,0.1,0.002319767415051406,0.0014274382387510763,1000.0,0.0,0.04565164442141927,0.015352354108465076
SGD+Momentum,0.00021544346900318845,0.9,0.01,0.0017768469273981495,0.0007718992770149888,1000.0,0.0,0.041102027142844846,0.00935255538058961
SGD+Momentum,0.1,0.9,0.1,0.012359039878562378,0.006919380418483784,1000.0,0.0,0.10546818951245829,0.03514969245280199
SGD+Momentum,0.021544346900318822,0.8,0.001,1.1700704066011726e-07,7.395531245519372e-08,1000.0,0.0,0.0003256022320158101,0.00010483428430833028
SGD+Momentum,0.001,0.95,0.01,2.272986453498291e-06,1.6352239189944956e-06,1000.0,0.0,0.0014204216209374226,0.0005053601411585565
SGD+Momentum,0.046415888336127774,0.9,0.001,5.633019834879279e-07,3.0510303283181874e-07,1000.0,0.0,0.0007248664131670934,0.00019460387085101986
SGD+Momentum,0.046415888336127774,0.95,0.01,8.777694592759288e-05,5.134175871996117e-05,1000.0,0.0,0.008964248976541907,0.002723818315189216
SGD+Momentum,0.1,0.8,0.01,7.95713971976284e-05,3.9647510941039425e-05,1000.0,0.0,0.00862541241712305,0.0022745676143319828
SGD+Momentum,0.1,0.9,0.01,0.00014637805440838797,8.259766916459573e-05,1000.0,0.0,0.011612500598145671,0.0033952738131783084
SGD+Momentum,0.01,0.95,0.001,2.59912859470855e-07,2.153186111773609e-07,1000.0,0.0,0.00048104100061642464,0.0001688561967971681
SGD+Momentum,0.001,0.9,0.01,1.1362236357025504e-06,6.525109438113426e-07,1000.0,0.0,0.0010234329695295399,0.00029800770557570873
SGD+Momentum,0.00046415888336127773,0.8,0.001,0.0010455465920778911,0.00045028545415784607,1000.0,0.0,0.031538777334380756,0.00713106698399627
SGD+Momentum,0.046415888336127774,0.8,0.001,3.289284058765043e-07,2.5683899384145017e-07,1000.0,0.0,0.0005311275821095801,0.0002164067868596902
SGD+Momentum,0.01,0.99,0.001,0.0004561308860094898,0.00020286562736995307,1000.0,0.0,0.020780738442878904,0.004928670792226294
SGD+Momentum,0.002154434690031882,0.99,0.1,0.0033847775645760156,0.0015730670927610218,1000.0,0.0,0.05628265363506585,0.014732293248887774
SGD+Momentum,0.0001,0.9,0.01,0.23265865533846775,0.10020958113852353,1000.0,0.0,0.47048338442565407,0.10632046048550561
SGD+Momentum,0.0001,0.95,0.01,0.0025561030017003457,0.0011026975242228337,1000.0,0.0,0.0493169010099624,0.011133116206791104
SGD+Momentum,0.046415888336127774,0.9,0.001,5.474837495217049e-07,2.3423486971378186e-07,1000.0,0.0,0.0007198570404813047,0.00017114201936170437
SGD+Momentum,0.0001,0.99,0.1,0.0007444995651042071,0.0003305317224362254,1000.0,0.0,0.026573187483055132,0.006193970624293355
SGD+Momentum,0.00046415888336127773,0.99,0.01,1.8453268810110155e-05,9.105781850335886e-06,1000.0,0.0,0.004179736999079085,0.0009914975686503332
SGD+Momentum,0.0001,0.95,0.001,0.002551358154114481,0.0010986660639829705,1000.0,0.0,0.0492690898412916,0.01113170877831509
SGD+Momentum,0.001,0.8,0.001,1.8616143379671417e-08,7.065259324416315e-09,1000.0,0.0,0.00013373084232178885,2.705929030067612e-05
SGD+Momentum,0.001,0.95,0.01,2.5713901461370234e-06,1.7113678844987804e-06,1000.0,0.0,0.001523815287556868,0.0004993767270758654
SGD+Momentum,0.021544346900318822,0.99,0.001,9.404097831246279e-05,3.831608700702432e-05,1000.0,0.0,0.009478349974070184,0.002049843916376683
SGD+Momentum,0.021544346900318822,0.9,0.001,2.3794703052489137e-07,1.120416966667081e-07,1000.0,0.0,0.0004743099383847432,0.00011391713161044954
SGD+Momentum,0.001,0.99,0.01,0.00047099222162744214,0.00021022935354953628,1000.0,0.0,0.021109322180256372,0.005038723917578588
SGD+Momentum,0.001,0.95,0.001,2.27484351787179e-08,1.126435286066612e-08,1000.0,0.0,0.00014639462013654324,3.629118865227612e-05
SGD+Momentum,0.004641588833612777,0.8,0.001,3.062483017292085e-08,2.1487209492895142e-08,1000.0,0.0,0.00016620788503250857,5.4770148127801006e-05
SGD+Momentum,0.00021544346900318845,0.99,0.001,0.00011818440846600373,5.056808377991392e-05,1000.0,0.0,0.010605819601197037,0.002387676496694734
SGD+Momentum,0.046415888336127774,0.9,0.1,0.006311420737552978,0.004289494340657031,1000.0,0.0,0.07539811938108584,0.025030867570831526
SGD+Momentum,0.001,0.8,0.01,5.579269524832356e-07,3.8244581778691823e-07,1000.0,0.0,0.0007128044613285612,0.0002232414665633053
SGD+Momentum,0.046415888336127774,0.9,0.01,6.65520849339809e-05,3.74531328352009e-05,1000.0,0.0,0.007786519426580483,0.002433557098871048
SGD+Momentum,0.0001,0.95,0.01,0.0025497484339429785,0.0011058408719141649,1000.0,0.0,0.04923532551328657,0.011208530481008288
SGD+Momentum,0.046415888336127774,0.95,0.01,0.00010669572889554851,6.663562128003399e-05,1000.0,0.0,0.009857254334166763,0.00308711287242612
SGD+Momentum,0.0001,0.9,0.01,0.2327027999085312,0.10022637678850231,1000.0,0.0,0.4705280006716773,0.10633061879085072
SGD+Momentum,0.00046415888336127773,0.99,0.1,0.0005103324541213167,0.00033079594107438486,1000.0,0.0,0.021470965583347983,0.007023538356128134
SGD+Momentum,0.00021544346900318845,0.99,0.001,0.00011880450825208367,5.0955282465795026e-05,1000.0,0.0,0.010635068988285345,0.0023874287144321164
SGD+Momentum,0.021544346900318822,0.99,0.001,0.00010127119355230583,3.990226816715722e-05,1000.0,0.0,0.00985119907160555,0.0020554976049375027
SGD+Momentum,0.004641588833612777,0.9,0.001,5.6069825353516485e-08,3.550620943064302e-08,1000.0,0.0,0.00022269276347060735,8.048452305468817e-05
SGD+Momentum,0.0001,0.99,0.01,0.0005872096144497006,0.0002519211593461937,1000.0,0.0,0.02365369698690264,0.005264240999564279
SGD+Momentum,0.00021544346900318845,0.95,0.001,1.251206381294619e-08,8.570684700044848e-09,1000.0,0.0,0.00010659408476945376,3.390818345338923e-05
SGD+Momentum,0.01,0.8,0.01,5.350205029571154e-06,3.4481324745959867e-06,1000.0,0.0,0.002184639172787496,0.0007599715220279763
SGD+Momentum,0.004641588833612777,0.9,0.001,5.506502665430177e-08,3.3233999310986785e-08,1000.0,0.0,0.00022525876726650225,6.57534365936683e-05
SGD+Momentum,0.002154434690031882,0.95,0.01,4.472188888542896e-06,2.6599331386330697e-06,1000.0,0.0,0.002011095236473291,0.0006539761756955161
SGD+Momentum,0.001,0.99,0.01,0.0004695937197109184,0.00019345478811558144,1000.0,0.0,0.021186371127986752,0.004553174512153877
SGD+Momentum,0.00021544346900318845,0.99,0.001,0.0001185274535390366,5.122108251729344e-05,1000.0,0.0,0.010617660386696568,0.0024068114699350687
SGD+Momentum,0.004641588833612777,0.99,0.1,0.00523760657487746,0.002467188463703127,1000.0,0.0,0.0702351576163269,0.017453630266714648
SGD+Momentum,0.001,0.95,0.1,0.00023954786527963725,0.0001698738613133067,1000.0,0.0,0.014519387977372136,0.0053605259109698045
SGD+Momentum,0.004641588833612777,0.99,0.001,0.00022195777701382427,9.704660335267036e-05,1000.0,0.0,0.014521330203720812,0.003329976896065494
SGD+Momentum,0.002154434690031882,0.8,0.1,0.00016831948889022393,0.00010007041904416755,1000.0,0.0,0.012479040588548762,0.003548666634043901
SGD+Momentum,0.00021544346900318845,0.8,0.001,0.17366651636833816,0.07480225571563633,1000.0,0.0,0.40648389858807865,0.09185508454611914
SGD+Momentum,0.01,0.95,0.01,1.9984911189761915e-05,1.0975061727977008e-05,1000.0,0.0,0.004295668575649546,0.0012377975108792678
SGD+Momentum,0.00021544346900318845,0.8,0.1,0.17406398942239534,0.07463692191250386,1000.0,0.0,0.4070222541160038,0.09163445900272747
SGD+Momentum,0.0001,0.9,0.01,0.23266677775434377,0.10016656680701583,1000.0,0.0,0.4705059776172435,0.10625865979197076
SGD+Momentum,0.0001,0.95,0.1,0.002562994003934315,0.0011109289699748528,1000.0,0.0,0.04940963003842545,0.011030977445369041
SGD+Momentum,0.00021544346900318845,0.8,0.01,0.1736821758283013,0.07483116419964188,1000.0,0.0,0.4064972559170476,0.0918812100497792
SGD+Momentum,0.004641588833612777,0.95,0.01,1.0652269987212406e-05,9.393610076313554e-06,1000.0,0.0,0.0029607488834055584,0.0013734030859966586
SGD+Momentum,0.1,0.99,0.001,0.0006388153029235979,0.0002638379694533096,1000.0,0.0,0.024757151698270315,0.005089080733534239
SGD+Momentum,0.01,0.95,0.1,0.002625427108594472,0.0015120111858252085,1000.0,0.0,0.04912504695175246,0.014565605740324977
SGD+Momentum,0.046415888336127774,0.95,0.001,1.226217427160143e-06,5.269779833433132e-07,1000.0,0.0,0.0010773959867760093,0.00025580327370675385
SGD+Momentum,0.0001,0.99,0.001,0.000579569991800816,0.00024887425506134726,1000.0,0.0,0.023485912289192817,0.005289793544662957
SGD+Momentum,0.002154434690031882,0.9,0.1,0.0002750524166865461,0.00017291625023732165,1000.0,0.0,0.015833114081062093,0.004936082979713702
SGD+Momentum,0.0001,0.9,0.01,0.2327248877858808,0.10020295388867932,1000.0,0.0,0.47056424386216955,0.10627408049146093
