function,dimension,method,initial_value_mean,initial_value_std,final_value_mean,final_value_std,iterations_mean,iterations_std,runtime_mean,runtime_std,success_rate,best_so_far_mean,best_so_far_std,distance_to_minimum_mean,distance_to_minimum_std,improvements_mean,improvements_std,relative_improvements_mean,relative_improvements_std,step_sizes_mean,step_sizes_std,gradient_norm_mean,gradient_norm_std,cosine_similarity_mean,cosine_similarity_std,gradient_angle_mean,gradient_angle_std
ackley,2,trust-exact,9.694834275892708,0.46336773924488917,8.481402376548088,0.5196911018019481,26.0,2.0,0.016979575157165527,0.0015355348587036133,1.0,8.587191006401241,0.423963806095756,,,0.4462492440425355,0.346280768972425,11.01279220696353,8.626262143985878,0.012558800908792385,0.007419559001805872,0.43579828124683617,0.12029881666888387,0.9603726021110373,0.01706581364129761,4.646199594118919,1.1242844275237585
ackley,2,trust-krylov,9.694834275892708,0.46336773924488917,8.48140237657094,0.5196911017917012,25.0,2.0,0.019232869148254395,0.001746535301208496,1.0,8.591112071649913,0.42044325176525543,,,0.46264208062897616,0.358508112118716,10.97399431103651,8.591802788599315,0.012920125780734343,0.007691834275404252,0.4436035176855674,0.12502015535808012,0.9565632419873018,0.015723033504890016,5.0385845594106,0.9869439621607055
