function,dimension,method,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,start_distance,convergence_rate
sphere,2,gradient_descent,2.3790875414942874e-13,797,0.012905359268188477,True,4.877589098616536e-07,2.3790875414942874e-13,9.595174561740942,9.755178197233072e-07,4.797587280870471,-0.028843162553345715
sphere,2,sgd,5.551818851397464e-07,1000,0.018389225006103516,False,0.0007451052846006035,5.551818851397464e-07,9.595174561740942,0.001490210569201207,4.797587280870471,-0.02299384931307516
sphere,2,sgd_momentum,4.923629512746815e-06,1000,0.014993667602539062,False,0.002218925305806127,4.923629512746815e-06,9.595174561740942,0.004437850611612254,4.797587280870471,-0.022993844948991617
sphere,2,momentum,3.006536094972241e-12,247,0.004244327545166016,True,1.7339365890863026e-06,3.006536094972241e-12,9.595174561740942,3.467873178172605e-06,4.797587280870471,-0.0928098536998674
sphere,2,rmsprop,4.9999899993032485e-05,1000,0.018256187438964844,False,0.00707106074030145,4.9999899993032485e-05,9.595174561740942,0.0141421214806029,4.797587280870471,-0.022993799917752373
sphere,2,adam,14.459483590595,1000,0.023491621017456055,False,3.802562766161132,14.459483590595,9.595174561740942,7.605125532322264,4.797587280870471,-0.00854881131565946
sphere,2,trust-exact,5.007417855406813e-32,3,0.002716541290283203,True,2.237726045655905e-16,5.007417855406813e-32,9.595174561740942,4.47545209131181e-16,4.797587280870471,-5.75421092939253
sphere,2,trust-krylov,0.0,3,0.0027654170989990234,True,0.0,0.0,9.595174561740942,0.0,4.797587280870471,-5.75421092939253
