optimizer,lr,momentum,noise_scale,mean_final_value,std_final_value,mean_iterations,success_rate,mean_distance_to_minimum,std_distance_to_minimum
SGD+Momentum,0.0001,0.99,0.001,0.0007292328156603831,0.0002834503081100087,1000.0,0.0,0.026364870954184334,0.0058417801421818735
SGD+Momentum,0.00046415888336127773,0.9,0.001,3.630371672313362e-08,1.643040430065851e-08,1000.0,0.0,0.00018494325610578076,4.5822578977237975e-05
SGD+Momentum,0.004641588833612777,0.99,0.01,0.00039397928319567365,0.000209878334307101,1000.0,0.0,0.019185546201745184,0.005088624581984275
SGD+Momentum,0.1,0.95,0.01,0.0005714097013248522,0.00026588846725799904,1000.0,0.0,0.023217721887445038,0.005687450367441253
SGD+Momentum,0.046415888336127774,0.9,0.1,0.009423919229139363,0.0037371279427702666,1000.0,0.0,0.09456215565571192,0.021952629612059515
SGD+Momentum,0.1,0.8,0.01,0.00014791849324874044,5.812059237834476e-05,1000.0,0.0,0.01192923098589285,0.00236895363693643
SGD+Momentum,0.001,0.8,0.1,9.97595306362693e-05,4.9717718225717586e-05,1000.0,0.0,0.009674510163107313,0.002482616309501452
SGD+Momentum,0.002154434690031882,0.9,0.001,5.417247961532039e-08,2.3625717209085876e-08,1000.0,0.0,0.0002270940657464208,5.099769522322227e-05
SGD+Momentum,0.00046415888336127773,0.95,0.01,2.5552188858844882e-06,9.218512539988643e-07,1000.0,0.0,0.001571954715468328,0.0002901331735623757
SGD+Momentum,0.0001,0.99,0.1,0.0010311954757736474,0.0003904332791659342,1000.0,0.0,0.031523756671033916,0.006119496802768349
SGD+Momentum,0.021544346900318822,0.99,0.001,0.00012183851181777547,5.008223444283684e-05,1000.0,0.0,0.010785950889835316,0.0023455863275173307
SGD+Momentum,0.1,0.95,0.001,5.454524917316784e-06,1.8186744222827407e-06,1000.0,0.0,0.0023059660613461734,0.00037019649003792597
SGD+Momentum,0.001,0.95,0.01,5.157678454861795e-06,2.483752652119983e-06,1000.0,0.0,0.002208406475582991,0.0005297351163222121
SGD+Momentum,0.046415888336127774,0.8,0.001,6.62847709917935e-07,2.79959981844186e-07,1000.0,0.0,0.0007964913572755517,0.0001686689885642417
SGD+Momentum,0.1,0.99,0.01,0.0033725809418018323,0.0015799980493129743,1000.0,0.0,0.05621718294580029,0.014567404828597745
SGD+Momentum,0.001,0.99,0.001,0.0005682112253675018,0.00022149093247816922,1000.0,0.0,0.023267658473982763,0.005179507168215904
SGD+Momentum,0.001,0.9,0.001,2.2267027514876966e-08,1.2322128307399677e-08,1000.0,0.0,0.00014296824351934438,4.274469393820016e-05
SGD+Momentum,0.00046415888336127773,0.95,0.1,0.00021009702142416785,0.00010013801189497804,1000.0,0.0,0.014076782040325142,0.0034556083130683995
SGD+Momentum,0.021544346900318822,0.95,0.001,1.1092830031941696e-06,3.461636241236673e-07,1000.0,0.0,0.0010395945601916277,0.0001688968727186677
SGD+Momentum,0.002154434690031882,0.9,0.1,0.0005884873674585287,0.00024085749495067273,1000.0,0.0,0.02376257399449555,0.004881336355410534
SGD+Momentum,0.00021544346900318845,0.9,0.1,0.0023387203033880836,0.0009697464722196523,1000.0,0.0,0.0470512978918166,0.011175673137830175
SGD+Momentum,0.1,0.95,0.01,0.0005204289602055835,0.0001981122351400753,1000.0,0.0,0.0223554133577395,0.004545817177382532
SGD+Momentum,0.00021544346900318845,0.99,0.01,0.00015224105948036498,5.7746273091470925e-05,1000.0,0.0,0.012063047513757006,0.0025930569143784547
SGD+Momentum,0.021544346900318822,0.95,0.01,0.0001278485940331802,5.770374457988415e-05,1000.0,0.0,0.011004374926253568,0.0025985239109198124
SGD+Momentum,0.002154434690031882,0.95,0.1,0.001156555372923523,0.00044377866671303225,1000.0,0.0,0.03331299054991026,0.006841055002345267
SGD+Momentum,0.00046415888336127773,0.8,0.01,0.0013098886520135783,0.000509842621671518,1000.0,0.0,0.03533254261391884,0.007842198954960732
SGD+Momentum,0.046415888336127774,0.9,0.1,0.0107941246640922,0.005440417761453718,1000.0,0.0,0.10003088714917156,0.028070380835355613
SGD+Momentum,0.01,0.9,0.001,2.2977718805510987e-07,8.055632025221332e-08,1000.0,0.0,0.00047178524357473727,8.482848578299442e-05
SGD+Momentum,0.00046415888336127773,0.99,0.1,0.001128829190730827,0.0003761259939741617,1000.0,0.0,0.033145927736593535,0.0054933291555619365
SGD+Momentum,0.01,0.9,0.01,2.7665341244477547e-05,1.4751754009274102e-05,1000.0,0.0,0.005072130039268387,0.0013924216707696016
SGD+Momentum,0.021544346900318822,0.9,0.001,5.272086898046303e-07,2.2007225097077244e-07,1000.0,0.0,0.0007097536171697503,0.00015316165551170367
SGD+Momentum,0.01,0.95,0.1,0.005044860390317155,0.0018120964840388995,1000.0,0.0,0.06985823750555066,0.012833044959604443
SGD+Momentum,0.01,0.95,0.1,0.004080381573803139,0.0016334814428798957,1000.0,0.0,0.06263796468270919,0.012524653855928145
SGD+Momentum,0.002154434690031882,0.99,0.001,0.000614146030986657,0.0002359329634346904,1000.0,0.0,0.024203791796664077,0.0053218881659044545
SGD+Momentum,0.01,0.9,0.1,0.0024130861969403664,0.0010337675182462982,1000.0,0.0,0.04792921856342537,0.010764581034102888
SGD+Momentum,0.046415888336127774,0.95,0.001,1.996620616285722e-06,7.947060097688971e-07,1000.0,0.0,0.0013795649766529766,0.00030564864056330156
SGD+Momentum,0.046415888336127774,0.9,0.1,0.011034348915674662,0.004302923028310317,1000.0,0.0,0.10291900041693888,0.02102446833698276
SGD+Momentum,0.1,0.95,0.1,0.05057005677626554,0.024263512146365254,1000.0,0.0,0.21790341529608376,0.05557120098187523
SGD+Momentum,0.021544346900318822,0.95,0.01,0.00010299022051573213,4.294397688944419e-05,1000.0,0.0,0.009938964376727788,0.002051147882008547
SGD+Momentum,0.002154434690031882,0.9,0.1,0.0005123841684882111,0.00020254205016198036,1000.0,0.0,0.022203141553279966,0.004405073626311329
SGD+Momentum,0.1,0.9,0.01,0.00022759091439548433,0.00011614791397344257,1000.0,0.0,0.014488361906706576,0.004204555107948785
SGD+Momentum,0.00021544346900318845,0.99,0.001,0.0001494236807926082,5.835450711035904e-05,1000.0,0.0,0.01193207512362133,0.002655045015977166
SGD+Momentum,0.01,0.9,0.01,2.14303850441322e-05,8.985385828013135e-06,1000.0,0.0,0.00452892663098245,0.0009587536781207912
