function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,computation_error,mean_best_so_far,std_best_so_far,mean_distance_to_minimum,std_distance_to_minimum,mean_improvement,std_improvement,mean_relative_improvement,std_relative_improvement,mean_step_size,std_step_size,mean_gradient_norm,std_gradient_norm,mean_cosine_similarity,std_cosine_similarity,mean_gradient_angle,std_gradient_angle
michalewicz,2,0,gradient_descent,function,3.727199177510343,-3.1711627887612373e-06,1000,0.18796205520629883,False,,,0.0011047514781431609,0.00045600540763819804,False,-8.26821018029213e-06,0.0,,,-0.09568780580336884,0.02287308105521772,0.0,0.0,6.906306905019488e-06,1.8021610767846142e-06,0.0006910862403605801,0.00017904227912443594,1.0,0.0,0.0,0.0
michalewicz,2,1,sgd,function,3.727199177510343,-3.7640099397907963e-06,1000,0.19832754135131836,False,,,0.0011047514781431609,0.0005343258248125132,False,-9.750025071656763e-06,2.0602340000999873e-07,,,-0.06940566644707029,1.3543481544604812,17.92183385585243,2.491753299898813,0.0001251595198809622,6.587593228503636e-05,0.0008167847596068192,0.00022686292431588065,1.0,0.0,0.0,0.0
michalewicz,2,2,sgd_momentum,function,3.727199177510343,-1.595154987982602e-10,1000,0.20450854301452637,False,,,0.0011047514781431609,4.335048129080269e-08,False,-8.26821018029213e-06,0.0,,,-0.9923944071462253,4.134070728474605,0.0,0.0,0.0002968146157520948,0.00015951745926228431,0.00012402206824915394,0.0001881727151446238,1.0,0.0,0.0,0.0
michalewicz,2,3,momentum,function,3.727199177510343,-3.790159525654028e-07,1000,0.19164562225341797,False,,,0.0011047514781431609,6.346118147905879e-05,False,-8.26821018029213e-06,0.0,,,-0.307143975264015,0.2575877684197014,0.0,0.0,2.0581306527537932e-05,1.909200956289313e-05,0.00020645285098756075,0.00020443573883555514,1.0,0.0,0.0,0.0
michalewicz,2,4,rmsprop,function,3.727199177510343,-4.102684254332484e-09,44,0.014370203018188477,True,,,0.0011047514781431609,9.197002520233629e-07,False,-8.268210180292132e-06,1.6940658945086007e-21,,,-7.721741382289538,13.841341761062411,0.0,0.0,0.0009772877178669149,0.00462005167435636,2.835394164459974e-05,0.00016229373459395529,1.0,0.0,0.0,0.0
michalewicz,2,5,adam,function,3.727199177510343,-4.462385488457929e-09,623,0.1309983730316162,True,,,0.0011047514781431609,9.952136539598792e-07,False,-8.268210180292129e-06,1.6940658945086007e-21,,,-1.1741759422978335,2.1328452343554107,0.0,0.0,6.987513039191437e-05,0.0001536969898964071,2.1500044195636558e-05,9.337016350748412e-05,1.0,0.0,0.0,0.0
michalewicz,2,6,trust-exact,function,3.727199177510343,-8.26821018029213e-06,31,0.028507232666015625,False,,,0.0011047514781431609,0.0011047514781431609,False,-8.26821018029213e-06,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0011047514781431609,0.0,1.0,0.0,0.0,0.0
michalewicz,2,7,trust-krylov,function,3.727199177510343,-8.26821018029213e-06,31,0.016080379486083984,False,,,0.0011047514781431609,0.0011047514781431609,False,-8.26821018029213e-06,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0011047514781431609,0.0,1.0,0.0,0.0,0.0
michalewicz,2,8,gradient_descent,function,3.184680409952479,0.8012917515695167,1000,0.19454431533813477,False,,,1.5701973876770232,0.001185941515863055,False,-0.3961677890167713,5.551115123125783e-17,,,-1.653976784166791,12.477081717727915,0.0,0.0,0.0007590812477058902,0.0033921356376911986,0.0759093095273486,0.33921330071691985,0.9998829534249405,0.001072001814606137,0.1799065513069031,0.8587161976724182
michalewicz,2,9,sgd,function,3.184680409952479,0.8012921041324862,1000,0.205826997756958,False,,,1.5701973876770232,0.0024321661595353033,False,-0.3961677890167713,5.551115123125783e-17,,,-1.6185674999074728,11.45560084613005,0.0,0.0,0.0008506864816827561,0.003373798618153292,0.07795892934895557,0.33882953968408286,0.7996167720980156,0.3496635103990465,26.403467493833343,29.969625806081147
michalewicz,2,10,sgd_momentum,function,3.184680409952479,1.166618742020543,1000,0.19912958145141602,False,,,1.5701973876770232,0.03251039298277586,False,-0.3961677890167713,5.551115123125783e-17,,,-1.2894248978217737,13.96243233915428,0.0,0.0,0.003369963365816337,0.012551737494054567,0.20245866750985875,0.7316061067248651,0.3068468943692172,0.73759375142939,65.52327574683373,55.98205403671095
michalewicz,2,11,momentum,function,3.184680409952479,1.1666257747315556,307,0.06248164176940918,True,,,1.5701973876770232,3.929116134273695e-06,False,-0.3961677890167713,5.551115123125783e-17,,,-4.2671342801028915,25.709591958684516,0.0,0.0,0.010287977095748014,0.021434976219355566,0.6081967683106466,1.2855287923924277,0.4004958573106501,0.6193172829232495,59.43719310925612,46.725317165472376
michalewicz,2,12,rmsprop,function,3.184680409952479,0.8008954237021946,1000,0.19939494132995605,False,,,1.5701973876770232,0.16244535019284156,False,-0.3961677890167713,5.551115123125783e-17,,,-0.9855669577466586,10.2256617977411,0.0,0.0,0.009355348798999952,0.003784620766647407,0.21774798530294406,0.3913621914273775,-0.766738666955172,0.6407031732610539,159.10932462300556,57.182419680388904
michalewicz,2,13,adam,function,3.184680409952479,0.8009899457951808,1000,0.20922636985778809,False,,,1.5701973876770232,0.02386544168093942,False,-0.3961677890167713,5.551115123125783e-17,,,-1.5577731271148723,11.039818319246125,0.0,0.0,0.0006297840109787671,0.0008028196707594925,0.8722823188375738,1.1810386691463177,0.9999863756417422,2.868882716628403e-05,0.16610837753914798,0.24871946105090684
